,Type,Jewelry,Clothing,Eye Color,DNA,Back,Hair,Mouth,Eyewear,Accessories,Facial Feature,Helmet,Rarity score,Token Id
12030,Divine,RBY Two Piece,CLNX HOODIE,None,Angel,None,BLND BWLCUT,TCTL SMILE,None,None,None,None,41.08043774391651,12031
12031,None,CHRM,PNK BBL Vest,None,Demon,None,BLCK Curtains,Bubble,None,None,None,None,28.630009927517268,12032
12032,None,RNBW CBLE,BLCK-BLK Waistcoat,None,Robot,Energy Wings,Brain Machine,None,None,None,None,None,30.981323695937927,12033
12033,Divine,CYN Two Piece,GRDNT PFA JCKT,None,Angel,None,BLND Long Split,None,None,None,None,None,30.710840989920403,12034
12034,None,None,CLNX FRSH Shirt,None,Robot,Energy Wings,WHT Quiff,None,BILLIONAIRE,None,None,None,33.040458512523934,12035
12035,None,None,BLU HAWAIIAN Shirt,BLCK Surprised,Human,None,Rice Hat,SMILE,None,None,None,None,18.63772770406071,12036
12036,None,GLD CBLE,GRDNT PFA JCKT,None,Demon,None,RD Braid,ROBO,None,SLVR STUD,None,None,44.24293702809336,12037
12037,None,None,MONO Tee,YLLW,Human,None,BLCK Shape Up,Pilot Mask,Cyber Bindi,None,BIRTHMRK,None,45.86484591132719,12038
12038,MURAKAMI DRIP,Hi-TECH CBLE,STRIPE Tee,RNBW,Human,None,WHT BRDZ,None,None,None,None,None,29.161039905955132,12039
12039,MK1,None,V1 BLU SKL GRL,None,Robot,None,Fro,SMILE,Aviator,None,None,None,38.971836728575454,12040
12040,None,S-PDLCK,V5 WHT SKL GRL,BLU-PURP,Human,None,RD Long,None,Drip Scouter,None,None,None,31.841852338429792,12041
12041,None,PURP G-Link,RTFKT CHROME Tee,None,Robot,None,WHT Stylish,None,None,None,None,None,14.080741860696596,12042
12042,None,None,CLNX FRSH Shirt,BRWN,Human,None,PNK Shape Up,None,None,None,None,None,7.777228259827168,12043
12043,MURAKAMI DRIP,None,RFX Tee,YLLW Breezy,Human,None,BLU Shape Up,SMILE,Cyborg V2,None,VSN TAT,None,56.34004794760868,12044
12044,None,None,NEON HOODIE,PURP,Human,None,RD DRDZ,Romantico,None,None,None,None,18.564870820461557,12045
12045,None,DRIP CHRM,CLNX HOODIE,BRWN,Human,None,CYBR DRDZ,None,BTC,None,None,None,31.320415070999374,12046
12046,None,None,BLCK BKR JCKT,BLCK Surprised,Human,None,BLND Fro,None,None,None,None,None,8.280698212669282,12047
12047,MK1,None,PNK ORNG Fur Coat,None,Robot,None,GRN Shape Up,None,BLU LAZER,None,None,None,28.824569571899637,12048
12048,None,SPIKED CHKR,PURP Utility Vest,BRWN,Human,None,GRN Cyber Cat,Pilot Mask,None,None,None,None,29.366356802838784,12049
12049,None,None,MONO Fur Coat,PURP,Human,None,BLCK Shape Up,None,Aviator,Cross Earring,Slash Scar,None,51.25558946817507,12050
12050,None,GPURP Two Piece,JS HOODIE,YLLW,Human,None,BLCK Curtains,None,None,None,None,None,18.382192459157306,12051
12051,None,None,Future Dress,None,Angel,None,PNK Curtains,None,None,PTRA Earrings,None,None,23.80168533741468,12052
12052,None,S-HIRE G-Link,SPACE TRIP Tee,CLSD YLLW,Human,None,BLCK Quiff,None,None,None,None,None,19.02573474773001,12053
12053,MK-BLCK,None,BLCK BNDN Shirt,None,Robot,None,BLCK Hairclip,Cigar,None,None,None,None,26.73608631994243,12054
12054,None,S-HIRE G-Link,RTFKT CHROME Tee,None,Reptile,None,BLND Fro,None,None,None,None,None,19.49410882185209,12055
12055,STONED,None,BLCK BKR JCKT,PNK-BLU,Human,Robotic Arms,GOAT HRNS,None,None,None,None,None,37.2565576070158,12056
12056,None,None,MONO Tee,GRN,Human,None,DAD Cap,None,None,None,STARZ TAT,None,22.51468208544403,12057
12057,MURAKAMI DRIP,None,WHT Jellyfish Tee,HALF-OPEN,Demon,None,PNK Ponytail,None,None,None,None,None,26.25856121667066,12058
12058,None,CYN Two Piece,HVY MTL HOODIE,PURP,Human,None,PURP Shape Up,None,None,SLVR Round,Angry TAT,None,48.64014592800513,12059
12059,ICE,CYN CBLE,SPACE TRIP Tee,None,Demon,None,PNK Curtains,None,VSN Glasses,None,None,None,43.133838889593214,12060
12060,ICE,None,Blade Melt Tee,None,Demon,None,BLND BWLCUT,FANGZ,None,None,None,None,30.622813722061032,12061
12061,MURAKAMI DRIP,None,BLCK Jellyfish Tee,AWAKEN,Human,DEMONZ,Flower Hat,None,Drip Scouter,None,None,None,48.26184064359278,12062
12062,None,None,BLCK BNDN Shirt,None,Demon,None,BRAINZ,SFTY Mask,None,None,None,None,18.08685834881803,12063
12063,MURAKAMI DRIP,None,NEON HOODIE,None,Robot,None,BLU OCTOPUS,SMILE,None,None,None,None,24.0012470256336,12064
12064,None,SLVR G-Link,BLCK Tee,None,Angel,None,Tied Dip-Dye,None,None,None,None,None,18.066009964963108,12065
12065,None,None,BLU HAWAIIAN Shirt,None,Demon,None,BRED Buns,RNBW GRILLZ,None,None,None,None,18.383071361338903,12066
12066,MURAKAMI DRIP,SLVR G-Link,BLU HAWAIIAN Shirt,YLLW Breezy,Human,None,LoneSome Cowboy,None,None,None,CLNX TAT,None,43.84747817045832,12067
12067,MURAKAMI DRIP,CYN Two Piece,CLNX Tee,WIDE-OPEN,Human,None,GRN Shape Up,Lollipop,None,None,None,None,39.34045958472413,12068
12068,None,BLCK-GLD ZK-BEADZ,BLCK GM Tee,PNK,Human,None,BRWN Stylish,None,None,None,333 VSN TAT,None,33.085134302406765,12069
12069,MURAKAMI DRIP,VVS PANDA,JELLYFISH BLW UP JCKT,PNK-BLU,Human,None,GOAT HRNZ,PSYCHIC LAZER,None,GLD Round,None,None,55.3645572173313,12070
12070,None,None,HVY MTL HOODIE,CLSD BRWN,Human,None,NVY DRDZ,None,None,None,333 TAT,None,23.303965980393038,12071
12071,Divine,None,GRN HAWAIIAN Shirt,None,Angel,None,BLCK BWLCUT,Mustache,None,None,None,None,30.709885418857013,12072
12072,None,RD ZK-BEADZ,WAGMI Tee,PNK,Human,None,GOAT HRNZ,Angry,None,None,STARVSN TAT,None,43.39131364494741,12073
12073,None,None,FLOOR Tee,None,Robot,None,NEON Cap,None,None,None,None,None,3.5835570891954007,12074
12074,None,PURP G-Link,WHT Utility Vest,PNK,Human,None,PURP BRDZ,None,None,None,Scratch Scarz,None,33.140024163716184,12075
12075,None,None,RTFKT CHROME Tee,None,Robot,None,PNK Curtains,None,None,GLD STUD,None,None,19.560976653052318,12076
12076,None,CHRM,JS HOODIE,PNK,Human,None,LLC Ponytail,ROBO,BTC,None,WEBZ TAT,None,56.166823861494144,12077
12077,None,None,LIME GANG,BLU CRYSTL,Human,None,BLCK Curtains,None,Kawaii Patch,None,None,None,21.76725877638836,12078
12078,None,RBY Two Piece,BONE PFA JCKT,BLCK Surprised,Human,None,BRAINZ,TCTL SMILE,None,None,None,None,29.31618791488912,12079
12079,ICE,None,V2 WHT SKL GRL,None,Demon,Sword Sheath,BLU Braid,ROBO,None,None,None,None,46.92927073908123,12080
12080,None,None,V1 BLCK SKL GRL,None,Robot,None,PNK Ponytail,Ramen,None,None,None,None,14.495282609922617,12081
12081,MURAKAMI DRIP,BLCK-GLD ZK-BEADZ,MONO Tee,None,Demon,PNK UNDRWRLD WINGZ,PNK Beret Braids,ARMRD Mutant,None,None,None,None,55.6349443722837,12082
12082,MK1,None,HVY MTL HOODIE,None,Robot,None,PNK Shape Up,None,None,None,None,None,15.51622481646356,12083
12083,None,DRIP CHRM,BLCK Utility Vest,None,Angel,None,RD Stylish,None,None,None,None,None,18.111429993165554,12084
12084,None,S-HIRE G-Link,WHT Utility Vest,None,Robot,None,GOAT HRNZ,None,None,SLVR STUD,None,None,30.19491403544608,12085
12085,None,None,PURP CAMO PFA JCKT,PURP,Human,None,BLND Fro,Romantico,Glass X,None,None,None,31.6677476420314,12086
12086,None,PURP Two Piece,BRWN Fur Coat,PURP,Human,None,Top Hat,None,None,GLD Round,None,None,34.487644929019574,12087
12087,None,S-HIRE G-Link,RCS Tee,None,Robot,None,BLND Curtains,ROBO,Eye Patch,None,None,None,37.05668963582836,12088
12088,MK-BLCK,None,IRI BLW UP JCKT,None,Robot,None,BRWN Floral Wreath,FANGZ,None,None,None,None,26.932924403485192,12089
12089,None,GLD Iced Cuban,BLCK Tee,None,Robot,None,BLND Quiff,None,Glass X,None,None,None,27.268015917592862,12090
12090,None,SG-PDLCK,PURP Utility Vest,GRN,Human,None,PNK Curtains,None,None,None,None,None,18.43423694267144,12091
12091,MURAKAMI DRIP,None,GM MONO HOODIE,RNBW,Human,None,BLU DRDZ,Tan Tan Bo,None,None,META TAT,None,43.961012239478286,12092
12092,None,SG-PDLCK,MONO Tee,BLCK Surprised,Human,None,BLU Curtains,None,None,None,None,None,18.52697073235497,12093
12093,ICE,PURP G-Link,PURP CAMO PFA JCKT,None,Demon,None,PNK Shape Up,None,None,None,None,None,30.32001660239285,12094
12094,None,GLD Two Piece,MONO Tee,None,Angel,Energy Wings,MEDUZA,WZRD,None,None,None,None,45.22517755367623,12095
12095,MURAKAMI DRIP,None,WAGMI Tee,BLU,Human,None,YU-BLCK,SMILEY RNBW,BILLIONAIRE,None,333 TAT,None,55.816743231846225,12096
12096,None,SG-PDLCK,PURP CAMO PFA JCKT,None,Robot,None,WHT Quiff,1Tooth,None,None,None,None,24.786802709738122,12097
12097,None,None,IRI Tech JCKT,PURP,Human,None,RTFKT TECH Cap,RNBW GRILLS,None,None,None,None,18.731430258971276,12098
12098,None,CYN CBLE,CAMO BBL Vest,PNK,Human,None,NVY DRDZ,None,None,None,None,None,18.551583986719706,12099
12099,None,None,BLCK VARSITY JCKT,YLLW,Human,None,PNK Pilot,None,None,None,BCODE TAT,None,22.721934419882412,12100
12100,MURAKAMI DRIP,VVS PANDA,LIME GANG,None,Robot,All Seeing Eyes,GRY KO2 Tiara,Ghost,None,None,None,None,51.630199411048814,12101
12101,None,PURP Two Piece,FLOOR Tee,YLLW,Human,None,BLCK Stylish,None,None,None,TRi TAT,None,32.919527962465025,12102
12102,None,PURP G-Link,GM HOODIE,RD CRYSTL,Human,None,RD Pigtails,ROBO,None,None,TRi TAT,None,44.14931977227378,12103
12103,None,SLVR G-Link,ORNG FRSH Shirt,CLSD BRWN,Human,None,WHT Otaku,None,Drip Scouter,SLVR Round,None,None,47.767875589683605,12104
12104,None,None,Blade Melt Tee,None,Angel,None,YU-BLCK,None,SPiKED BILLIONAIRE,None,None,None,20.65043478717499,12105
12105,None,S-HIRE G-Link,WHT PNK Fur Coat,BLCK Surprised,Human,None,GRN Shape Up,SMILE,None,None,None,None,28.913049335383477,12106
12106,MK1,None,PNK Fur Coat,None,Robot,None,PURP Shape Up,None,None,None,None,None,15.68183974028521,12107
12107,None,None,Blade Melt Tee,BLU-PURP,Human,None,MEDUZA,Angry,None,None,TRi TAT,None,32.98487479667008,12108
12108,None,None,BONE PFA JCKT,None,Angel,None,WHT 2 Horns,RNBW GRILLS,3RD Eye,None,None,None,31.290984877326633,12109
12109,MURAKAMI DRIP,S-PDLCK,ORNG FRSH Shirt,PNK,Human,None,BLU OCTOPUS,SMILEY RNBW,VSN Glasses,None,None,None,52.018658168665965,12110
12110,MK-BLCK,None,BRWN Fur Coat,None,Robot,None,Witch,Chrome Pipe,None,None,None,None,27.00769364481468,12111
12111,None,RBY Two Piece,Blade Melt Tee,None,Angel,None,WHT BWLCUT,None,Assault Glasses,None,None,None,30.87080250107372,12112
12112,None,None,FRSH Shirt,YLLW,Human,None,BLCK BRDZ,Lollipop,BILLIONAIRE,None,None,None,31.305309377941033,12113
12113,None,None,SPACE TRIP Tee,None,Robot,None,RD DRDZ,Ramen,None,None,None,None,14.127139332104848,12114
12114,None,Hi-TECH CBLE,BLU PURP BNDN Shirt,BRWN,Human,None,WHT Unkept,None,Kawaii Patch,None,369 TAT,None,46.22061103587124,12115
12115,None,SLVR Two Piece,ORNG FRSH Shirt,None,Angel,None,WHT Hairclip,None,None,None,None,None,18.215534528433157,12116
12116,MURAKAMI DRIP,None,JS Tee,RNBW,Human,SPLASH,CYBR DRDZ,Jagged RNBW,Aviator,None,None,None,58.62524504341532,12117
12117,MK1,RBY Two Piece,RFX Tee,None,Robot,None,Brain Machine,Lollipop,None,None,None,None,36.50772323003093,12118
12118,MK1,Hi-TECH CBLE,BLCK Tee,None,Robot,None,BLU Shape Up,None,None,PTRA Earring,None,None,41.658293511342656,12119
12119,MURAKAMI DRIP,None,BLCK Jellyfish Tee,None,Angel,None,NVY DRDZ,Jagged RNBW,None,None,None,None,28.091437014616265,12120
12120,None,None,PNK Utility Vest,CLSD YLLW,Human,None,PNK Pigtails,None,None,None,PROMO TAT,None,23.45348855578474,12121
12121,MURAKAMI DRIP,None,BRED KBA JCKT,None,Reptile,BLCK UNDRWRLD WINGZ,LoneSome Cowboy,None,None,None,None,None,35.819956385427055,12122
12122,None,GPURP Two Piece,CAMO PFA JCKT,None,Angel,None,WHT Quiff,None,DRIP VISION,None,None,None,31.265423231337024,12123
12123,MK1,None,BLCK BKR JCKT,None,Robot,None,PURP Curtains,None,None,GLD Round,None,None,31.42876733208429,12124
12124,None,S-HIRE G-Link,Blade Melt Tee,None,Robot,None,WHT Quiff,ROBO,None,None,None,None,24.23981087445631,12125
12125,None,None,CLNX Tee,None,Human,None,Royal CHARM,None,None,None,None,None,0.0,12126
12126,MURAKAMI DRIP,None,JELLYFISH BLW UP JCKT,PNK,Human,None,BRAINZ,TCTL SMILE,None,None,STARZ TAT,None,43.247501121172526,12127
12127,None,None,PNK BBL Vest,PNK,Human,None,BLCK Quiff,Wise Fancy Mustache,BTC,None,None,None,31.730208219530446,12128
12128,None,BLCK-GLD ZK-BEADZ,JS Tee,None,Angel,None,BRAINZ,SFTY Mask,None,None,None,None,28.683932917099032,12129
12129,None,RD ZK-BEADZ,BLCK GM Tee,BLU,Human,None,FLME SD Mask,None,None,None,None,None,18.643385920331514,12130
12130,MURAKAMI DRIP,None,BLCK VARSITY JCKT,BLU-PURP,Human,None,PNK Spiked,Tan Tan Bo,None,None,SAD TAT,None,43.5181413800382,12131
12131,None,S-HIRE G-Link,RCS Tee,PNK-BLU,Human,Sword Sheath,GRN Cyber Dreads,None,None,None,None,None,35.04126407778575,12132
12132,None,None,BLCK Tech JCKT,PNK,Human,None,WHT Quiff,Pilot Mask,None,None,VSN TAT,None,33.217661815215834,12133
12133,None,None,Blade Melt Tee,None,Robot,None,LLC Tiara,None,None,None,None,None,3.701854273698945,12134
12134,None,None,RD BBL Vest,PNK-BLU,Human,None,WHT BRDZ,ROBO,None,None,WEBZ TAT,None,32.89118878035327,12135
12135,None,None,28 JCKT,None,Robot,None,Bunny,None,None,None,None,None,3.8901908032643817,12136
12136,None,None,PNK Waistcoat,None,Robot,None,GRN Shape Up,RNBW GRILLZ,3D,None,None,None,27.443102854558287,12137
12137,None,GLD Two Piece,PURP VARSITY JCKT,None,Robot,None,PURP Head Scarf,None,Assault Glasses,None,None,None,27.324794662969303,12138
12138,None,CYN Two Piece,WAGMI Tee,YLLW,Human,None,BLCK-GLD Turban,Angry,None,None,None,None,28.707708291261557,12139
12139,None,G-PDLCK,RFX Tee,PURP,Human,Energy Wings,WHT Curtains,Bamboo,None,None,None,None,45.46660510108508,12140
12140,MURAKAMI DRIP,SLVR G-Link,PURP VARSITY JCKT,None,Robot,SPLASH,BLU OCTOPUS,SMILEY RNBW,Aviator,None,None,None,64.45367814730753,12141
12141,None,None,FLOOR Tee,PNK-BLU,Human,None,WHT BWLCUT,None,None,None,11-11 TAT,None,22.531728599615782,12142
12142,ICE,None,STRIPE Tee,None,Demon,None,PNK Beret Braids,None,VSN Glasses,PTRA Earring,None,None,48.50290301631325,12143
12143,None,None,RD BBL Vest,None,Robot,None,WHT Unkept,MAD,None,None,None,None,14.174457459180648,12144
12144,None,None,BLCK GM Tee,YLLW,Human,Sword,Brain Machine,None,None,None,None,None,24.53048036168648,12145
12145,Divine,Blade CHKR,BLU PURP BNDN Shirt,None,Angel,None,GOAT HRNZ,MAD,None,None,None,None,41.3747363152496,12146
12146,None,None,RCS Tee,YLLW,Human,None,BLCK Bandana TECH Cap,ROBO,None,None,333 TAT,None,32.722733910784726,12147
12147,None,SLVR G-Link,WHT PNK Fur Coat,BLCK Surprised,Human,None,BRWN Stylish,None,None,None,None,None,18.76829000334897,12148
12148,None,None,BLU PURP BNDN Shirt,GRN,Human,None,BLU Curtains,Ghost,Aviator,GLD Round,TRi War TAT,None,61.98894296972003,12149
12149,MURAKAMI DRIP,PURP Two Piece,BLCK VARSITY JCKT,BLCK Surprised,Human,None,Cowboy,PSYCHIC LAZER,None,None,None,None,39.556204066615095,12150
12150,None,None,CLNX HOODIE,BRWN,Human,None,ZK Bucket,Bubble,None,None,None,None,18.630169597917693,12151
12151,None,None,GM MONO HOODIE,None,Demon,None,WHT Turban,Pilot Mask,None,None,None,None,18.277078960448335,12152
12152,None,SLVR G-Link,BLU BNDN Shirt,BLU-PURP,Human,None,GRN Shape Up,None,None,None,None,None,18.52320601091503,12153
12153,None,None,MONO Tee,None,Robot,None,BLCK Quiff,None,None,None,None,None,3.5457018114272563,12154
12154,None,None,WHT Utility Vest,BLU,Human,Robotic Arms,Sound Wave,Pilot Mask,None,None,Band-Aid,None,49.831570536521966,12155
12155,None,None,V2 WHT SKL GRL,CLSD YLLW,Human,None,GRN Cyber Dreads,Alien,None,None,None,None,19.465829384431096,12156
12156,None,SLVR G-Link,RTFKT CHROME Tee,None,Robot,Energy Wings,RD Braid,None,Drip Scouter,None,None,None,43.530165596955314,12157
12157,None,CYN Two Piece,CLNX Tee,None,Robot,None,WHT BWLCUT,None,None,None,None,None,14.023962727162386,12158
12158,None,None,GRN HAWAIIAN Shirt,None,Robot,None,LLC Ponytail,Angry,None,None,None,None,14.066573361499485,12159
12159,MK1,BLCK-GLD ZK-BEADZ,Blade Melt Tee,None,Robot,None,PNK MoHWK,Cyber Jaw,None,None,None,None,36.9524931102891,12160
12160,None,S-PDLCK,CLNX Tee,BLU,Human,None,PNK BWLCUT,Angry,None,None,SMLY TAT,None,43.120669457534596,12161
12161,None,None,BRED KBA JCKT,BRWN,Human,None,BLCK BRDZ,MAD,None,None,None,None,18.513766971658082,12162
12162,None,None,BLU BNDN Shirt,PNK-BLU,Human,None,PNK Curtains,None,BILLIONAIRE,None,None,None,20.871989609817245,12163
12163,None,PURP ZK-BEADZ,PNK Utility Vest,BLU,Human,None,ORNG Bandana TECH Cap,Romantico,None,None,Angry TAT,None,43.93070038131049,12164
12164,None,S-HIRE G-Link,LIME GANG,None,Robot,None,BRWN Unkept,None,None,None,None,None,14.13847549988072,12165
12165,None,MRBLE G-Link,RD VARSITY JCKT,GRN,Human,None,GRN DRDZ,None,Cyber Eye Patch,None,WARNING TAT,None,46.174245764434744,12166
12166,ICE,None,WHT KBA JCKT,None,Demon,None,BLU Stylish,RNBW GRILLS,None,None,None,None,30.58401446315172,12167
12167,None,None,CAMO PFA JCKT,BLU,Human,None,BLCK Stylish,None,None,Gold Round Earrings,None,None,23.961699168571116,12168
12168,None,None,IRI BLW UP JCKT,None,Demon,None,GOAT HRNZ,Angry,Eye Patch,None,None,None,30.874609850254785,12169
12169,MURAKAMI DRIP,None,WHT Jellyfish Tee,PURP,Murakami,SPLASH,BLU DRDZ,Lollipop,None,Cross Earring,None,None,69.96284451022916,12170
12170,MURAKAMI DRIP,None,BLCK Tech JCKT,PURP,Murakami,PNK UNDRWRLD WINGZ,BLU DRDZ,Cigar,None,Cross Earring,None,None,70.38014451063367,12171
12171,MURAKAMI DRIP,Hi-TECH CBLE,PNK Fur Coat,GRN,Human,None,LoneSome Cowboy,Goatee,None,None,BCODE TAT,None,53.902521011531576,12172
12172,None,None,PNK Waistcoat,None,Robot,None,BRWN Floral Wreath,SFTY Mask,None,None,None,None,14.359948658720375,12173
12173,MURAKAMI DRIP,None,CAMO BBL Vest,None,Robot,PNK UNDRWRLD WINGZ,BRWN 2 Horns,SMILE,Snow Storm,None,None,None,53.73180845696107,12174
12174,None,KAWAII CHRM,V2 WHT SKL GRL,YLLW,Human,None,YU-BLCK,Ramen,None,None,Band-Aid,None,44.04236957011297,12175
12175,None,None,LLC HiTECH Dress,BRWN,Human,None,BLU Shape Up,Gas Mask,None,None,SWRD TAT,None,33.14290397104995,12176
12176,None,None,BRED KBA JCKT,BLCK Surprised,Human,None,WHT Ponytail,None,None,None,None,None,8.325179157911988,12177
12177,ICE,KAWAII CHRM,RCS Tee,None,Demon,None,PNK MoHWK,Alien,Cyborg V1,SLVR Round,None,None,69.84447134994271,12178
12178,None,GLD G-Link,HVY MTL HOODIE,None,Robot,None,BLU Stylish,None,None,PTRA Earring,None,None,29.90817017693611,12179
12179,ICE,None,PURP CAMO PFA JCKT,None,Demon,None,BRWN Unkept,None,VSN Glasses,None,None,None,32.80876905085061,12180
12180,None,None,MONO Tee,None,Angel,None,BLCK Ponytailz,SMILE,None,None,None,None,17.780220124965446,12181
12181,None,RBY CBLE,Blade Melt Tee,CLSD YLLW,Human,None,WHT Curtains,None,None,None,SKULL WEBZ TAT,None,33.7012202383962,12182
12182,None,None,CLNX FRSH Shirt,PNK,Human,None,ZK Bucket,None,Cyber Eye Patch,None,Sword VSN  TAT,None,35.6514886158338,12183
12183,None,CYN CBLE,PURP Utility Vest,None,Angel,None,NVY DRDZ,None,None,None,None,None,18.225940195208814,12184
12184,None,CHRM,V4 WHT SKL GRL,PNK-BLU,Human,None,BLCK Ponytail,None,None,Neo Earrings,None,None,34.83400549033448,12185
12185,None,None,IRI Tech JCKT,None,Demon,None,Dip-Dye Part Hat,None,None,None,None,None,7.893570220971586,12186
12186,None,None,PURP KBA JCKT,BLU,Human,None,MNT Beret Braids,SMILE,None,None,None,None,18.338688713711637,12187
12187,None,GLD G-Link,BLCK TCTL Vest,None,Robot,None,RD Pilot,None,None,None,None,None,14.398729248128964,12188
12188,None,CHRM,BLCK BNDN Shirt,BLU,Human,None,CYBR DRDZ,None,Glass X,None,Angry TAT,None,45.94335214005967,12189
12189,MURAKAMI DRIP,CHRM,WHT Jellyfish Tee,None,Robot,GRN UNDRWRLD WINGZ,BLU MoHWK,Bubble,Cyborg V1,None,None,None,64.46882214964171,12190
12190,None,GLD CBLE,CLNX Tee,None,Demon,None,GOAT HRNZ,None,None,None,None,None,17.903260740528484,12191
12191,MURAKAMI DRIP,None,PNK Fur Coat,None,Demon,None,BLU OCTOPUS,None,None,None,None,None,17.770737490733577,12192
12192,None,None,Space PFA JCKT,None,Angel,None,GRN DRDZ,Gas Mask,None,None,None,None,18.27611868348205,12193
12193,None,None,NEON HOODIE,YLLW,Human,None,BLCK Unkept,GLD GRILLZ,None,None,Scratch Scarz,None,33.17602726589241,12194
12194,MURAKAMI DRIP,None,FLOOR Tee,WIDE-OPEN,Robot,None,BLCK BWLCUT,None,SPiKED BILLIONAIRE,None,None,None,35.166152499985316,12195
12195,None,CHRM,FLOOR Tee,BLU,Human,None,RD Pilot,None,None,None,Angry TAT,None,32.81922297033444,12196
12196,None,Blade CHKR,RTFKT CHROME Tee,None,Human,None,YU-BLCK,ROBO,Cyber Eyes,None,None,None,33.82076996130511,12197
12197,MK1,None,Blade Melt Tee,None,Robot,None,BLND Stylish,None,None,None,None,None,15.577733653026643,12198
12198,None,None,FLOOR Tee,BLU CRYSTL,Human,None,BLND Fro,None,None,GLD STUD,META TAT,None,39.25212265721968,12199
12199,None,PNK ZK-BEADZ,V1 NVY SKL GRL,BLU-PURP,Human,None,BLCK Beanie,None,Assault Glasses,GLD Round,None,None,47.92399919801396,12200
12200,None,RBY Two Piece,BLU PURP BNDN Shirt,None,Robot,None,BLND BWLCUT,None,None,None,None,None,14.26623684355437,12201
12201,None,None,BLU BNDN Shirt,None,Robot,None,BLND Curtains,None,None,None,None,None,3.645071842303956,12202
12202,ICE,None,SPACE TRIP Tee,None,Demon,None,PNK Ponytail,None,3RD Eye,None,None,None,32.84567452743145,12203
12203,None,PNK ZK-BEADZ,BLU ORNG BNDN Shirt,None,Robot,None,PURP Curtains,Angry,Cyber Eye Patch,PTRA Earring,None,None,53.23702320663292,12204
12204,None,RBY CBLE,GRNDT Fur Coat,None,Robot,None,BLND Quiff,None,Cyber Eyes,None,None,None,27.36642615736063,12205
12205,None,SLVR G-Link,28 JCKT,PURP,Human,None,RD Stylish,None,None,None,WARNING TAT,None,33.051067802018544,12206
12206,MURAKAMI DRIP,None,RTFKT x TM RNBW FLOWER PFA,None,Angel,None,LoneSome Cowboy,None,Eye Patch,None,None,None,30.65502339384503,12207
