,Foreground,Mouth,Eyes,Outfit,Decoration,Creature,Background,Overlay,Rarity score,Token Id
5579,Crush,Screaming,Aqua Third Eye,None,Olive Tranteum,Tulip,Clementine,Meadow Flower with Stripes,88.83440301090289,5579
5580,Blush,Singing,Earth,Swulu,Mint Arneum,Cream,Inciu,None,53.25589284107571,5580
5581,Pile Skyline,Happy,Dilated,Swulu,Scarlet Balseum,Moss,Pile Skyline,None,8.758873421564488,5581
5582,None,Screaming,Tulip,Oxoto,Terracotta Arneum,Terracotta,Inciu,None,54.89174743282614,5582
5583,Blush,Happy,Dilated,Wet,Mint Polkadots,Clementine,Clementine,Distance,57.299890838442444,5583
5584,Blush,Happy,Clementine,Swulu,Scarlet Balseum,Clementine,Ascension,None,16.285765490429792,5584
5585,Telescope,Happy,Meadow,Vines,Aqua Tranteum,Cream,Olive,Mountains,57.35356064079902,5585
5586,Crush,Happy,Mint,Vines,Aqua Stripes,Tulip,Aura,Liquify,55.40127960201674,5586
5587,Crush,Happy,Dilated,Vines,Clementine Tranteum,Clementine,Olive,Polkadot,51.705897704729864,5587
5588,Blush,Happy,Meadow,Wet,Tulip Tranteum,Tulip,Olive,Curved Stripe,62.829534167825976,5588
5589,Telescope,Happy,Aqua,Vines,Olive Balseum,Clementine,Rainbow,None,15.996095631783161,5589
5590,Rain,Sacred,Aqua Third Eye,Swulu,Aqua Balseum,Meadow,Tulip,Liquify,91.13516766139287,5590
5591,None,Smirking,Earth,Vines,Aqua Balseum,Violet,Marius,None,49.96278879076308,5591
5592,Pile Skyline,Smirking,Scarlet,Frux,Scarlet Balseum,Scarlet,Pile Skyline,None,42.361308004424615,5592
5593,Pile Skyline,Happy,Gold,Swulu,Terracotta Tranteum,Terracotta,Pile Skyline,None,8.753521894582596,5593
5594,Pile Skyline,Happy,Closed,Swulu,Mint Balseum,Gold,Pile Skyline,None,6.119915193356165,5594
5595,Rain,Happy,Gold,Swulu,Gold Polkadots,Cream,Stripe Room,None,18.892508844106082,5595
5596,Telescope,Thermal,Earth,Vines,None,Thermal,Terracotta,Aqua Flower,87.48242475430263,5596
5597,Rain,Happy,Dilated,Vines,Tulip Polkadots,Clementine,Gomba,None,16.42521482441261,5597
5598,Telescope,Happy,Blue Sacred,Wet,Blood Orange Arneum,Gold,Ercon,None,23.811024046063707,5598
5599,Telescope,Happy,Black,Arcith,Olive Arneum,Clementine,Fungisland,None,15.7439320850604,5599
5600,Pile Skyline,Happy,Clementine,None,Blood Orange Arneum,Scarlet,Pile Skyline,None,6.15212951753719,5600
5601,Telescope,Happy,Sand,Swirl,Blood Orange Arneum,Feather,Clementine,Void,61.719236308386606,5601
5602,Crush,Thermal,Closed,None,None,Thermal,Meadow,Cubes,84.52731257294424,5602
5603,Telescope,Happy,Scarlet,Frux,Moss Balseum,Blood Orange,Night,Striped Rocks,56.70453836783259,5603
5604,Pile Skyline,Smirking,Meadow,Arcith,Olive Tranteum,Mint,Pile Skyline,None,42.023457200721225,5604
5605,Crush,Happy,Sand,Oxoto,Violet Polkadots,Moss,Rainbow,None,20.431947891282714,5605
5606,Rain,Happy,Gold,Frux,Olive Stripes,Clementine,Marius,None,16.328650696855114,5606
5607,Pile Skyline,Happy,Third Eye,Oxoto,Mint Polkadots,Mint,Pile Skyline,None,10.405621518852277,5607
5608,Crush,Singing,Black,Frux,Gold Tranteum,Moss,Field,None,52.31191675955936,5608
5609,Pile Skyline,Happy,Aqua,Oxoto,Clementine Arneum,Scarlet,Pile Skyline,None,8.024012597839485,5609
5610,None,Happy,Aqua,Raincoat,Blood Orange Polkadots,Blood Orange,Earth,None,24.44937168887405,5610
5611,Blush,Happy,Gold,Oxoto,Clementine Balseum,Sand,Creature Friends,None,18.39908490591578,5611
5612,Blush,Happy,Scarlet,None,Ocean Stripes,Violet,Marius,None,18.002281427554546,5612
5613,Crush,Happy,Dilated,Oxoto,Violet Balseum,Sand,Night,Liquify,54.62353037025718,5613
5614,None,Happy,Gold Third Eye,Arcith,Mint Balseum,Cream,Ascension,None,20.12088800455512,5614
5615,Crush,Sacred,Aqua,Raincoat,Scarlet Stripes,Gold,Stripe Room,None,56.870822065085726,5615
5616,Rain,Happy,Blue Sacred,Oxoto,Blood Orange Balseum,Moss,Creature Friends,None,20.464104290365377,5616
5617,Blush,Sacred,Blood Orange,Vines,Violet Stripes,Sand,Night,Cosmic Punch,90.99570813591438,5617
5618,None,Happy,Terracotta,Arcith,Aqua Balseum,Clementine,Olive,Terracotta Flower,53.341800032583485,5618
5619,Telescope,Singing,Clementine,Oxoto,Gold Balseum,Clementine,Clementine,Clementine Flower,84.96767605176868,5619
5620,Crush,Happy,Gold,Oxoto,Terracotta Polkadots,Clementine,Greenery,None,15.915672462535621,5620
5621,Blush,Happy,Earth,Arcith,Moss Tranteum,Sand,Sand,Emanating,54.19453240499907,5621
5622,Rain,Happy,Blood Orange,Oxoto,Ocean Stripes,Clementine,Earth,None,17.798328875982275,5622
5623,Pile Skyline,Happy,Sand,Frux,Ocean Arneum,Aqua,Pile Skyline,None,8.571163210768749,5623
5624,Crush,Happy,Dilated,None,Terracotta Polkadots,Clementine,Violet,Cosmic Punch,49.5605688650769,5624
5625,None,Happy,Clementine,Swirl,Moss Balseum,Gold,Ercon,None,21.429626500083877,5625
5626,Pile Skyline,Happy,Gold Third Eye,None,Aqua Arneum,White,Pile Skyline,None,9.837122730357201,5626
5627,None,Happy,Third Eye,Frux,Tulip Tranteum,Tulip,Field,None,20.389043912553635,5627
5628,Rain,Sacred,Sacred,Frux,Gold Tranteum,Olive,Tulip,Bullseye,90.93135082444991,5628
5629,None,Happy,Clementine,Swulu,Sand Polkadots,Ocean,Greenery,None,18.34544943250699,5629
5630,Crush,Smirking,Mint,Arcith,Tulip Polkadots,Cream,Meadow,Terracotta Flower,89.28495246879704,5630
5631,Rain,Sacred,Gold,Oxoto,Moss Polkadots,Scarlet,Inciu,None,53.845900214713346,5631
5632,Rain,Happy,Sand,Cape,Gold Arneum,Sand,Field,None,26.12279053133999,5632
5633,Crush,Happy,Blue Sacred,Arcith,Aqua Polkadots,Violet,Ascension,None,19.61666659457763,5633
5634,Blush,Happy,Sand,Frux,Ocean Stripes,Scarlet,SS Creature,None,20.496307354379095,5634
5635,Rain,Happy,Terracotta,Oxoto,Mint Tranteum,Tulip,Ercon,None,21.10238648951102,5635
5636,Pile Skyline,Thermal,Gold,Arcith,None,Thermal,Pile Skyline,None,40.290562105464396,5636
5637,Rain,Singing,Blood Orange,Frux,Gold Tranteum,Blood Orange,Creature Friends,None,53.894118179150816,5637
5638,None,Happy,Black,Frux,Gold Polkadots,Aqua,Clementine,Dive,51.78101439623794,5638
5639,None,Happy,Aqua,Oxoto,Ocean Polkadots,Feather,Uuary,None,17.964602381025294,5639
5640,Blush,Screaming,Aqua,None,Gold Stripes,Sand,Scarlet,Striped Rocks,86.06180506348574,5640
5641,Pile Skyline,Happy,Moss,None,Ocean Arneum,Sand,Pile Skyline,None,7.809595701872992,5641
5642,Blush,Happy,Blood Orange,Frux,None,Clementine,Aqua,Cubes,49.442752546884236,5642
5643,Pile Skyline,Happy,Aqua,Frux,Blood Orange Stripes,Clementine,Pile Skyline,None,6.130556560973728,5643
5644,Pile Skyline,Happy,Gold,Swulu,Clementine Balseum,Moss,Pile Skyline,None,8.265410865927512,5644
5645,Clouds,Happy,Blood Orange,Wet,Ocean Stripes,Blood Orange,Aura,Clouds,67.13610589448339,5645
5646,None,Happy,Sacred,Vines,Gold Balseum,Terracotta,Clementine,Mountains,55.36915646070971,5646
5647,None,Happy,Third Eye,Arcith,Aqua Tranteum,Terracotta,Cream,Cream Flower,55.7928543894308,5647
5648,None,Happy,Aqua Third Eye,Vines,Terracotta Polkadots,Aqua,Marius,None,17.94859498880861,5648
5649,Crush,Happy,Blue Sacred,Vines,Gold Stripes,Moss,Field,None,19.466495954314905,5649
5650,Rain,Happy,Closed,Oxoto,Ocean Arneum,Feather,Gomba,None,19.15536043028364,5650
5651,Rain,Screaming,Scarlet,None,None,Scarlet,Greenery,None,49.18507764324557,5651
5652,Crush,Happy,Tulip,Swulu,Gold Tranteum,Cream,SS Creature,None,20.592850562287516,5652
5653,Telescope,Happy,Clementine,Vines,Blood Orange Polkadots,Sand,Night,Bullseye,54.575320450446355,5653
5654,Telescope,Happy,Terracotta,Arcith,Aqua Polkadots,Olive,Mint,Mint Flower with Stripes,56.94588673484945,5654
5655,Pile Skyline,Happy,Tulip,Arcith,Clementine Polkadots,Meadow,Pile Skyline,None,9.944306228519292,5655
5656,Crush,Happy,Violet,Frux,Sand Stripes,Feather,Field,None,20.721548550851317,5656
5657,Telescope,Happy,Clementine,Frux,Clementine Balseum,Aura,Hill Huts,None,20.582105127247758,5657
5658,Rain,Smirking,Blood Orange,Vines,Sand Stripes,Moss,Feather,Width,88.39999987206137,5658
5659,Pile Skyline,Sacred,Aqua,Oxoto,Sand Arneum,Ocean,Pile Skyline,None,43.17659253191158,5659
5660,None,Happy,Blood Orange,Cloud Suit,Gold Tranteum,Scarlet,Field,None,25.071559598332016,5660
5661,Pile Skyline,Happy,Clementine,Cloud Suit,Blood Orange Stripes,Moss,Pile Skyline,None,14.653704587122165,5661
5662,Pile Skyline,Smirking,Clementine,Oxoto,Aqua Balseum,Aqua,Pile Skyline,None,38.38164852788151,5662
5663,None,Screaming,Sacred,Swulu,Terracotta Polkadots,Aqua,Hill Huts,None,52.68200389279178,5663
5664,Pile Skyline,Smirking,Olive,Vines,Tulip Balseum,Tulip,Pile Skyline,None,42.82793137330167,5664
5665,Pile Skyline,Happy,Scarlet,Vines,Violet Arneum,Scarlet,Pile Skyline,None,9.77261305179934,5665
5666,Telescope,Happy,Scarlet,Vines,Gold Tranteum,Clementine,Blood Orange,Striped Rocks,52.78393350102728,5666
5667,Crush,Happy,Closed,Oxoto,Gold Stripes,Gold,Greenery,None,15.518797633583517,5667
5668,Pile Skyline,Happy,Clementine,Frux,Clementine Balseum,Mint,Pile Skyline,None,8.34586460990023,5668
5669,Rain,Happy,Black,Cloud Suit,Clementine Arneum,Gold,Clementine,Olive Flower,57.97033962304633,5669
5670,Rain,Happy,Gold,Vines,Mint Arneum,Mint,Stripe Room,None,19.091018136185887,5670
5671,Crush,Happy,Blood Orange,Swulu,Violet Arneum,Violet,Field,None,20.405109237013004,5671
5672,Crush,Happy,Closed,None,Moss Balseum,Scarlet,SS Creature,None,16.68278139784976,5672
5673,Clouds,Happy,Earth,Swulu,Clementine Arneum,Ocean,Feather,Clouds,60.507090368866855,5673
5674,None,Smirking,Third Eye,Cape,Olive Stripes,Meadow,SS Creature,None,58.12040781050383,5674
5675,Rain,Smirking,Sacred,Wet,Tulip Polkadots,Rainbow,SS Creature,None,60.464192832292795,5675
5676,Rain,Happy,Black,Vines,Sand Tranteum,Violet,Feather,Bullseye,54.91856784799673,5676
5677,Crush,Sacred,Closed,Vines,Violet Stripes,Aqua,Aqua,Distance,86.54438272701917,5677
5678,None,Happy,Closed,Arcith,Gold Balseum,Gold,Field,None,14.419245746436987,5678
5679,Rain,Singing,Earth,None,Mint Arneum,Aqua,Field,None,48.579024788029116,5679
5680,Clouds,Happy,Scarlet,Arcith,None,Moss,Field,None,22.00899410524155,5680
5681,Rain,Happy,Blood Orange,Frux,Moss Arneum,Violet,Sand,Width,56.752800318080034,5681
5682,None,Happy,Moss,Vines,Sand Polkadots,Scarlet,Earth,None,19.557698898504615,5682
5683,Telescope,Happy,Moss,None,Terracotta Stripes,Blood Orange,Earth,None,17.93251572422734,5683
5684,Rain,Happy,Sacred,None,Aqua Tranteum,Cream,Gomba,None,18.602972558458898,5684
5685,Rain,Happy,Earth,Arcith,Olive Balseum,Cream,Clementine,Terracotta Flower,54.49489084297316,5685
5686,Crush,Happy,Clementine,Vines,Clementine Tranteum,Mint,Uuary,None,18.345457478681574,5686
5687,Pile Skyline,Happy,Aqua,Vines,Violet Arneum,Sand,Pile Skyline,None,8.12057887762425,5687
5688,Telescope,Smirking,Sand,None,Clementine Polkadots,Blood Orange,Rainbow,None,50.16659758557991,5688
5689,Rain,Happy,Aqua,Swulu,Clementine Arneum,Violet,Field,None,18.672596641659496,5689
5690,Pile Skyline,Singing,Violet,Cape,Scarlet Balseum,Moss,Pile Skyline,None,50.15978491299195,5690
5691,Pile Skyline,Happy,Blue Sacred,Frux,Gold Tranteum,Moss,Pile Skyline,None,9.4186025129575,5691
5692,Telescope,Happy,Gold Third Eye,Swulu,Gold Polkadots,Meadow,Rainbow,None,20.41582195950803,5692
5693,Rain,Singing,Clementine,Frux,Sand Balseum,Violet,Uuary,None,52.746334382562964,5693
5694,Rain,Happy,Moss,Raincoat,Violet Tranteum,Ocean,Marius,None,27.034642398948318,5694
5695,Crush,Happy,Black,Frux,Gold Stripes,Mint,Aqua,Width,53.66354475203655,5695
5696,Blush,Happy,Moss,Wet,Scarlet Arneum,Aqua,Field,None,24.55129378866433,5696
5697,Crush,Happy,Blue Sacred,Arcith,Clementine Polkadots,Scarlet,Field,None,19.504027484507866,5697
5698,Telescope,Happy,Gold Third Eye,Frux,Terracotta Balseum,Gold,Mint,Curved Stripe,53.82444366858059,5698
5699,Pile Skyline,Happy,Sand,Oxoto,Blood Orange Balseum,Gold,Pile Skyline,None,7.6217969741073395,5699
5700,Pile Skyline,Happy,Blood Orange,Swirl,Moss Arneum,Feather,Pile Skyline,None,16.370110026338764,5700
5701,Clouds,Happy,Earth,Swulu,Blood Orange Stripes,Violet,Ascension,None,24.958824474039893,5701
5702,Rain,Sacred,Mint,Oxoto,Gold Tranteum,Aqua,Clementine,Cosmic Pinch,88.72718677328578,5702
5703,Blush,Happy,Third Eye,None,Terracotta Stripes,Aqua,Marius,None,16.087391909407135,5703
5704,Rain,Happy,Scarlet,None,Clementine Tranteum,Clementine,Marius,None,15.218450997554555,5704
5705,Blush,Happy,Ocean,Arcith,Ocean Balseum,Gold,Feather,Striped Rocks,53.23983556195743,5705
5706,Telescope,Happy,Clementine,Oxoto,Moss Arneum,Clementine,Gomba,None,16.34472192085818,5706
5707,Blush,Happy,Aqua,Oxoto,Gold Polkadots,Olive,Earth,None,18.18989508104032,5707
5708,Rain,Happy,Meadow,None,Aqua Arneum,Olive,Greenery,None,18.53322187166491,5708
5709,Pile Skyline,Singing,Olive,Swulu,Gold Tranteum,Clementine,Pile Skyline,None,41.084803684292474,5709
5710,Rain,Happy,Aqua,Swulu,Violet Balseum,Violet,Ercon,None,18.854951566130637,5710
5711,Crush,Happy,Clementine,Vines,Mint Tranteum,Clementine,Rainbow,None,15.947871228643756,5711
5712,Telescope,Happy,Meadow,None,Clementine Tranteum,Terracotta,Meadow,Olive Flower,54.83279743562237,5712
5713,None,Smirking,Sacred,Vines,Clementine Tranteum,Gold,Gold,Clementine Flower,84.87650743986076,5713
5714,Blush,Happy,Violet,Swulu,Scarlet Tranteum,Blood Orange,Sand,None,21.333159995650252,5714
5715,None,Happy,Closed,Frux,Clementine Tranteum,White,Greenery,None,20.185226540858103,5715
5716,Blush,Thermal,Black,Swirl,None,Thermal,Aqua,Polkadot,92.0194937704299,5716
5717,None,Smirk,None,None,Colored Pencil,Scarlet,None,None,57.954059165402015,5717
5718,Crush,Sacred,Meadow,Oxoto,Clementine Balseum,Mint,Terracotta,None,55.959124678695005,5718
5719,Blush,Smirking,Closed,Raincoat,Sand Polkadots,Blood Orange,Clementine,Emanating,92.19162676393152,5719
5720,Telescope,Happy,Terracotta,Oxoto,Mint Stripes,Meadow,Earth,None,21.01655117465442,5720
5721,Blush,Singing,Third Eye,Vines,Mint Polkadots,Gold,Aqua,Gold Flower with Stripes,87.24160043801578,5721
5722,Telescope,Happy,Violet,Arcith,Scarlet Polkadots,Feather,Uuary,None,20.002804028353744,5722
5723,Rain,Screaming,Black,Arcith,Aqua Tranteum,Moss,Ercon,None,52.891217857381726,5723
5724,Telescope,Happy,Black,None,Terracotta Arneum,Rainbow,Field,None,17.85198848696225,5724
5725,Blush,Smirking,Moss,None,Clementine Tranteum,Ocean,SS Creature,None,50.07007100560673,5725
5726,Telescope,Happy,Scarlet,Oxoto,Gold Tranteum,Feather,Hill Huts,None,19.723894093433696,5726
5727,Telescope,Happy,Closed,Cloud Suit,Moss Stripes,Violet,Moss,Liquify,61.00059798851119,5727
5728,Clouds,Happy,Ocean,None,Scarlet Stripes,Clementine,Hill Huts,None,21.043389294290638,5728
5729,Blush,Happy,Dilated,Arcith,Ocean Tranteum,Ocean,Scarlet,Emanating,54.376872846379776,5729
5730,Pile Skyline,Happy,Sacred,None,Mint Stripes,Mint,Pile Skyline,None,8.206493601153506,5730
5731,Pile Skyline,Happy,Gold,Cloud Suit,Ocean Stripes,Scarlet,Pile Skyline,None,14.567849420097406,5731
5732,Blush,Happy,Sand,Frux,Scarlet Stripes,Violet,Sand,Cosmic Punch,56.55972677085573,5732
5733,Telescope,Smirking,Violet,Oxoto,Gold Tranteum,Aqua,Aura,Curved Stripe,84.8175123881754,5733
5734,Crush,Smirking,Earth,Swulu,Terracotta Polkadots,Gold,Tulip,Mint Flower,84.3831253384681,5734
5735,Rain,Screaming,Aqua,Frux,Moss Arneum,Scarlet,Gomba,None,53.76538692900107,5735
5736,Pile Skyline,Happy,Gold,None,Ocean Arneum,Feather,Pile Skyline,None,6.334494644934926,5736
5737,Blush,Happy,Blue Sacred,Cloud Suit,Moss Balseum,Aqua,Violet,Width,60.426729959042824,5737
5738,Blush,Happy,Clementine,Arcith,Blood Orange Balseum,Violet,Inciu,None,18.468827009282105,5738
5739,Telescope,Happy,Blood Orange,Cloud Suit,Blood Orange Tranteum,Ocean,Gold,Curved Stripe,61.96061471525699,5739
5740,Pile Skyline,Singing,Mint,Arcith,Gold Arneum,Olive,Pile Skyline,None,43.54668234557489,5740
5741,Crush,Happy,Meadow,None,Tulip Balseum,Clementine,Marius,None,15.781598794177523,5741
5742,Blush,Happy,Meadow,Arcith,Aqua Polkadots,Meadow,Uuary,None,19.933084987814293,5742
5743,Rain,Happy,Clementine,Oxoto,Tulip Polkadots,Terracotta,Gomba,None,19.21973812450132,5743
5744,Blush,Happy,Closed,Arcith,Gold Tranteum,Gold,Cream,Void,50.70298718765479,5744
5745,None,Happy,Gold,Swulu,Terracotta Tranteum,Cream,Olive,Void,54.3125579074181,5745
5746,Rain,Happy,Clementine,Oxoto,Violet Stripes,Feather,Aqua,Polkadot,53.78150267487647,5746
5747,Rain,Happy,Ocean,Arcith,Moss Polkadots,Scarlet,Greenery,None,20.281757948488398,5747
5748,Rain,Happy,Closed,Oxoto,Olive Arneum,Aqua,Tulip,Olive Flower with Stripes,53.341758196857505,5748
5749,Crush,Happy,Moss,Frux,Olive Stripes,Gold,Ercon,None,17.616028126197193,5749
5750,None,Happy,Closed,None,Gold Balseum,Aqua,SS Creature,None,13.432294341316137,5750
5751,None,Happy,Gold Third Eye,Arcith,Gold Tranteum,Terracotta,Earth,None,19.13397576068299,5751
5752,Telescope,Happy,Closed,Oxoto,Violet Stripes,Ocean,Violet,Cubes,54.92390490046137,5752
5753,Rain,Happy,Blue Sacred,Cape,Gold Balseum,Sand,Marius,None,25.9350524264881,5753
5754,Rain,Happy,Meadow,Swirl,Gold Polkadots,White,Cream,Curved Stripe,63.74663082206465,5754
5755,Crush,Happy,Aqua,Arcith,Violet Stripes,Feather,Fungisland,None,18.195245002692857,5755
5756,Crush,Happy,Olive,Oxoto,Olive Arneum,Aqua,Gomba,None,18.75311422408663,5756
5757,Pile Skyline,Happy,Terracotta,Cloud Suit,Tulip Tranteum,Cream,Pile Skyline,None,17.13175210196141,5757
5758,Blush,Happy,Sacred,None,Aqua Arneum,Mint,Earth,None,18.18458860425343,5758
5759,Blush,Happy,Ocean,Cloud Suit,Sand Stripes,Sand,Violet,Void,62.35214444485544,5759
5760,Rain,Happy,Tulip,None,Mint Arneum,Meadow,Hill Huts,None,18.581501522210456,5760
5761,Telescope,Singing,Clementine,Frux,Gold Arneum,Mint,Greenery,None,52.31191246844088,5761
5762,Blush,Happy,Gold,Frux,Aqua Arneum,Olive,Meadow,Aqua Flower Stripe,55.57290142731232,5762
5763,Rain,Happy,Blue Sacred,Arcith,Scarlet Stripes,Clementine,Gold,Bullseye,52.274393282089946,5763
5764,None,Smirking,Black,Swulu,Sand Balseum,Scarlet,Inciu,None,50.63856121781847,5764
5765,Telescope,Smirking,Sand,Oxoto,Violet Stripes,Scarlet,Creature Friends,None,52.52650693417142,5765
5766,Rain,Happy,Meadow,Arcith,Aqua Balseum,Tulip,Greenery,None,20.372935679171906,5766
5767,Pile Skyline,Happy,Earth,None,None,Mint,Pile Skyline,None,2.8374798693693184,5767
5768,None,Happy,Ocean,Vines,Aqua Stripes,Gold,Stripe Room,None,16.811464903442193,5768
5769,Blush,Screaming,Gold,Swulu,Clementine Arneum,Sand,Ocean,Emanating,89.02210839761366,5769
5770,Telescope,Happy,Black,Oxoto,Ocean Polkadots,Feather,Scarlet,Stripes,55.14912196865003,5770
5771,None,Happy,Earth,Cape,Terracotta Polkadots,Aura,Meadow,Clementine Flower Stripe,62.66327996829134,5771
5772,Crush,Happy,Closed,Arcith,Moss Stripes,Clementine,Inciu,None,16.06049478135506,5772
5773,Crush,Smirking,Sacred,None,Tulip Stripes,Clementine,Fungisland,None,47.96222971498057,5773
5774,Pile Skyline,Happy,Meadow,None,Aqua Polkadots,Aqua,Pile Skyline,None,5.905350761406491,5774
5775,Crush,Smirking,Sand,None,Moss Tranteum,Aqua,Gold,Width,83.64300364612284,5775
5776,Blush,Happy,Aqua Third Eye,Cape,Clementine Tranteum,Meadow,Gomba,None,26.79865790061208,5776
5777,None,Happy,Olive,Vines,Olive Stripes,Gold,Aura,Void,51.98484517913734,5777
5778,Pile Skyline,Happy,Earth,Frux,Gold Tranteum,Meadow,Pile Skyline,None,8.174222397207629,5778
5779,Rain,Screaming,Blood Orange,Wet,Scarlet Stripes,Scarlet,Scarlet,Curved Stripe,96.71262347380988,5779
5780,Blush,Happy,Dilated,Swulu,Blood Orange Tranteum,Ocean,Field,None,19.445043700848565,5780
5781,Telescope,Screaming,Mint,Swulu,Terracotta Tranteum,Meadow,Stripe Room,None,55.47629438833195,5781
5782,Crush,Happy,Clementine,Swulu,Clementine Polkadots,Olive,Olive,Void,54.74160254070313,5782
5783,None,Singing,Closed,Cloud Suit,Ocean Balseum,Gold,Inciu,None,55.65868096108185,5783
5784,Pile Skyline,Smirking,Clementine,Vines,Moss Polkadots,Clementine,Pile Skyline,None,37.98471684166917,5784
5785,Telescope,Happy,Dilated,Oxoto,Olive Tranteum,Gold,Ocean,Striped Rocks,51.86675048907121,5785
5786,Telescope,Happy,Gold,Frux,Olive Polkadots,Olive,Earth,None,19.24648559018157,5786
5787,Rain,Happy,Blood Orange,Vines,Blood Orange Polkadots,Sand,Greenery,None,20.576761097280166,5787
5788,Rain,Happy,Sacred,Frux,Terracotta Stripes,Meadow,Fungisland,None,20.903952300815824,5788
5789,Pile Skyline,Happy,Blue Sacred,Frux,Scarlet Arneum,Violet,Pile Skyline,None,10.201728501398954,5789
5790,None,Happy,Aqua,Vines,Terracotta Balseum,Sand,Ocean,Emanating,53.51878625988339,5790
5791,Pile Skyline,Happy,Mint,Arcith,Olive Polkadots,Tulip,Pile Skyline,None,10.16955815933666,5791
5792,None,Happy,Dilated,Swulu,None,Sand,Fungisland,None,14.853844676638086,5792
5793,Pile Skyline,Happy,Aqua Third Eye,Cloud Suit,Clementine Arneum,Tulip,Pile Skyline,None,16.632935860685382,5793
5794,Pile Skyline,Smirking,Clementine,Frux,Terracotta Stripes,Cream,Pile Skyline,None,40.91853928921372,5794
5795,Telescope,Happy,Blue Sacred,Vines,None,Moss,SS Creature,None,16.741857977690245,5795
5796,Pile Skyline,Happy,Dilated,None,Blood Orange Polkadots,Gold,Pile Skyline,None,3.7598792352176544,5796
5797,Crush,Happy,Closed,Frux,Gold Tranteum,Feather,Sand,Cosmic Punch,54.45194180511868,5797
5798,Clouds,Happy,Dilated,Oxoto,Terracotta Polkadots,Aqua,Inciu,None,22.571990643331894,5798
5799,Clouds,Smirking,Blue Sacred,Cape,Sand Stripes,Ocean,Clementine,Clouds,99.65679819073122,5799
5800,None,Happy,Third Eye,Swulu,Clementine Stripes,Olive,Greenery,None,20.008221536134347,5800
5801,Pile Skyline,Happy,Olive,Frux,Terracotta Tranteum,Olive,Pile Skyline,None,10.63083482233999,5801
