,Background,Pattern,Skin,Clothes,Nose,Eyes,Hat,Type,Tattoo,Mouth,Skeleton,Goldchain,Rarity score,Token Id
5587,Light Red,None,Red,Tank Top Blue B&B,Normal,Retro Cartoon Eyes,Devil Horns,Skeleton,Small Tattoos,None,None,None,21.29026584365219,5587
5588,Blue,Flower Pattern,None,Sweater Green CM,Normal,Exasperated Eyes,Mohawk,Skeleton,Small Tattoos,None,None,None,18.30911234078809,5588
5589,Light Red,Aztec Patterns,Aquamarine,Fake Shaolin Outfit,Normal,Cute Eyes,Clown Hair Red,Skeleton,None,None,Painted Skeleton,None,32.161766278150736,5589
5590,Green,None,Blue,Hoodie Red CM,Normal,Cool Shades,Metal Spikes,Skeleton,Small Tattoos,None,Painted Skeleton,None,38.74744126375,5590
5591,Aquamarine,Aztec Patterns,Red,Hoodie Black POM,Normal,Exasperated Eyes,Chef's Hat,Skeleton,None,Special Cigarette,None,None,38.05183478599779,5591
5592,Grey,Aztec Patterns,Yellow,Hoodie Pink CM,Normal,Cute Spider Eyes,Biker Helmet Blue Spikes CM,Skeleton,None,None,None,Gold Chain Skull,39.35599561098711,5592
5593,Grey,None,Black,Roman Soldier Armor,Normal,Bloodshot,Dread Long Red,Skeleton,None,None,Painted Skeleton,None,30.857559446572054,5593
5594,Grey,None,None,Bandana Blue,Normal,Heart Eyes,Chef's Hat,Robot,None,None,None,None,28.006902544762013,5594
5595,Light Orange,Flower Pattern,None,Hoodie Grey CM,Normal,Elton John's glasses,None,Zombie,None,None,None,None,24.538999470375256,5595
5596,Grey,None,None,Armor Black,Normal,Dead Eyes,Feather,Skeleton,None,None,None,None,6.493476185986399,5596
5597,Grey,None,None,Leather Jacket,Normal,Bloodshot,None,Devil,None,None,Painted Skeleton,None,37.233316564438425,5597
5598,Aquamarine,None,None,T Pink B&B,Normal,Bloodshot,None,Robot,None,None,None,None,23.892747004144727,5598
5599,Light Red,Flower Pattern,None,Denim Overalls,Normal,Cute Spider Eyes,Biker Helmet Black Spikes POM,Skeleton,Small Tattoos,Tongue,None,Gold Chain Skull,66.21285379738603,5599
5600,Beige,None,Yellow,Dress Blue,Normal,Pirate Patch Bloodshot,Dread Short Blond,Skeleton,None,Cigarette,None,None,33.690476526350125,5600
5601,Blue,Aztec Patterns,None,Rick Outfit,Normal,Exasperated Eyes,Dread Long Dark,Zombie,None,None,None,None,27.64862884856968,5601
5602,Aquamarine,None,None,Tank Top Pink CM,Normal,Retro Cartoon Eyes,Knitted Beanie Orange,Zombie,None,None,None,None,23.51701599433968,5602
5603,Beige,None,Yellow,Sweater Green CM,Normal,Cool Shades,None,Skeleton,None,None,None,None,8.178993786486565,5603
5604,Beige,Flower Pattern,Yellow,Sweater Pink CM,Normal,Bored Eyes,Savage Hair Dark,Skeleton,None,None,Painted Skeleton,None,28.367895967962447,5604
5605,Purple,Flower Pattern,None,Synthetic Cool Cat Fur Coat,Normal,Retro Skull Eyes,Clown Hair Blue,Skeleton,Big Tattoos,None,None,None,21.59934195099807,5605
5606,Grey,Flower Pattern,Red,Butler Outfit,Normal,Retro Cartoon Eyes,Biker Helmet Blue Spikes CM,Skeleton,None,None,None,None,13.044456699616692,5606
5607,Light Orange,Flower Pattern,Red,Shaolin Outfit,Normal,Retro Cartoon Eyes,Knitted Beanie Red,Skeleton,None,None,None,Gold Chain Skull,36.86658404055612,5607
5608,Green,Flower Pattern,None,Knight Armor,Normal,Sad Eyes,Workers Hard Hat,Skeleton,None,None,Painted Skeleton,Gold Chain Skull,48.01748645250984,5608
5609,Beige,None,Blue,Bandana Red,Normal,Regular Glasses,Knitted Beanie Orange,Skeleton,None,None,Painted Skeleton,None,26.708431335208193,5609
5610,Blue,Aztec Patterns,Red,Tank Top Grey POM,Normal,Cute Spider Eyes,Dead Cool Cat,Skeleton,Small Tattoos,None,None,None,25.890591953054347,5610
5611,Blue,Flower Pattern,None,Bathrobe White,Normal,Cyclop Eye,Beret Green,Zombie,None,None,None,None,27.90194987148955,5611
5612,Purple,Aztec Patterns,None,Butler Outfit,Normal,Exasperated Eyes,None,Skeleton,None,None,Painted Skeleton,None,19.549164949562016,5612
5613,Aquamarine,Flower Pattern,Blue,Hoodie Pink CM,Normal,Heart Eyes,Shell Red,Skeleton,Small Tattoos,None,None,None,25.93134703564872,5613
5614,Light Orange,None,None,Admirals Coat White ,Normal,John Glasses,Viking Helmet,Skeleton,Small Tattoos,None,Painted Skeleton,None,32.980360782879494,5614
5615,Aquamarine,Aztec Patterns,Blue,Work Outfit Blue,Normal,Dead Eyes,Whale,OpenSkull,Big Tattoos,Pipe,Painted Skeleton,None,87.99891541797362,5615
5616,Light Red,Aztec Patterns,Aquamarine,Bathrobe Pink,Normal,Exasperated Eyes,Shell Green,Skeleton,Big Tattoos,None,None,None,28.295676956724886,5616
5617,Beige,None,None,Sheriff Outfit,Normal,Exasperated Eyes,Bandana Dark,Robot,None,None,None,None,27.31105319554673,5617
5618,Purple,Aztec Patterns,Yellow,Butler Outfit,Normal,Bored Eyes,None,Skeleton,Big Tattoos,None,None,Gold Chain Skull,47.57475807203335,5618
5619,Blue,None,Red,Knight Armor,Normal,Heart Eyes,Shell Blue,Skeleton,None,Tongue,Painted Skeleton,Gold Chain Skull,74.72143462953915,5619
5620,Purple,None,Red,T Pink B&B,Normal,Exasperated Eyes,None,Skeleton,Big Tattoos,None,None,None,19.64224594973428,5620
5621,Grey,Flower Pattern,None,Bandana Red,Normal,Retro Cartoon Eyes,Manga Hair  Dark,Skeleton,Small Tattoos,None,None,None,16.355329311112694,5621
5622,Light Orange,None,None,Sweater Pink CM,Normal,Bored Eyes,Beret French,Robot,None,None,None,None,28.105923894802114,5622
5623,Grey,Aztec Patterns,None,Badass Leather Jacket,Normal,Retro Cartoon Eyes,Savage Hair Red,Skeleton,Small Tattoos,Tongue,None,None,39.37094372405791,5623
5624,Blue,Flower Pattern,None,Pharaoh Neckless,Normal,Crazy Eyes,Bandana Dark,Zombie,Big Tattoos,None,None,None,39.49839098973104,5624
5625,Light Red,None,None,Tank Top Blue B&B,Normal,Heart Eyes,Flower Crown Blue,Robot,Big Tattoos,None,None,None,39.184068835068864,5625
5626,Beige,Aztec Patterns,None,Bandana Blue,Normal,Sad Eyes,None,Skeleton,Big Tattoos,None,Painted Skeleton,None,29.774575977518676,5626
5627,Green,Aztec Patterns,None,DBZ Outfit,Normal,Happy Eyes,Dread Long Blond,Devil,None,Tongue,Painted Skeleton,None,65.30413511992391,5627
5628,Blue,Aztec Patterns,Blue,Bandana Red,Normal,Dia De Los Muertos Eyes,Savage Hair Dark,Skeleton,None,Cigarette,None,None,36.76782158760577,5628
5629,Aquamarine,Aztec Patterns,Yellow,Suit Black,Normal,Happy Eyes,Dread Short Brown,Skeleton,None,None,None,None,13.618079540749845,5629
5630,Blue,Aztec Patterns,Yellow,T Grey POM,Normal,Happy Eyes,Bucket Hat CM+B&B,Skeleton,None,None,None,None,12.654254279462176,5630
5631,Aquamarine,None,Yellow,Hoodie Green B&B,Normal,Happy Eyes,Flower Blue,Skeleton,None,None,Painted Skeleton,None,25.156522319858567,5631
5632,Light Red,None,Rainbow,T Pink B&B,Normal,Cyclop Eye,Knitted Beanie Red,Skeleton,None,None,None,None,15.787543742954993,5632
5633,Green,Aztec Patterns,Blue,Pope Robe,Normal,Happy Eyes,Ninja Balaclava,Skeleton,None,None,None,None,13.760761202833557,5633
5634,Aquamarine,Flower Pattern,Black,Hoodie Black POM,Normal,3D Glasses,Flower Crown Pink,Skeleton,None,None,Painted Skeleton,None,34.10090548910731,5634
5635,Green,Aztec Patterns,Yellow,None,Normal,Logo Eyes,Dread Short Red,Skeleton,Big Tattoos,None,None,None,26.74370416511374,5635
5636,Blue,None,Blue,Hoodie Pink CM,Normal,Cyclop Eye,Bandana Dark,Skeleton,None,Cigarette,None,None,33.62931114495433,5636
5637,Grey,Flower Pattern,Red,Suit Blue,Normal,Visor Cute Eyes,Headphones,Skeleton,Big Tattoos,None,None,None,27.10476368518806,5637
5638,Green,Flower Pattern,Red,Synthetic Cool Cat Fur Coat,Normal,Bloodshot,Pirate Hat CM,Skeleton,Big Tattoos,None,None,None,25.986640795788084,5638
5639,Grey,None,Blue,Sweater Pink CM,Normal,Logo Eyes,Beret French,Skeleton,None,None,None,None,13.111576718793907,5639
5640,Grey,Aztec Patterns,None,Sheriff Outfit,Normal,Pirate Patch Exasperated,Savage Hair Red,Devil,None,None,Painted Skeleton,None,44.50038026766141,5640
5641,Beige,Aztec Patterns,None,Badass Leather Jacket,Normal,Happy Eyes,Native Americain Headdress Small,Skeleton,None,None,None,None,6.187702552808255,5641
5642,Beige,None,Yellow,Dress Blue,Normal,Bloodshot,Arrow,Skeleton,Small Tattoos,None,None,None,22.07933393676907,5642
5643,Beige,None,Black,Fake Shaolin Outfit,Normal,Crazy Eyes,None,Skeleton,Big Tattoos,Pipe,Painted Skeleton,None,61.38000315184877,5643
5644,Aquamarine,Flower Pattern,None,T Pink B&B,Normal,Logo Eyes,Arrow,Zombie,None,None,None,None,28.329959319947168,5644
5645,Grey,Aztec Patterns,None,Tank Top Blue B&B,Normal,Happy Eyes,None,Skeleton,Small Tattoos,None,None,None,12.625368260522936,5645
5646,Grey,Flower Pattern,None,T Grey POM,Normal,Cute Eyes,None,Skeleton,None,None,Painted Skeleton,None,18.675665737290164,5646
5647,Beige,Flower Pattern,None,Hoodie Pink CM,Normal,Strider Glasses,Hippie Hat,Devil,Big Tattoos,None,None,None,40.869924598688044,5647
5648,Aquamarine,Aztec Patterns,Black,Tank Top Pink CM,Normal,John Glasses,Mohawk,Skeleton,Small Tattoos,None,None,None,30.118370127519682,5648
5649,Light Orange,None,None,Tank Top Grey POM,Normal,Cyclop Eye,Flower Blue,Skeleton,None,None,None,Gold Chain Skull,29.87651801724633,5649
5650,Beige,None,Red,Denim Overalls,Normal,Heart Eyes,Flower Hat,Skeleton,None,None,None,None,12.153600073981824,5650
5651,Purple,Flower Pattern,Red,Bathrobe White,Normal,Retro Cartoon Eyes,Sport Headband,Skeleton,Big Tattoos,Cigarette,None,None,46.08135207899487,5651
5652,Beige,None,None,Tank Top Blue B&B,Normal,Strider Glasses,Cowboy Hat,Zombie,None,None,None,None,25.654162382379976,5652
5653,Light Orange,None,None,Bathrobe Blue,Normal,Crazy Eyes,None,Skeleton,Small Tattoos,None,Painted Skeleton,None,28.036436540396693,5653
5654,Grey,None,Yellow,Tank Top Blue B&B,Normal,Square Shades,Sport Headband,Skeleton,Small Tattoos,Cigarette,Painted Skeleton,None,58.55596688206233,5654
5655,Aquamarine,Flower Pattern,Yellow,None,Normal,Retro Cartoon Eyes,Knight Helmet,Skeleton,None,Cigarette,None,None,34.237716101332246,5655
5656,Light Red,None,Red,T Grey POM,Normal,Pirate Patch Bloodshot,Knitted Beanie Red,Skeleton,None,None,None,None,12.33996302078723,5656
5657,Aquamarine,None,None,Hoodie Black POM,Normal,Sad Eyes,Rat Ears,Zombie,Big Tattoos,None,None,None,37.30890413883448,5657
5658,Light Orange,Flower Pattern,Blue,Tank Top Grey POM,Normal,Happy Eyes,Halo,Skeleton,None,None,None,None,12.828968333699779,5658
5659,Light Orange,Aztec Patterns,Yellow,Bathrobe White,Normal,Happy Eyes,Native Americain Headdress Big,Skeleton,Big Tattoos,None,None,None,24.632781757164025,5659
5660,Light Red,Aztec Patterns,Blue,Hoodie Pink CM,Normal,Hero Mask,Native Americain Headdress Small,Skeleton,None,None,Painted Skeleton,Gold Chain Skull,54.74502252606216,5660
5661,Aquamarine,Flower Pattern,Yellow,King Robe,Normal,Happy Eyes,Bucket Hat CM+B&B,Skeleton,None,None,None,None,13.393876657259169,5661
5662,Light Orange,None,None,Badass Leather Jacket,Normal,Bloodshot,Knitted Beanie Red,Devil,None,None,None,None,26.519103467639233,5662
5663,Light Orange,Aztec Patterns,None,Bathrobe White,Normal,Angry Eyes,Shell Red,Skeleton,None,Cigarette,None,None,30.240626624512235,5663
5664,Light Red,Flower Pattern,Red,Hoodie Grey CM,Normal,Exasperated Eyes,Beret Green,Skeleton,None,None,None,Gold Chain Skull,38.39225365389404,5664
5665,Purple,Flower Pattern,Yellow,Synthetic Cool Cat Fur Coat,Normal,Pirate Patch Exasperated,Shell Green,Skeleton,Small Tattoos,None,None,None,26.857275847647195,5665
5666,Light Orange,None,Yellow,Tank Top Blue B&B,Normal,Exasperated Eyes,Mummy,Skeleton,None,Cigarette,None,None,32.95967877748458,5666
5667,Beige,Aztec Patterns,Black,Tank Top Grey POM,Normal,Pirate Patch Peaceful,Dread Long Dark,Skeleton,None,None,None,None,18.49826402707028,5667
5668,Beige,Aztec Patterns,Yellow,None,Normal,Pirate Patch Evil Morty,Rat Ears,Skeleton,None,None,None,Gold Chain Skull,39.405496087757726,5668
5669,Light Orange,Flower Pattern,None,Hoodie Green B&B,Normal,Bloodshot,Headband Red,Devil,None,Tongue,None,None,51.2487383788363,5669
5670,Beige,None,Yellow,Dress Pink,Normal,Bloodshot,Beanie Cap,Skeleton,None,Tongue,None,None,34.23200901494351,5670
5671,Beige,None,Aquamarine,Sheriff Outfit,Normal,Pirate Patch Peaceful,Shell Green,Skeleton,Small Tattoos,Special Cigarette,None,Gold Chain GM,75.32455174696562,5671
5672,Beige,Aztec Patterns,Aquamarine,King Robe,Normal,Happy Eyes,Unicorn Horn,Skeleton,Big Tattoos,None,Painted Skeleton,None,41.09400197384161,5672
5673,Green,None,Yellow,Dress Blue,Normal,Bloodshot,None,Skeleton,None,None,None,None,8.132373779806503,5673
5674,Beige,None,None,Bandana Blue,Normal,Bored Eyes,None,Devil,None,None,Painted Skeleton,None,37.335214312868125,5674
5675,Light Red,None,None,Hoodie Pink CM,Normal,Pirate Patch Peaceful,Headband Red,Skeleton,None,None,Painted Skeleton,None,20.952725433774646,5675
5676,Blue,None,Yellow,Hoodie Blue B&B,Normal,Retro Cartoon Eyes 2,Feather,Skeleton,None,None,None,None,13.52795417016851,5676
5677,Green,None,Red,Dress Pink,Normal,Crazy Eyes,Party Hat,Skeleton,None,Tongue,Painted Skeleton,None,49.18756952034204,5677
5678,Beige,None,Rainbow,Dress Blue,Normal,Heart Eyes,Savage Hair Red,Skeleton,None,Cigarette,Painted Skeleton,None,51.46724407017027,5678
5679,Beige,None,None,Tank Top Grey POM,Normal,Hero Mask,Manga Hair  Dark,Robot,Big Tattoos,None,None,None,38.89001108348297,5679
5680,Grey,None,Aquamarine,None,Normal,John Glasses,Savage Hair Red,Skeleton,Big Tattoos,None,None,None,26.22270866813138,5680
5681,Aquamarine,Aztec Patterns,None,Synthetic Cool Cat Fur Coat,Normal,Strider Glasses,Knitted Beanie Orange,Skeleton,Small Tattoos,None,Painted Skeleton,None,34.46513901102023,5681
5682,Beige,None,None,Bandana Blue,Normal,Bloodshot,Deer Horns,Skeleton,Big Tattoos,None,Painted Skeleton,Gold Chain Skull,55.67707070203718,5682
5683,Purple,None,None,Hoodie Green B&B,Normal,Bloodshot,Dead Cool Cat,Zombie,Small Tattoos,None,None,None,36.98279477014516,5683
5684,Purple,Flower Pattern,Red,Hoodie Blue B&B,Normal,Regular Glasses,Dread Long Brown,Skeleton,None,Pipe,Painted Skeleton,None,54.14546603920209,5684
5685,Blue,None,Red,Bear Fur,Normal,Crazy Eyes,Metal Spikes,Skeleton,None,None,Painted Skeleton,None,27.727491528135882,5685
5686,Aquamarine,Flower Pattern,Yellow,Fake Shaolin Outfit,Normal,Crazy Eyes,Mohawk,Skeleton,None,None,None,Gold Chain Skull,39.69662910470607,5686
5687,Light Orange,Aztec Patterns,None,Hoodie Red CM,Normal,Happy Eyes,None,Skeleton,None,None,Painted Skeleton,None,17.11788072677498,5687
5688,Purple,Flower Pattern,None,None,Normal,Pirate Patch Evil Morty,Party Hat,Devil,None,None,Painted Skeleton,None,44.7770069224676,5688
5689,Beige,None,Blue,Hoodie Green B&B,Normal,Cute Spider Eyes,Sangoku,Skeleton,Big Tattoos,Special Cigarette,None,None,47.540131449577615,5689
5690,Grey,None,None,Hoodie Green B&B,Normal,Retro Cartoon Eyes,Twitter Nest,OpenSkull,Big Tattoos,None,None,Gold Chain Skull,62.95764897551334,5690
5691,Beige,Flower Pattern,Aquamarine,T Pink B&B,Normal,Cyclop Eye,Dread Short Blond,Skeleton,None,None,None,None,16.18921329856265,5691
5692,Green,Flower Pattern,Yellow,Sweater Pink CM,Normal,Angry Eyes,Knitted Beanie Orange,Skeleton,Small Tattoos,None,None,None,24.635667476061833,5692
5693,Blue,Flower Pattern,Blue,Armor Blue,Normal,Sad Eyes,Kitty Red Bow,Skeleton,None,None,None,Gold Chain Skull,39.871279669834834,5693
5694,Purple,Aztec Patterns,None,Hoodie Black POM,Normal,Retro Cartoon Eyes,Sport Headband,Devil,None,None,None,None,28.391323915712306,5694
5695,Blue,None,None,Armor Black,Normal,Heart Eyes,Coonskin,Robot,None,None,None,None,28.772664134196006,5695
5696,Green,None,None,Bandana Blue,Normal,Retro Cartoon Eyes,Sangoku,Zombie,Big Tattoos,None,None,None,35.177604626972034,5696
5697,Beige,None,Blue,Hoodie Red CM,Normal,Heart Eyes,Kraken,OpenSkull,None,None,Painted Skeleton,None,49.799180222434494,5697
5698,Purple,Aztec Patterns,None,Rick Outfit,Normal,Cute Eyes,Sushi Chef Headband,Skeleton,None,Cigarette,None,None,31.05003599879259,5698
5699,Light Orange,None,None,Dress Blue,Normal,Bloodshot,Headphones,Zombie,None,Cigarette,None,None,46.316591742784375,5699
5700,Green,None,Blue,Tank Top Grey POM,Normal,Exasperated Eyes,Laurel Wreath,Skeleton,Small Tattoos,None,Painted Skeleton,None,37.43726233907369,5700
5701,Aquamarine,Aztec Patterns,Black,Leather Jacket,Normal,Bloodshot,Dread Long Red,Skeleton,None,Tongue,None,None,41.155567186462356,5701
5702,Blue,Aztec Patterns,Black,Shaolin Outfit,Normal,Pirate Patch Peaceful,Savage Hair Red,Skeleton,None,None,None,None,19.00196793036167,5702
5703,Light Orange,Aztec Patterns,None,Butler Outfit,Normal,Exasperated Eyes,None,Zombie,Big Tattoos,Special Cigarette,None,None,57.97925506729974,5703
5704,Light Orange,Flower Pattern,Aquamarine,Bandana Red,Clown,Heart Eyes,Savage Hair Dark,Skeleton,None,Tongue,None,None,67.21106255643697,5704
5705,Grey,Aztec Patterns,Yellow,Work Outfit Red,Normal,Happy Eyes,Top Hat,Skeleton,Small Tattoos,None,None,None,23.52924414345619,5705
5706,Green,None,Blue,King Robe,Normal,Retro Cartoon Eyes,Sombrero,Skeleton,None,None,None,None,11.801288575492011,5706
5707,Light Red,Aztec Patterns,None,DBZ Outfit,Normal,Dia De Los Muertos Eyes,Hippie Hat,Devil,Big Tattoos,None,None,None,42.142233000912384,5707
5708,Light Orange,None,None,Tank Top Blue B&B,Normal,Crazy Eyes,Metal Spikes Mohawk,Skeleton,None,Tongue,None,None,28.947931522086655,5708
5709,Light Red,None,Aquamarine,Work Outfit Red,Normal,Visor Retro Cartoon Eyes,Flower Blue,Skeleton,None,None,Painted Skeleton,Gold Chain Skull,54.67826040877844,5709
5710,Green,Aztec Patterns,None,Roman Soldier Armor,Normal,Cyclop Eye,Headband Red,Skeleton,Big Tattoos,None,None,None,19.715430969729198,5710
5711,Blue,None,Rainbow,T Grey POM,Normal,Retro Cartoon Eyes,Pharaoh,Skeleton,Big Tattoos,Tongue,None,None,48.966781451493155,5711
5712,Aquamarine,Aztec Patterns,Yellow,Butler Outfit,Normal,Dead Eyes,None,Skeleton,None,None,Painted Skeleton,None,25.85805108115526,5712
5713,Blue,None,Blue,Bandana Blue,Normal,Heart Eyes,Laurel Wreath,Skeleton,Small Tattoos,None,None,None,23.610871677909394,5713
5714,Beige,Flower Pattern,None,Bandana Blue,Normal,Strider Glasses,Viking Helmet,Skeleton,Big Tattoos,None,None,None,19.89016948958199,5714
5715,Grey,None,Blue,T Grey POM,Normal,Bored Eyes,Native Americain Headdress Small,Skeleton,None,None,Painted Skeleton,None,27.18012177516094,5715
5716,Purple,Flower Pattern,None,Shaolin Outfit,Normal,John Glasses,None,Zombie,Small Tattoos,Tongue,None,None,58.308269963704895,5716
5717,Grey,Aztec Patterns,Aquamarine,Butler Outfit,Normal,Cute Spider Eyes,Chef's Hat,Skeleton,None,None,None,None,17.840185605625457,5717
5718,Grey,None,None,Denim Overalls,Normal,Exasperated Eyes,Headband Red,Devil,None,None,None,None,25.99207179644032,5718
5719,Green,Aztec Patterns,None,Sweater Green CM,Normal,Happy Eyes,None,Devil,Big Tattoos,None,None,None,34.46742599777505,5719
5720,Green,Flower Pattern,None,Dress Blue,Normal,Happy Eyes,None,Skeleton,None,Cigarette,None,None,23.290506362962617,5720
5721,Grey,None,Aquamarine,Hoodie Grey CM,Normal,Pirate Patch Peaceful,Dead Cool Cat,Skeleton,None,Pizza,None,None,39.496152948615915,5721
5722,Aquamarine,None,None,Bandana Blue,Normal,Happy Eyes,Bucket Hat Flower,Zombie,None,None,None,None,23.79362168460937,5722
5723,Purple,Flower Pattern,Aquamarine,Bear Fur,Normal,Visor Retro Cartoon Eyes,None,Skeleton,Small Tattoos,None,None,None,25.596575268372625,5723
5724,Grey,Flower Pattern,Blue,Roman Soldier Armor,Normal,Pirate Patch Exasperated,Feather,Skeleton,None,None,None,None,15.895080407054971,5724
5725,Green,Flower Pattern,Red,Sheriff Outfit,Normal,Dead Eyes,Bowler Hat,Skeleton,None,None,None,None,15.140926926043417,5725
5726,Beige,None,Yellow,Bathrobe Pink,Normal,John Glasses,Octopus,Skeleton,Big Tattoos,None,None,None,24.65619922926876,5726
5727,Grey,None,Aquamarine,Sweater Green CM,Normal,Sad Eyes,Laurel Wreath,Skeleton,Big Tattoos,None,None,None,25.94318872100158,5727
5728,Grey,None,None,Hoodie Green B&B,Normal,Bored Eyes,Savage Hair Red,Zombie,None,None,None,Gold Chain Skull,49.6499545694119,5728
5729,Light Orange,None,Aquamarine,Work Outfit Blue,Normal,Exasperated Eyes,Savage Hair Dark,Skeleton,Small Tattoos,None,Painted Skeleton,None,39.67046395647485,5729
5730,Aquamarine,Aztec Patterns,Aquamarine,Dress Blue,Normal,Bloodshot,None,Skeleton,None,None,Painted Skeleton,None,27.692433328963855,5730
5731,Grey,None,Red,Synthetic Cool Cat Fur Coat,Normal,Retro Cartoon Eyes,Halo,Skeleton,Big Tattoos,None,None,None,22.08516915929087,5731
