,Animated,Additional Backgrounds,Display Mode,Portrait Background,Purity,Chroma,Generation,Variant,Species,Decorative,Mouth,Face,Device,Element,Dimension,Oni,Horn,Weapon,Eyewear,Zodiac,Emote,Gem,Mythic,Rarity score,Token Id
5596,No,No,Portrait,Day,Augmented,Metallic Charcoal,Kappa,Earth Spirit,Posthumans,None,None,None,Android Tail,Energy,Claw Rift,None,None,None,None,None,None,None,None,26.882580815459384,5597
5597,No,No,Portrait,Day,Augmented,Dark Cerulean,Lambda,Crab,Demihumans,Honey,None,None,None,None,None,None,None,None,None,Ox,None,Gold,None,22.552864223855806,5598
5598,No,No,Portrait,Day,Augmented,Magenta Blush,Mu,Swordfish,Demihumans,Veggies,None,None,None,None,None,None,None,None,None,Horse,None,Emerald,None,22.66426224949669,5599
5599,No,Yes,Portrait,Night,Augmented,Brilliant Byzantine,Lambda,Mermaid,Demihumans,Butterflies,None,None,None,None,None,None,None,None,None,Rabbit,None,Crescent,None,48.479746379170656,5600
5600,No,No,Portrait,Simple 1,Augmented,Ashen Stone,Delta,Wanyudo,Yokai,Moon Earring,None,None,None,None,None,Shellfish,Duiker,None,None,None,None,None,None,40.80253861942586,5601
5601,No,No,Portrait,Day,Augmented,Crimson Carmine,Gamma,Kunoichi,Humans,Mask,Donut,None,None,None,None,None,None,None,Shades,None,None,None,None,22.192600375535722,5602
5602,No,No,Portrait,Day,Augmented,Raspberry Jam,Lambda,Oni,Yokai,Flowers,None,None,None,None,None,Lantern,None,Tekagi,None,None,None,None,None,28.550659876152324,5603
5603,No,No,Portrait,Day,Augmented,Prussian Steel,Alpha,Autumn Student,Humans,None,Popsicle,Spikes,None,None,None,None,None,None,Star Eyepatch,None,None,None,None,26.08959022934261,5604
5604,No,No,Portrait,Day,Augmented,Orchid Mauve,Rho,Octopus,Demihumans,Honey,None,None,None,None,None,None,None,None,None,Rooster,Love,None,Dual Hearts,36.163882490043235,5605
5605,No,No,Portrait,Day,Natural,Clay Walnut,Mu,Bear,Demihumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.8196882450462739,5606
5606,No,No,Portrait,Day,Augmented,Natural Nectarine,Psi,Winter Student,Humans,None,Leaf,Dots,None,None,None,None,None,None,Moon Eyepatch,None,None,None,None,26.286205169463727,5607
5607,No,No,Portrait,Day,Augmented,Imperial Eggplant,Omicron,Cyber Samurai,Posthumans,None,None,None,Laser Sword,Vitality,Houndstooth Rift,None,None,None,None,None,None,None,None,26.820688952407334,5608
5608,No,No,Portrait,Day,Augmented,Glacier Blue,Phi,Swimmer,Humans,Breakfast,Leaf,Spikes,None,None,None,None,None,None,None,None,None,None,None,22.26827045564963,5609
5609,No,No,Portrait,Day,Natural,Great Pearl,Sigma,Tonfa Guard,Humans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.665733747151918,5610
5610,No,No,Portrait,Day,Natural,Verdant Teal,Upsilon,Hammer Paladin,Humans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.7111185051177531,5611
5611,No,No,Portrait,Day,Augmented,Regal Cobalt,Rho,Bear,Demihumans,Meat,None,None,None,None,None,None,None,None,None,Pig,Exasperation,None,None,22.70830857967317,5612
5612,No,No,Portrait,Day,Natural,Vintage Mahogany,Alpha,Lion,Demihumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.8609476053384177,5613
5613,No,No,Portrait,Day,Natural,Bumblebee Canary,Beta,Host,Posthumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.599570514725954,5614
5614,No,No,Portrait,Day,Augmented,Chartreuse Sage,Psi,Rat,Demihumans,Campfire,None,None,None,None,None,None,None,None,None,Tiger,None,Crescent,None,22.629861305314552,5615
5615,No,No,Portrait,Day,Augmented,Celestial Aqua,Sigma,Bandit,Humans,Book,Bubble Gum,Dots,None,None,None,None,None,None,None,None,None,None,None,22.097749643989378,5616
5616,No,No,Portrait,Day,Augmented,Coral Peach,Lambda,Spring Model,Humans,Mask,Star,Tear Drops,None,None,None,None,None,None,None,None,None,None,None,22.23251718064515,5617
5617,No,No,Portrait,Day,Natural,Atomic Acid,Zeta,Fire Spirit,Posthumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.6325851328354144,5618
5618,No,No,Portrait,Day,Augmented,Regal Cobalt,Kappa,Triceratops,Demihumans,None,None,None,None,None,None,None,None,None,None,Dog,Proud,Emerald,None,27.06456910392895,5619
5619,No,No,Portrait,Day,Augmented,Royal Purple,Upsilon,Rugby Player,Humans,Game Controller,None,Red Hearts,None,None,None,None,None,None,Shades,None,None,None,None,22.460835696592113,5620
5620,No,No,Portrait,Day,Augmented,Polychromatic,Upsilon,Evil Clown,Posthumans,None,None,None,Keyboard and Mouse,Water,Pincer Drone,None,None,None,None,None,None,None,None,26.26230064694824,5621
5621,No,Yes,Portrait,Night,Augmented,Chartreuse Sage,Psi,Onryo,Yokai,None,None,None,None,None,None,Kunai,Bull,Kusarigama,None,None,None,None,None,59.873594113394255,5622
5622,No,No,Portrait,Day,Augmented,Metallic Charcoal,Kappa,Bear,Demihumans,Veggies,None,None,None,None,None,None,None,None,None,Dog,Love,None,None,22.76741539632541,5623
5623,No,No,Portrait,Day,Augmented,Vintage Mahogany,Alpha,Lion,Demihumans,Raccoon,None,None,None,None,None,None,None,None,None,Rat,Anger,None,None,22.812813506049736,5624
5624,No,No,Portrait,Day,Augmented,Forest Shamrock,Lambda,Agent,Posthumans,None,None,None,Keyboard and Mouse,Vitality,Tentacle Rift,None,None,None,None,None,None,None,None,26.91422809789631,5625
5625,No,No,Portrait,Day,Augmented,Lapis Lazuli,Alpha,Agent,Posthumans,None,None,None,Battery,Lightning,Spirit Eyes,None,None,None,None,None,None,None,None,26.856444983662325,5626
5626,No,No,Portrait,Day,Natural,Hidden Ruby,Sigma,Turtle,Demihumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.9489831455431736,5627
5627,No,No,Portrait,Day,Augmented,Imperial Eggplant,Phi,Bull,Demihumans,Cat,None,None,None,None,None,None,None,None,None,None,Proud,Turquoise,None,23.288765942815985,5628
5628,No,No,Portrait,Day,Augmented,Pesto Guacamole,Omicron,Kunoichi,Humans,Book,Leaf,None,None,None,None,None,None,None,Star Eyepatch,None,None,None,None,22.149975337510792,5629
5629,No,No,Portrait,Day,Augmented,Polychromatic,Phi,Ox,Demihumans,Honey,None,None,None,None,None,None,None,None,None,Monkey,None,Feather Tiara,None,21.83225449802821,5630
5630,No,No,Portrait,Day,Augmented,Ashen Stone,Alpha,Squid,Demihumans,Veggies,None,None,None,None,None,None,None,None,None,None,Love,Turquoise,None,23.445544874361683,5631
5631,No,No,Capsule,N/A,Augmented,Butterscotch Sepia,Epsilon,Phantom Nun,Posthumans,None,None,None,Smartphone,Energy,Repair Drone,None,None,None,None,None,None,None,None,52.427793091142505,5632
5632,No,No,Portrait,Day,Augmented,Natural Nectarine,Omega,Kimono Model,Humans,None,Toast,Yellow Hearts,None,None,None,None,None,None,Round Glasses,None,None,None,None,26.370101131617073,5633
5633,No,No,Portrait,Day,Augmented,Ultra Violet,Epsilon,Tyrannosaurus Rex,Demihumans,Veggies,None,None,None,None,None,None,None,None,None,None,Dazzled,Moon Band,None,23.334136387372535,5634
5634,No,No,Portrait,Day,Natural,Forest Shamrock,Sigma,Angler Fish,Demihumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.8334459546664403,5635
5635,No,No,Portrait,Day,Augmented,Great Pearl,Sigma,Mermaid,Demihumans,Butterflies,None,None,None,None,None,None,None,None,None,Rooster,None,Turquoise,None,22.602376446988124,5636
5636,No,No,Portrait,Day,Natural,Crimson Carmine,Epsilon,Goat,Demihumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.931106920307662,5637
5637,No,No,Portrait,Day,Natural,Lilac Lavender,Rho,Spinosaurus,Demihumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.9187213619622764,5638
5638,No,No,Portrait,Day,Augmented,Cedar Caramel,Tau,Bumblebee,Demihumans,Honey,None,None,None,None,None,None,None,None,None,Dog,None,Crescent,None,22.499205131640014,5639
5639,No,No,Portrait,Day,Augmented,Mossy Seaweed,Theta,Cyber Samurai,Posthumans,None,None,None,Keyboard and Mouse,Water,Spirit Eyes,None,None,None,None,None,None,None,None,26.98022223524873,5640
5640,No,No,Portrait,Day,Augmented,Electric Fuschia,Alpha,Cyber Samurai,Posthumans,None,None,None,Tablet,Plasma,Houndstooth Rift,None,None,None,None,None,None,None,None,26.65426807606417,5641
5641,No,No,Portrait,Day,Augmented,Bumblebee Canary,Xi,Bumblebee,Demihumans,None,None,None,None,None,None,None,None,None,None,Monkey,Exasperation,Turquoise,Ancient Fossil,40.55271925652161,5642
5642,No,No,Portrait,Day,Augmented,Aegean Sea,Epsilon,Squid,Demihumans,Fossil Ammonite,None,None,None,None,None,None,None,None,None,Dog,Love,None,None,22.76330032022994,5643
5643,No,No,Portrait,Day,Augmented,Hunter Green,Omicron,Onryo,Yokai,Umbrella,None,None,None,None,None,None,Antelope,Feudal Tanto,None,None,None,None,None,28.239806677297334,5644
5644,No,No,Portrait,Day,Augmented,Cedar Caramel,Tau,Assassin,Posthumans,None,None,None,Android Tail,Energy,Hexagonal Rift,None,None,None,None,None,None,None,None,26.83856862018132,5645
5645,No,No,Portrait,Day,Augmented,Magenta Blush,Xi,Spirit Detective,Posthumans,None,None,None,Earbuds,Energy,Hexagonal Rift,None,None,None,None,None,None,None,None,26.96371788757167,5646
5646,No,No,Portrait,Day,Augmented,Mint Pistachio,Theta,Kappa,Yokai,None,None,None,None,None,None,Kunai,Bison,Cursed Tanto,None,None,None,None,None,33.87061432605452,5647
5647,No,No,Portrait,Day,Augmented,Atomic Acid,Epsilon,Cow,Demihumans,Campfire,None,None,None,None,None,None,None,None,None,Dragon,None,Moon Band,None,22.57484657673332,5648
5648,No,No,Portrait,Day,Augmented,Concord Grape,Beta,Hammer Paladin,Humans,Game Controller and Disc,Bandaid,None,None,None,None,None,None,None,Moon Eyepatch,None,None,None,None,22.0495865897177,5649
5649,No,No,Portrait,Day,Augmented,Celestial Aqua,Kappa,Cultist,Posthumans,None,None,None,Laptop,Plasma,Houndstooth Rift,None,None,None,None,None,None,None,None,26.775319610979096,5650
5650,No,No,Portrait,Day,Augmented,Prussian Steel,Epsilon,Nightmare,Posthumans,None,None,None,Battery,Energy,Checkered Rift,None,None,None,None,None,None,None,None,26.73952793281514,5651
5651,No,No,Portrait,Day,Augmented,Cedar Caramel,Sigma,Dragon,Demihumans,Campfire,None,None,None,None,None,None,None,None,None,Horse,Proud,None,None,22.77155166944354,5652
5652,No,No,Portrait,Day,Augmented,Great Pearl,Xi,Ape,Demihumans,Anchor,None,None,None,None,None,None,None,None,None,None,Love,Turquoise,None,23.383663887607813,5653
5653,No,No,Portrait,Day,Augmented,Slate Gray,Xi,Mysterious Doll,Posthumans,None,None,None,Smartphone,Earth,Hand Rift,None,None,None,None,None,None,None,None,26.960972209762996,5654
5654,No,No,Portrait,Day,Natural,Metallic Charcoal,Epsilon,Mermaid,Demihumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.8471919615035545,5655
5655,No,No,Portrait,Day,Augmented,Mint Pistachio,Lambda,Snake,Demihumans,Veggies,None,None,None,None,None,None,None,None,None,Goat,Proud,None,None,22.750936096237986,5656
5656,No,No,Portrait,Day,Augmented,Azure Sky,Iota,Pirate,Humans,Breakfast,Bandaid,None,None,None,None,None,None,None,Round Glasses,None,None,None,None,22.034447505433327,5657
5657,No,No,Portrait,Day,Augmented,Imperial Eggplant,Sigma,Cyber Samurai,Posthumans,None,None,None,Keyboard and Mouse,Earth,Checkered Rift,None,None,None,None,None,None,None,None,26.794556561044875,5658
5658,No,No,Portrait,Day,Augmented,King Turquoise,Kappa,Water Spirit,Posthumans,None,None,None,Tablet,Fire,Houndstooth Rift,None,None,None,None,None,None,None,None,26.84268741183029,5659
5659,No,No,Portrait,Day,Augmented,Smoked Amber,Psi,Goat,Demihumans,None,None,None,None,None,None,None,None,None,None,Monkey,Proud,Moon Band,None,27.17592941800372,5660
5660,No,No,Portrait,Day,Augmented,Natural Nectarine,Omega,Water Spirit,Posthumans,None,None,None,Laser Sword,Water,Houndstooth Rift,None,None,None,None,None,None,None,None,27.053109886449494,5661
5661,No,No,Portrait,Day,Natural,Slate Gray,Theta,Tortoise,Demihumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.8925911749355223,5662
5662,No,No,Portrait,Day,Augmented,Emerald Seafoam,Beta,Sabretooth Tiger,Demihumans,Raccoon,None,None,None,None,None,None,None,None,None,Dog,None,Gold,None,22.635376474678967,5663
5663,No,No,Portrait,Day,Natural,Lapis Lazuli,Alpha,DJ,Posthumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.5321627957166202,5664
5664,No,No,Portrait,Day,Augmented,Vintage Mahogany,Alpha,Mysterious Doll,Posthumans,None,None,None,Laser Sword,Lightning,Hand Rift,None,None,None,None,None,None,None,None,26.959612446431063,5665
5665,No,No,Portrait,Day,Natural,Midnight Plum,Psi,Rugby Player,Humans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.6505959036925221,5666
5666,No,No,Portrait,Day,Augmented,Mint Pistachio,Epsilon,Shikigami,Yokai,Eyeball,None,None,None,None,None,Shellfish,None,Kunai,None,None,None,None,None,28.443385460872722,5667
5667,No,No,Portrait,Day,Augmented,Ashen Stone,Gamma,Ethereum Cyborg,Posthumans,None,None,None,Battery,Water,Hexagonal Rift,None,None,None,None,None,None,None,None,26.892181740190036,5668
5668,No,No,Portrait,Simple 1,Natural,Metallic Charcoal,Theta,Spinosaurus,Demihumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,13.028677642958089,5669
5669,No,No,Portrait,Day,Augmented,Royal Purple,Tau,Spring Model,Humans,Breakfast,Bubble Gum,None,None,None,None,None,None,None,Shades,None,None,None,None,22.16785596754538,5670
5670,No,No,Portrait,Day,Natural,Mint Pistachio,Kappa,Ancient Servant,Humans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.6299700105857429,5671
5671,No,No,Portrait,Simple 1,Augmented,Prussian Steel,Iota,Spear Warrior,Humans,None,Popsicle,Spikes,None,None,None,None,None,None,Heart Eyepatch,None,None,None,None,38.2826253681,5672
5672,No,No,Portrait,Day,Augmented,Clay Walnut,Omicron,Ancient Prince,Humans,Potion Flask,None,Scar,None,None,None,None,None,None,Star Eyepatch,None,None,None,None,22.390708591878102,5673
5673,No,No,Portrait,Day,Augmented,Polychromatic,Psi,Ancient Captain,Humans,None,Bandaid,Moon,None,None,None,None,None,None,Moon Eyepatch,None,None,None,None,25.52987272109959,5674
5674,No,No,Portrait,Day,Natural,Electric Fuschia,Beta,Oni,Yokai,None,None,None,None,None,None,None,None,None,None,None,None,None,None,3.0589434048443054,5675
5675,No,No,Portrait,Day,Augmented,Metallic Charcoal,Gamma,Cultist,Posthumans,None,None,None,Android Tail,Holy,Ethereum,None,None,None,None,None,None,None,None,26.894966922792452,5676
5676,No,No,Portrait,Day,Natural,Flamingo Pink,Omega,Cow,Demihumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.9613604426682697,5677
5677,No,No,Portrait,Day,Augmented,Prussian Steel,Beta,Liquidator,Posthumans,None,None,None,Keyboard and Mouse,Holy,Checkered Rift,None,None,None,None,None,None,None,None,26.811052239717064,5678
5678,No,No,Portrait,Day,Natural,Smoked Amber,Phi,Bitcoin Cyborg,Posthumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.617448254868655,5679
5679,No,No,Portrait,Day,Augmented,King Turquoise,Kappa,Summer Model,Humans,None,Star,Moon,None,None,None,None,None,None,Shades,None,None,None,None,26.203707507595624,5680
5680,No,No,Portrait,Day,Natural,Lilac Lavender,Rho,Orca,Demihumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.9187206736619203,5681
5681,No,No,Portrait,Day,Augmented,Lilac Lavender,Upsilon,Jellyfish,Demihumans,Raccoon,None,None,None,None,None,None,None,None,None,Pig,None,Feather Tiara,None,22.61748744902044,5682
5682,No,No,Portrait,Day,Augmented,Forest Shamrock,Rho,Axe Warden,Humans,Game Controller and Disc,Donut,None,None,None,None,None,None,None,Neon Glasses,None,None,None,None,22.070213031263325,5683
5683,No,No,Portrait,Day,Augmented,Mossy Seaweed,Xi,Kuro-Bozu,Yokai,Bell,None,None,None,None,None,None,Stag,Kusarigama,None,None,None,None,Sushi,41.69073027681735,5684
5684,No,No,Portrait,Day,Augmented,Polychromatic,Upsilon,Host,Posthumans,None,None,None,Tablet,Ice,Spirit Eyes,None,None,None,None,None,None,None,None,26.215525291721537,5685
5685,No,No,Portrait,Day,Natural,Great Pearl,Upsilon,Ancient Prince,Humans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.6657267258723694,5686
5686,No,No,Portrait,Day,Augmented,Shamrock Parakeet,Rho,Rokurokubi,Yokai,Bell,None,None,None,None,None,None,Rhino,Katana,None,None,None,None,None,28.20403344435719,5687
5687,No,No,Portrait,Day,Augmented,Polychromatic,Psi,Evil Clown,Posthumans,None,None,None,Earbuds,Lightning,Hand Rift,None,None,None,None,None,None,None,Nyen Cat,39.64465058107964,5688
5688,No,No,Portrait,Day,Augmented,Polychromatic,Lambda,Researcher,Posthumans,None,None,None,Earbuds,Plasma,Ethereum,None,None,None,None,None,None,None,None,26.22930006773897,5689
5689,No,No,Portrait,Day,Augmented,Concord Grape,Alpha,Summer Model,Humans,Book,None,Dots,None,None,None,None,None,None,Square Glasses,None,None,None,None,22.36870682843659,5690
5690,No,No,Portrait,Day,Augmented,Butterscotch Sepia,Zeta,Bear,Demihumans,None,None,None,None,None,None,None,None,None,None,Rooster,Proud,Moon Band,None,27.11818429207076,5691
5691,No,No,Portrait,Day,Augmented,Marmalade Apricot,Theta,Great White Shark,Demihumans,Honey,None,None,None,None,None,None,None,None,None,Goat,None,Moon Band,None,22.58035362571466,5692
5692,No,No,Portrait,Day,Augmented,Mint Pistachio,Kappa,Whale Shark,Demihumans,Veggies,None,None,None,None,None,None,None,None,None,Rat,None,Emerald,None,22.555616095483455,5693
5693,No,No,Portrait,Day,Augmented,Celestial Aqua,Mu,Sabretooth Tiger,Demihumans,Fish,None,None,None,None,None,None,None,None,None,Ox,None,Emerald,None,22.456597431868737,5694
5694,No,No,Portrait,Day,Augmented,Slate Gray,Iota,Ancient Maid,Humans,Game Controller and Disc,Toast,Diamond and Star,None,None,None,None,None,None,None,None,None,None,None,22.24765116725646,5695
5695,No,No,Portrait,Day,Augmented,Ultra Violet,Zeta,Baseball Player,Humans,Mask,None,Tear Drops,None,None,None,None,None,None,Monocle,None,None,None,None,22.330181584647598,5696
5696,No,No,Portrait,Day,Augmented,Butterscotch Sepia,Kappa,Tiger Shark,Demihumans,Anchor,None,None,None,None,None,None,None,None,None,Monkey,Love,None,None,22.770175249724748,5697
5697,No,No,Portrait,Day,Augmented,Electric Fuschia,Gamma,Octopus,Demihumans,None,None,None,None,None,None,None,None,None,None,Horse,Love,Crescent,None,26.88990142095939,5698
5698,No,No,Portrait,Day,Augmented,King Turquoise,Zeta,Researcher,Posthumans,None,None,None,Battery,Energy,Hexagonal Rift,None,None,None,None,None,None,None,None,26.833061845526117,5699
5699,No,No,Portrait,Day,Augmented,Coral Peach,Kappa,Rabbit,Demihumans,None,None,None,None,None,None,None,None,None,None,Ox,Exasperation,Feather Tiara,None,27.14568346581887,5700
5700,No,No,Portrait,Day,Natural,Polychromatic,Omega,Spear Warrior,Humans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.005488873936912341,5701
