,Background,Offhand,Mouth,Eyes,Clothing,Hair,Type,Ear,Neck,Headgear,Face,Special,Rarity score,Token Id
5803,Off White B,Floorsweeper,Whistling,Striking,Black Hoodie,Pink Bangs,Human,None,None,None,Red Stripes Face Paint,None,24.95114273310807,5803
5804,Off White B,Katana,Grass,Tired,Sloth Yukata,Black Swept Back,Human,Skull Ear Cuffs,Zen Headphones,None,None,None,44.714130175664366,5804
5805,Off White D,Zanbato,Growl,Bored,Blue Kimono,Purple Spiky,Human,None,Chill Headphones,None,Kabuki Facepaint,None,40.50061606000586,5805
5806,Dark Purple,None,Smile,Striking,Tank Top with Jacket,Purple Pigtails,Human,None,None,None,None,Butterfly,27.324907159237345,5806
5807,Off White B,None,Relaxed,Closed,Hawaiian Shirt,Brown Samurai,Human,Red Spiked Ring,None,None,Kabuki Facepaint,None,33.01814653521588,5807
5808,Off White D,Shuriken,Sleep Bubble,Closed,Azuki Sweater,Buzzcut,Human,None,None,None,Sleep Mask,None,22.744078873197655,5808
5809,Off White C,Hook Sword,Closed,Concerned,Lavender Kimono with Bow,Green Half Bun,Human,None,None,None,None,None,9.31033131728958,5809
5810,Red,Sake,Relaxed,Determined,Green Yukata,Buzzcut,Human,None,None,Broken Straw Hat,None,None,24.390652483194803,5810
5811,Red,Zanbato,Grin,Amethyst,Black Qipao,Long Dreadlocks,Human,None,None,None,None,None,12.137491047323026,5811
5812,Red,None,Toothpick,Amethyst,Red Panda Hoodie,Black Bangs,Human,None,None,None,None,None,6.023746338627541,5812
5813,Off White B,Katana,Closed,Curious,Light Kimono,Indigo Disheveled,Human,None,Towel,None,None,None,25.271937128742927,5813
5814,Off White A,Fishing Rod,Smirk,Suspicious,Suit with Turtleneck,Orange Samurai,Human,None,None,None,None,None,9.954499347043608,5814
5815,Off White C,None,Chewing,Calm,Turquoise Kimono with Bow,Magenta Flowy,Human,Small Hoop,None,Frog Mask,Eye Scar,None,49.89477983991171,5815
5816,Red,None,Chuckle,Meditating,Dress Shirt,Silver Swept Back,Red,Spiked Ring,None,Fur Bucket Hat,Bandaid,None,70.96763064959504,5816
5817,Off White D,None,Surprised,Calm,Frog Kigurumi,Blonde Bun,Human,None,None,None,Eye Scar,None,18.752029334103156,5817
5818,Off White A,Bokken,Closed,Pensive,Suit with Turtleneck,Brown Dreadlocks,Human,Wireless Earbuds,None,Chef Headband,None,None,41.713985090452645,5818
5819,Off White A,Skateboard,Relaxed,Closed,Kimono with Straw Hat,Brown Disheveled,Human,None,None,None,Ji Eyeband,None,21.86040562728014,5819
5820,Off White B,Monk Staff,Meh,Closed,Tank Top,Purple Spiky,Human,None,Sneakers,None,Ji Eyeband,None,39.59720524668759,5820
5821,Off White D,None,Toothpick,Striking,Lavender Kimono with Bow,Blue Bob,Human,Corded Earbuds,None,Frog Baseball Cap,None,None,35.30647604227381,5821
5822,Off White A,None,Smoking,Tired,Hoshi Jacket,Silver Disheveled,Blue,Small Hoop,None,Broken Straw Hat,None,None,54.63771536581028,5822
5823,Off White A,Katana,Grass,Amethyst,Turquoise Kimono with Bow,Silver Hairband,Blue,Corded Earbuds,None,Yellow Kanzashi,Red Stripes Face Paint,None,74.59610486382537,5823
5824,Off White A,Fan,420,Joyful,Cat T-Shirt,Brown Half Bun,Human,None,Tribal Tattoo,None,None,None,27.551576764365898,5824
5825,Off White C,None,Tactical Knife,Striking,Blue Bomber,Silver Dreadlocks,Human,None,None,Red Panda Headband,None,None,18.343213322292833,5825
5826,Dark Blue,Bat,Growl,Determined,White T-Shirt,Buzzcut,Human,None,None,None,Eye Scar,None,26.267966025502098,5826
5827,Off White D,None,Smirk,Ruby,Camo Hoodie,Silver Half Bun,Human,None,None,Sloth Baseball Cap,None,None,17.191248800461814,5827
5828,Off White A,Leather Katana,Growl,Careless,White Layered Yukata,Purple Spiky,Human,Ear Cuffs,Towel,None,Red Stripes Face Paint,None,58.47982582901269,5828
5829,Off White A,None,Chuckle,Focused,Black Yukata,Blue Half Bun,Human,None,None,Cowboy Hat,None,None,17.85295092088471,5829
5830,Red,Sake,Laughing,Ruby,Frog T-Shirt,Pink Bangs,Human,None,None,None,Red Stripes Face Paint,None,26.815296576935882,5830
5831,Dark Blue,None,Growl,Careless,Black Hoodie,Orange Short Spiky,Human,None,None,Newsboy Cap,Black Glasses,None,35.289091223089066,5831
5832,Off White D,Zanbato,Wheat Straw,Striking,Black Qipao,Magenta Flowy,Red,Sakura,None,None,None,None,46.591089095748735,5832
5833,Off White A,None,Smirk,Suspicious,Dress Shirt,Green Spiky,Human,None,None,Full Bandana,Reading Glasses,None,31.68844782831507,5833
5834,Off White B,None,Whistling,Concerned,Blue Floral Kimono,Blonde Pixie,Human,None,Koi Tattoo,None,None,None,20.633632621883315,5834
5835,Off White B,None,Meh,Indifferent,Green Yukata,Brown Spiky,Human,None,Chill Headphones,Cat Headband,Clear Glasses,None,48.77382637741733,5835
5836,Off White A,None,Not Bad,Suspicious,Frog Kigurumi,Green Samurai,Human,None,None,None,Kabuki Facepaint,None,18.83557034797542,5836
5837,Off White C,Floorsweeper,Smoking,Pensive,Tank Top,Magenta Messy,Human,Ethereum,Towel,None,Red Stripes Face Paint,None,58.758950645138306,5837
5838,Dark Blue,Fishing Rod,Pout,Curious,Blue Kimono,Blue Spiky,Human,None,None,None,None,None,13.188349016479407,5838
5839,Off White A,None,Smirk,Closed,Black Yukata,Long Dreadlocks,Human,None,None,None,Eye Patch,None,14.92029198234824,5839
5840,Cool Gray,Fan,Chuckle,Careless,White Yukata,Silver Long,Human,Skull Ear Cuffs,None,None,None,None,31.0379121311477,5840
5841,Off White C,Gloves,Meh,Closed,Red Hoodie,Green Spiky,Human,None,None,None,Seer Eyeband,None,22.32861705413321,5841
5842,Off White C,Kanabo,Chuckle,Careless,Green Yukata,Brown Half Bun,Human,None,Beads,None,None,None,26.61951820042209,5842
5843,Off White D,Zanbato,Smoking,Ruby,Black Ninja Top,Blue Bun,Human,Frog,Frog Headphones,None,None,None,44.646003333357015,5843
5844,Off White B,Katana,Smile,Determined,Turquoise Kimono with Bow,Pink Bangs,Human,None,None,None,Bandaid,None,23.66734598369459,5844
5845,Off White D,Golden Fan,Smile,Joyful,Red Hoodie,Teal Bob,Human,None,None,None,None,None,10.464487220153828,5845
5846,Cool Gray,Boombox,Meh,Focused,Blue Kimono,Green Half Bun,Human,None,None,None,None,None,13.476343338276935,5846
5847,Dark Blue,None,Growl,Careless,Maroon Yukata,Magenta Long,Human,None,None,Azuki Cap,Bandaid,None,35.03411399818639,5847
5848,Off White A,Hook Sword,Smirk,Determined,Tank Top with Jacket,Purple Bangs,Human,None,None,None,None,None,9.279573761647415,5848
5849,Off White B,Leather Katana,Lipstick,Closed,Tank Top,Black Bangs,Human,None,None,None,Round Blue Sunglasses,None,21.849394433076373,5849
5850,Off White D,Lantern,Grass,Closed,White Layered Yukata,Brown Messy,Human,Sakura,Chill Headphones,None,Eye Patch,None,55.44004907311947,5850
5851,Off White B,None,Bubble Gum,Calm,White Qipao with Fur,Maroon Bun,Human,None,None,Full Bandana,None,None,18.209063725894588,5851
5852,Dark Purple,None,Chuckle,Tired,Kimono with Jacket,Indigo Swept Back,Human,None,None,None,None,Butterfly,27.35789918845839,5852
5853,Off White D,Fan,Closed,Meditating,Suit with Turtleneck,Maroon Short Spiky,Human,None,None,Cat Headband,None,None,23.24976358747725,5853
5854,Off White A,Kanabo,Meh,Focused,White T-Shirt,Indigo Fluffy,Human,None,None,None,None,None,10.666780147844651,5854
5855,Off White C,Leather Katana,Whistling,Concerned,Blue Qipao,Teal Bangs,Human,None,None,None,Red Fang Face Paint,Smoke,44.700900350478264,5855
5856,Off White D,Fan,Pout,Careless,Vest,Maroon Short Spiky,Human,None,None,None,None,None,9.824777803144839,5856
5857,Off White C,Sakura Katana,Meh,Focused,Sloth Kigurumi,Black Swept Back,Human,None,None,None,None,None,10.024831860262355,5857
5858,Off White C,Bokken,Relaxed,Hopeful,Vegan Mink Coat,Indigo Pixie,Human,None,None,None,Bandaid,None,23.794875935845912,5858
5859,Off White B,None,Toothpick,Pierced Eyebrow,Turquoise Kimono with Bow,Teal Bob,Human,None,None,None,Red Fang Face Paint,None,18.635519811868583,5859
5860,Red,None,Toothpick,Indifferent,Light Kimono,Silver Short Spiky,Human,None,None,None,None,None,5.487337050091369,5860
5861,Red,Shinai,Laughing,Calm,Black Bomber,Green Ponytail,Human,Red Cylinder,None,None,None,None,30.21794119765874,5861
5862,Off White A,Leather Katana,Smirk,Suspicious,Brown Yukata,Purple Spiky,Human,None,None,Sandogasa,None,None,23.51792820697233,5862
5863,Off White C,None,Closed,Ruby,Camo Tech Jacket,Purple Bangs,Human,None,None,None,None,None,2.93928540560147,5863
5864,Off White B,Monk Staff,Wheat Straw,Focused,Suikan,Maroon Fluffy,Human,None,Koi Tattoo,None,None,None,27.54936515784135,5864
5865,Off White A,None,Tongue Out,Closed,Dress Shirt,Silver Bun,Blue,None,None,None,Bandaid,None,34.95461407564196,5865
5866,Off White D,None,Relaxed,Red,Black Bomber,Black Fluffy,Human,None,None,Beret,Clear Glasses,None,31.857725421177584,5866
5867,Off White C,Guitar,Smirk,Concerned,Hoodie with Bag,Black Pigtails,Human,None,None,None,None,None,9.538982335929399,5867
5868,Off White D,Banner,Not Bad,Tired,Kimono with Straw Hat,Green Spiky,Human,None,None,Distressed Beanie,Blue Sunglasses,None,38.0630778637633,5868
5869,Dark Purple,None,Closed,Joyful,Vegan Mink Coat,Spirit Goddess,Spirit,Dragon,None,None,None,Fireflies,64.0751053010622,5869
5870,Off White C,Monk Staff,Smoking,Indifferent,Kimono with Straw Hat,Teal Long,Human,Spiked Ring,Zen Headphones,None,Red Stripes Face Paint,None,58.91940731881239,5870
5871,Dark Blue,None,Bubble Gum,Determined,Green Yukata,Indigo Messy,Human,None,None,Cowboy Hat,None,None,20.12163455323156,5871
5872,Off White D,Zanbato,Tongue Out,Calm,Vest,Silver Ponytail,Human,Red Panda,None,None,None,None,28.12744095372321,5872
5873,Cool Gray,None,Grass,Careless,Rain Jacket,Green Fluffy,Human,None,None,None,None,None,6.971293628085694,5873
5874,Off White A,None,Relaxed,Relaxed,Lavender Kimono with Bow,Blue Hairband,Human,None,None,None,None,None,2.96344441686178,5874
5875,Off White A,None,Scroll,Concerned,White Qipao with Fur,Blue Bob,Human,None,None,None,Blush,None,19.213672340755174,5875
5876,Off White D,Sakura Katana,Laughing,Amethyst,Turquoise Kimono with Bow,Silver Ponytail,Human,None,None,None,None,None,9.466425025837069,5876
5877,Off White A,None,Closed,Curious,Bumblebee Jacket,Silver Short Spiky,Red,None,None,None,Red Fang Face Paint,None,36.3350515152743,5877
5878,Red,Monkey King Staff,Long Stubble,Suspicious,Red Kimono,Green Teal Long,Human,None,Chain,Beret,None,None,44.07255321537109,5878
5879,Off White B,None,Laughing,Closed,Black Ninja Top,Black Bangs,Human,None,None,None,None,None,1.5697212978952526,5879
5880,Off White B,Banner,Not Bad,Suspicious,Kimono with Jacket,Black Fluffy,Human,None,None,None,Eye Scar,None,24.568655128619174,5880
5881,Dark Purple,Leather Katana,Sleep Bubble,Closed,Alpine Jacket,Teal Bob,Human,None,None,Cat Mask,Eye Scar,None,39.64133179818291,5881
5882,Off White D,Monk Staff,Tongue Out,Hopeful,Blue Floral Kimono,Purple Half Bun,Human,None,None,None,None,None,10.655760818140065,5882
5883,Off White C,Leather Katana,Chewing,Striking,Hoodie with Bag,Blonde Flowy,Human,None,None,None,None,None,9.6379032338358,5883
5884,Red,Floorsweeper,Face Mask,Concerned,Alpine Jacket,Magenta Pigtails,Red,Pearl,None,None,Blush,None,63.93922462632785,5884
5885,Off White B,None,Chewing,Concerned,Red Floral Kimono,Maroon Bun,Human,None,None,Straw Hat,Red Stripes Face Paint,None,32.25775415791762,5885
5886,Off White D,Gloves,Smirk,Closed,Maroon Yukata,Blonde Short Spiky,Human,None,None,Sloth Headband,Eye Patch,None,35.2669879237393,5886
5887,Off White D,None,Laughing,Amethyst,Tank Top,Maroon Ponytail,Human,None,None,None,None,None,3.4405275605931642,5887
5888,Cool Gray,Banner,Pout,Chill,Azuki Sweater,Brown Long,Human,None,None,None,Black Glasses,None,27.22637124328185,5888
5889,Dark Blue,Talisman,Pout,White,Black Bomber,Spirit Spiky,Spirit,None,None,None,None,None,33.69316401664902,5889
5890,Off White A,Floorsweeper,Laughing,Striking,Black Bomber,Black Orange Bangs,Human,None,None,None,None,None,10.416151595848584,5890
5891,Off White D,None,Smoking,Careless,Dress Shirt,Indigo Fluffy,Human,Wireless Earbuds,None,None,Eye Scar,None,35.61196312318777,5891
5892,Off White C,Fishing Rod,Gaiter,Joyful,Frog Kimono,Green Flowy,Human,None,None,None,None,None,10.985556652502499,5892
5893,Red,None,Wheat Straw,Joyful,Black Hoodie,Black Blonde Half Bun,Human,None,None,None,None,None,5.9819571353539995,5893
5894,Dark Purple,Bat,Laughing,Ruby,Fur Hoodie,Magenta Flowy,Human,Blue Fan,None,None,None,None,30.789498706735653,5894
5895,Off White A,Sakura Katana,Meh,Pensive,Suikan,Blonde Long,Human,None,None,None,None,None,10.174317133739693,5895
5896,Off White D,Monk Staff,Relaxed,Careless,Light Kimono,Magenta Long,Red,None,None,None,None,None,27.590941525020597,5896
5897,Off White A,Water Orb,Lipstick,Joyful,Straw Poncho,Magenta Pigtails,Red,None,Sneakers,Frog Mask,None,None,60.69745150517404,5897
5898,Off White A,Zanbato,Pout,Tired,Cat Yukata,Indigo Long,Human,None,None,None,None,None,10.37658587559498,5898
5899,Dark Blue,None,Bubble Gum,Pensive,Red Hoodie,Black Disheveled,Human,None,None,None,None,None,7.017446670225329,5899
5900,Off White B,None,Laughing,Striking,Camo Tech Jacket,Silver Bob,Human,None,None,IKZ Baseball Cap,Red Fang Face Paint,None,32.255573774273614,5900
5901,Off White A,Banner,Smoking,Determined,Red Qipao with Fur,Powder Blue Pigtails,Human,None,None,None,Red Bandana,None,23.880613606266536,5901
5902,Off White A,None,Relaxed,Hopeful,Pink Oversized Kimono,Purple Dreadlocks,Human,Blue Cylinder,Chill Headphones,None,None,None,37.324155373459405,5902
5903,Off White C,Floorsweeper,Closed,Bored,Black T-Shirt,Maroon Disheveled,Human,None,None,Frog Beanie,Red Stripes Face Paint,None,37.73776439030669,5903
5904,Dark Blue,Shinai,Toothpick,Closed,Black Perfecto Jacket,Blonde Swept Back,Human,Wireless Earbuds,None,None,Sleep Mask,None,43.42186273536457,5904
5905,Off White B,Red Bean,Growl,Lightning,Matsuri Happi,Blue Spiky,Human,None,None,None,None,None,11.64725173802704,5905
5906,Off White A,None,Toothpick,Striking,Red Ninja Top,Purple Bun,Human,None,None,Black Bucket Hat,None,Smoke,38.374870205066955,5906
5907,Off White B,Lantern,Relaxed,Meditating,White Layered Yukata,Maroon Short Spiky,Human,None,None,None,Lipstick Kiss,None,23.937753874221322,5907
5908,Off White D,Monkey King Staff,Toothpick,Amethyst,Bandage Top,Green Ponytail,Human,None,None,None,Blush,None,25.078684996599844,5908
5909,Dark Blue,Lightning Orb,Meh,Lightning,None,None,Blue,None,Contract Tattoo,None,None,Lightning,70.98293251140862,5909
5910,Off White A,Shuriken,Smoking,Lightning,Azuki Track Jacket,Blue Nightshade Flowy,Human,Chill,None,None,None,None,29.127641087917596,5910
5911,Off White B,Floorsweeper,Growl,Suspicious,Blue Kimono,Maroon Fluffy,Human,Spiked Ring,None,None,Kabuki Facepaint,None,42.8481173762178,5911
5912,Dark Blue,None,Toothpick,Daydreaming,White Qipao with Fur,Blue Bun,Human,Sunflower,None,None,None,Fox Fire,45.25466455795407,5912
5913,Off White A,Banner,Frown,Striking,Sloth T-Shirt,Maroon Bun,Human,None,None,Yellow Kanzashi,Red Fang Face Paint,None,38.18617030493737,5913
5914,Red,None,Closed,Determined,Sloth Hoodie,Magenta Pigtails,Human,None,None,None,None,None,4.106669167018304,5914
5915,Off White B,Blue Bean,Smirk,Striking,Archer,Blue Hairband,Human,None,None,Ayaigasa,Eye Scar,None,38.60382372379924,5915
5916,Red,None,Frown,Glowing,Bloody Bomber,Brown Bangs,Human,None,None,Sandogasa,None,None,20.60964488659434,5916
5917,Off White C,Sakura Katana,Smile,Amethyst,Hawaiian Shirt,Silver Half Bun,Blue,None,None,None,None,None,28.6922589887095,5917
5918,Dark Purple,None,Relaxed,Bored,Black T-Shirt,Maroon Short Spiky,Human,Spiked Ring,None,Chef Headband,None,None,37.86293850666153,5918
5919,Off White C,Bean Juice,Surprised,Concerned,Vegan Mink Coat,Blonde Bob,Human,None,Sneakers,None,Round Purple Sunglasses,None,42.267888678529125,5919
5920,Off White A,Hand Seal,Meh,Pensive,Black Kimono,Silver Swept Back,Human,None,None,Distressed Beanie,None,None,24.777571875372008,5920
5921,Off White C,Floorsweeper,Grass,Determined,Turquoise Kimono,Teal Bob,Human,None,None,Sandogasa,None,None,23.16620937798688,5921
5922,Dark Purple,None,Frown,Relaxed,Camo Tech Jacket,Dreadlocks,Human,None,None,None,None,None,7.199910342753273,5922
5923,Off White A,Katana,Chewing,Ruby,Blue Floral Kimono,Maroon Bob,Human,None,Red Panda Headphones,None,None,None,26.733809959022643,5923
5924,Red,Fan,Smile,Hopeful,Turquoise Kimono,Silver Half Bun,Human,None,None,Cat Ears,None,None,26.327317242225227,5924
5925,Off White A,Floorsweeper,Wheat Straw,Careless,White Yukata,Blonde Messy,Human,Square Stud,None,Sloth Beanie,Red Stripes Face Paint,None,56.739257324042825,5925
5926,Off White A,Shinai,Laughing,Ruby,Hoodie,Purple Pigtails,Human,None,Choker,Frog Baseball Cap,None,None,41.395263555518866,5926
5927,Off White D,None,Closed,Tired,Hawaiian Shirt,Purple Spiky,Human,None,None,None,None,None,2.7018405145701885,5927
5928,Off White B,None,Smirk,Closed,Cat Kimono,Blue Hairband,Human,None,None,Black Bucket Hat,None,None,14.922635527783,5928
5929,Dark Purple,Floorsweeper,Smirk,Red,Cat Kimono,Powder Blue Pigtails,Human,None,None,Azuki Cap,None,Butterfly,47.69687438374574,5929
5930,Off White C,None,Frown,Pierced Eyebrow,Golden Cat Kigurumi,Blonde Pixie,Human,None,None,None,Black Glasses,None,18.653122732514905,5930
5931,Off White C,None,Smoking,Concerned,Hoodie,Green Ponytail,Human,None,Choker,None,None,None,20.182966281331982,5931
5932,Off White B,None,Chuckle,Glowing,Black Hoodie,Maroon Disheveled,Red,None,None,None,None,None,23.43848411466999,5932
5933,Off White B,None,Not Bad,Glowing,Black Yukata,Blonde Short Spiky,Human,Wu,None,Distressed Beanie,None,None,36.23406742063853,5933
5934,Off White C,Bean Juice,Closed,Amethyst,Sloth Hoodie,Black Hairband,Human,None,None,None,Round Purple Sunglasses,None,23.91358342931188,5934
5935,Dark Purple,None,Closed,Careless,Cat T-Shirt,Blue Half Bun,Human,None,Zen Headphones,None,None,None,22.612131213839245,5935
5936,Red,Zanbato,Laughing,White,Cat Hoodie,Purple Bun,Human,Red Spiked Ring,None,None,None,None,30.411403970887225,5936
5937,Off White A,Floorsweeper,Whistling,Relaxed,Pink Oversized Kimono,Indigo Bangs,Human,None,None,None,None,None,10.763487237240966,5937
5938,Cool Gray,Fireball,Face Mask,Focused,Light Kimono,Silver Spiky,Human,Blue Fan,None,None,None,None,31.686392552078978,5938
5939,Off White C,Banner,Smirk,Relaxed,Azuki Track Jacket,Maroon Ponytail,Human,None,None,None,Blush,None,23.493719063730758,5939
5940,Off White B,None,Bubble Gum,Calm,Turquoise Kimono with Bow,Blonde Flowy,Human,Chiyogami,None,None,None,None,21.972335829917693,5940
5941,Off White D,Fan,Smirk,Closed,Plated Samurai Armor,Blue Bun,Human,None,Beads,None,Ji Eyeband,None,38.13325405571931,5941
5942,Off White A,None,Meh,Determined,Straw Poncho,Indigo Messy,Human,None,Tribal Tattoo,None,Eye Scar,None,34.28213887237521,5942
5943,Off White B,None,Grin,Striking,Azuki Sweater,Teal Bob,Human,Corded Earbuds,None,Sandogasa,Red Fang Face Paint,None,50.19588966108851,5943
5944,Red,Floorsweeper,Tongue Out,Calm,Lavender Kimono with Bow,Green Flowy,Human,Sloth,None,Sloth Baseball Cap,None,None,44.5055190199508,5944
5945,Cool Gray,Hook Sword,Closed,Determined,Suit with Turtleneck,Black Swept Back,Human,None,Zen Headphones,Pointy Straw Hat,None,None,42.48336964929889,5945
5946,Off White A,Umbrella,Smoking,Determined,Hoodie,Blue Hairband,Human,None,Choker,Sloth Headband,None,None,40.436881423167335,5946
5947,Off White D,Golden Floorsweeper,Growl,Chill,Rain Jacket,Indigo Disheveled,Human,None,None,Red Panda Baseball Cap,None,None,24.606087078589955,5947
