,Back,Outfit,Eyes,Head,Mouth,Regiment,Background,Type,Branch,Glasses,Special,Earring,Mask,Marking,Rarity score,Token Id
4272,Rifle Stock Custom Green,Light Armor Desert Camo,Coy Crimson,Swept Mohawk,Plump,98,Army,Human,Army,None,None,None,None,None,1.935877703293632,4272
4273,DEMIURGE Autonomous Pseudo-Priestess System,Vest of Shielding,Bold Iron,Mommy,Full Kiss,18,Mana Portal,Human,Support,None,None,None,X Black Mask,None,51.81467003285746,4273
4274,Boom Boom Gun,Mr. Scientist,Gazing Wisteria,Delinquent Ao,Plump,50,Bluefire,Ao Oni,Special Ops,None,None,None,None,None,31.210593157382306,4274
4275,Rifle Medic,Bulwark Exo,Blithe Russet,Monochromatic Wolf,Fang Smirk,89,Healing Pulse,Human,Support,Monocle,None,None,None,None,41.689198290594625,4275
4276,Long Range Comms Pack,Insulated Combat Suit,Smug Fern,Side Pony ,Saucy Fangs,68,Moonsilver,Human,Astronaut,Tea Glasses,None,None,None,None,52.888882828773646,4276
4277,Rifle Lucky 8,Tactical Parade Fur,Obsidian,Black Fox,Full Kiss,13,Army,Human,Army,None,None,None,None,None,16.76110906439743,4277
4278,Rifle Red,Tactical Woodlands,Peridot Rebel,Service Cap Forest,Plump,41,Army,Human,Army,None,None,None,None,None,1.8813683635366512,4278
4279,Ornamental Sword,Kimono Blue Orchid,Resting,Chocolate Ao,Plump,28,Bluefire,Ao Oni,Historical,Clear Specs,None,None,None,None,55.2433526329528,4279
4280,Rifle Red,Urban Security,Glaring Poppy,Kojiroh Aka,Plump,13,Flaming Hibisucus,Aka Oni,Army,None,None,None,None,None,25.499983983763514,4280
4281,HELLFIRE Support Drones,Paladin Plate Armor,Base Fern,Mewsashi,Lollipop,34,Mana Portal,Human,Support,Aviators,None,None,None,None,42.96780664919325,4281
4282,Tech Shuriken,Shinobi Lite Armor,Glaring Wisteria,Kaminari,Plump,56,Shadow Reflection,Human,Shinobi,None,None,None,None,None,12.71085474532847,4282
4283,Crown Staff,Magenta Shell Armor,Lined Russet,Frostbite,Choco Stick,94,Mana Portal,Human,Support,None,None,None,None,None,18.671321787573454,4283
4284,M-16 Heavy Assault Rifle,Sailor Uniform Aomori,Vexxed Poppy,Two Block Aka,Plump,83,Flaming Hibisucus,Aka Oni,Navy,None,None,None,None,None,30.329350794387544,4284
4285,Rifle Orange,Tracksuit Snood Desert,Vexxed Iron,Kaminari,Fang Smirk,47,Army,Human,Army,None,None,None,None,None,13.14614077601437,4285
4286,Rifle Custom,Urban Camo,Base Fern,Monochromatic Wolf,Plump,46,Army,Human,Army,None,None,None,None,None,0.8654131993525039,4286
4287,Assault Rifle Khaki,Tactical Flight Jacket Olive,,Oritsu Aka,Saucy Fangs,38,Flaming Hibisucus,Aka Oni,Airforce,None,None,None,None,None,43.74319823453709,4287
4288,Cyber Reaper,Azurite Shell Armor,Lined Russet,Witch Maid,Plump,96,Mana Portal,Human,Support,Starstruck Blue,None,None,None,None,30.560039801493684,4288
4289,Crown Staff,Battle Mage,Basic Wisteria,Mommy,Plump,79,Mana Portal,Human,Support,None,None,None,None,None,4.4486369278543405,4289
4290,Rifle Heavy,Camo Vest Polar,Base Fern,Bush Hat Jungle,Plump,91,Army,Human,Army,None,None,None,None,None,1.093024738724129,4290
4291,Katana Silver,Student,Wary Russet,Red Foxy,Pog,46,Crimson Records,Human,Historical,None,None,None,None,None,23.862879229179452,4291
4292,Assault Rifle Khaki,Aviator Jacket Bare,Gazing Wisteria,Henti,Fang Smirk,71,Airforce,Human,Airforce,None,None,None,None,None,19.046184927869852,4292
4293,Twin Cyber Swords,Stealth Vest Camo,Basic Wisteria,Hime Ponytail,Plump,62,Army,Human,Army,None,None,None,None,None,0.8782905717795645,4293
4294,Chef's Rusty Pan,Staff WcUniform,Coy Crimson,Kiwi Sparkle ,Plump,17,Golden Hex,Human,Support,None,None,None,None,None,7.6088713900933485,4294
4295,Makimono Katana Smiley Suprise,SPunk Ninja,Vexxed Poppy,Bozo Sharky,Plump,29,Shadow Reflection,Human,Shinobi,None,None,None,None,None,13.008886850240867,4295
4296,Rifle Navy Black,Admiral's Coat,Coy Wisteria,Shrine Maiden ,Plump,03,Ocean Blue,Human,Navy,None,None,None,None,None,8.598886502044083,4296
4297,Shuriken Black,Jonin Garb,Lined Poppy,Mommy,Plump,08,Shadow Reflection,Human,Shinobi,None,None,None,None,None,12.839025314967314,4297
4298,Rifle Orange,Camo Vest Polar,Dark Crimson,Kojiroh Ao,Choco Stick,91,Bluefire,Ao Oni,Army,None,None,None,None,None,38.65772685145655,4298
4299,Sashimono Ghost,Sleeveless Kimono,Smug Fern,Shiro Tsuno,Plump,21,Crimson Records,Human,Historical,None,None,None,None,None,9.566779674530673,4299
4300,Rifle Custom,Camo Vest Desert,Base Iron,Elvis Presto Ao,Lollipop,08,Bluefire,Ao Oni,Army,None,None,None,None,None,38.29560737749273,4300
4301,Boom Boom Gun,Crimson Hawk,Vexxed Iron,Count,Fang Smirk,40,Party Pink,Human,Special Ops,Tinted Specs,None,None,None,None,48.11748271005325,4301
4302,Makimono Katana Smiley Suprise,SPunk Ninja,Wary Crimson,Windswept,Plump,57,Shadow Reflection,Human,Shinobi,None,None,None,None,None,12.787764332830525,4302
4303,Katana Black,Tactical Overalls Polar,Doe Russet,Bobcut Ao,Plump,71,Bluefire,Ao Oni,Shinobi,None,None,None,None,None,32.32901321791304,4303
4304,Rifle Charcoal,Black Rose,Base Iron,Bronsn ,Plump,56,Ocean Blue,Human,Navy,Monocle,None,None,None,None,32.482785257919964,4304
4305,Ornamental Sword,Sleeveless Kimono,Doe Poppy,Bubblegum Kanzashi,Choco Stick,01,Crimson Records,Human,Historical,None,None,None,None,None,22.8085503862242,4305
4306,Rifle Navy Grey,Admiral's Coat,Bold Crimson,Lavafall,Lollipop,96,Ocean Blue,Human,Navy,None,None,None,None,None,22.798883216783715,4306
4307,Rifle Leather,Military Street Jungle,Basic Wisteria,Hime Ponytail Ao,Saucy Fangs,23,Bluefire,Ao Oni,Army,Aviators Sunrise,None,None,None,None,63.811385154929965,4307
4308,Rifle Navy Black,Sailor Uniform Okinawa,Curious Russet,Regal Maiden,Fang Smirk,65,Ocean Blue,Human,Navy,Evil Glare,None,None,None,None,44.78144912303329,4308
4309,Rifle Medic,Bulwark Exo,Blithe Poppy,Count,Plump,40,Healing Pulse,Human,Support,All-Seeing Shades,None,None,None,None,30.54402148216142,4309
4310,Cyber Reaper,Red Dawn Shell Armor,Lined Russet,Witch Maid,Plump,19,Mana Portal,Human,Support,None,None,None,None,None,5.813938714234841,4310
4311,Rifle Stock Custom Orange,Stealth Vest Camo,Basic Fern,Bobcut Ao,Fang Smirk,13,Bluefire,Ao Oni,Army,None,None,None,None,None,36.15182435044841,4311
4312,Frontier XVII-A Powered EVA Helmet,Armored Insulated Ground Suit,Glaring Wisteria,Arctic Bad Boy,Plump,87,Moonsilver,Human,Astronaut,None,None,None,None,None,13.188382519431457,4312
4313,Dual Katanas Black,Blue Diamond,Curious Iron,Oriental Hat,Choco Stick,26,Crimson Records,Human,Historical,Evil Genius,None,None,None,None,47.42838129518283,4313
4314,Rifle Blue,Kevlar BANii,Blithe Poppy,Blue Lambo,Popsicle,96,Army,Human,Army,Lexington Clear,None,None,None,None,40.33984496207522,4314
4315,Rifle Leather,Tactical Parade Fur,Foxy Crimson,Sagittarius,Popsicle,42,Army,Human,Army,Clear Specs,None,None,None,None,40.58020946594952,4315
4316,Rifle Red Ammo,BlackPink Mamba,Resting,Rebel Girl Aka,Plump,29,Flaming Hibisucus,Aka Oni,Army,Tea Glasses,None,None,None,None,50.683507872412704,4316
4317,Cyber Reaper,Potioneer,Obsidian,Witch Maid,Choco Stick,36,Mana Portal,Human,Support,Heartbeat Blue,None,None,None,None,43.71764098493219,4317
4318,Boom Boom Gun,Cyborg,Wary Russet,Swept Back Aka,Plump,87,Flaming Hibisucus,Aka Oni,Special Ops,Monocle,None,None,None,None,56.42252612791403,4318
4319,Proton Key,Type-STARGAZER Insulation Suit,Duality,Henti,Plump,03,Moonsilver,Human,Astronaut,None,None,None,None,None,13.534474379519706,4319
4320,Yumiya,Kimono Hibuscus,Bold Crimson,Shrine Maiden ,Plump,20,Crimson Records,Human,Historical,None,None,None,None,None,9.098829926735357,4320
4321,Dual Katanas Black Gold,Teacher,Glaring Wisteria,Kojiroh,Smoke,89,Crimson Records,Human,Historical,None,None,None,None,None,22.11629613433116,4321
4322,Rifle Medic,Heavy Duty,Vexxed Iron,Count,Plump,28,Healing Pulse,Human,Support,None,None,None,None,None,5.922917311084133,4322
4323,Long Range Comms Pack,Insulated Combat Suit,Basic Fern,Oritsu Ao,Fang Smirk,45,Bluefire,Ao Oni,Astronaut,None,None,None,None,None,43.089602978080414,4323
4324,Katana Red,Master,Frozen Corruption,Mewsashi,Boo!Boo! Gum,16,Crimson Records,Human,Historical,None,None,None,None,None,23.19309095039533,4324
4325,Rifle Stock Custom Green,Military Street Choker,Curious Iron,Short not Sweet Ao,Plump,75,Bluefire,Ao Oni,Army,None,None,None,None,None,25.65380860827144,4325
4326,Dual Combat Scalpels,Arctic Operations,Scarred Slumber,Count,Lollipop,13,Healing Pulse,Human,Support,None,None,None,None,None,20.677592157844092,4326
4327,Shuriken Black,Tactical Jacket Ash,Basic Fern,Hatchimaki,Plump,31,Shadow Reflection,Human,Shinobi,None,None,None,None,None,12.159593600327034,4327
4328,Rifle Primitive,BlackPink Mamba,Tranquil Sea,Hime Ponytail,Plump,58,Army,Human,Army,None,None,None,None,None,1.9134524503825208,4328
4329,Sashimono Glacial,Master,Base Iron,Loose Strand ,Fangs Out,33,Crimson Records,Human,Historical,None,None,None,None,None,22.53291981884366,4329
4330,Rifle Blue,Flame Punk,Wary Russet,Greased Aka,Choco Stick,31,Flaming Hibisucus,Aka Oni,Army,None,None,None,None,None,38.49750394149075,4330
4331,Ketchup Dispenser,Drive-Through,Glaring Poppy,Mewsashi,Smoke,51,Golden Hex,Human,Support,None,None,None,None,None,21.087901861819955,4331
4332,Rifle Scorpion Polar,NanoGoth,Bold Crimson,Blue Trouble Aka,Plump,77,Flaming Hibisucus,Aka Oni,Special Ops,Architect Black,None,None,None,None,56.27511549642882,4332
4333,Rifle Orange,Tracksuit Snood Desert,Tense Iron,Bucket Hat XXX,Fangs Out,36,Army,Human,Army,None,None,None,None,None,16.559197112774505,4333
4334,Rifle Heavy,Military Street,Frozen Corruption,Delta Oscar,Plump,70,Army,Human,Army,None,None,None,None,None,2.195517214292605,4334
4335,Rifle Leather,Tactical Overalls,Tranquil Sea,Regal Maiden,Plump,45,Army,Human,Army,None,None,None,None,None,2.211492244164976,4335
4336,Dual Katanas Black Gold,Master,Base Iron,Eth-ore,Smoke,78,Crimson Records,Human,Historical,None,None,None,None,None,21.60994321199024,4336
4337,Carbine Black,Fur-Lined Aviator Olive,Basic Fern,Side Pony ,Fang Smirk,41,Airforce,Human,Airforce,Genius Golden,None,None,None,None,43.765629569791656,4337
4338,Rifle Stock Custom Green,Military Street Choker,Basic Wisteria,Hime Ponytail Ao,Plump,75,Bluefire,Ao Oni,Army,None,None,None,None,None,24.63149747767357,4338
4339,Rifle Red Ammo,Stealth Vest Camo,Basic Wisteria,Rebel Girl ,Plump,29,Army,Human,Army,None,None,None,None,None,0.41991403967240204,4339
4340,Field Medic Kit,Tactical Transfusion,Tense Iron,HOUNDEYE-Class Integrated Helm,Fang Smirk,56,Healing Pulse,Human,Support,None,None,None,None,None,17.97923713030357,4340
4341,Carbine Black,Flight Suit Olive,Basic Fern,Night Shift,Pog,85,Airforce,Human,Airforce,None,None,None,None,None,22.500851115284767,4341
4342,DEMIURGE Autonomous Pseudo-Priestess System,Potioneer,Basic Fern,Kiwi Cut ,Plump,47,Mana Portal,Human,Support,None,None,None,None,None,4.58651954898192,4342
4343,Sashimono Glacial,Sode Hoodie,Dark Crimson,Mewsashi,Choco Stick,46,Crimson Records,Human,Historical,None,None,None,None,None,22.141977443688425,4343
4344,DEMIURGE Autonomous Pseudo-Priest System,Mana Integration SVS,Wary Russet,Henti,Fangs Out,18,Mana Portal,Human,Support,None,None,None,None,None,20.203217523209727,4344
4345,Rifle Blue,Combat Stealth,Base Iron,Flaming Tornado Aka,Saucy,63,Flaming Hibisucus,Aka Oni,Army,None,None,None,None,None,39.183312782315724,4345
4346,Parachute,Aviator Jacket Turtleneck,Base Iron,Greenhorn,Boo!Boo! Gum,86,Airforce,Human,Airforce,Lexington,None,None,None,None,46.71695558299552,4346
4347,Katana Black Kiss,Kimono Hibuscus,Tranquil Sea,Maegami,Plump,48,Crimson Records,Human,Historical,Architect Black,None,None,None,None,34.28693338016513,4347
4348,Rifle Orange,Polar,Tense Fern,Greenhorn,Plump,08,Army,Human,Army,Golden Specs,None,None,None,None,26.397050719621696,4348
4349,Side of Fries,Staff WcUniform,Acid,Skunk WcHeadset,Plump,23,Golden Hex,Human,Support,None,None,None,None,None,8.445367746946978,4349
4350,Rifle Charcoal,Able Seaman's Uniform,Peridot Rebel,Two Block Aka,Plump,15,Flaming Hibisucus,Aka Oni,Navy,None,None,None,None,None,30.27164760499115,4350
4351,Cyber Reaper,Serpent Shell Armor,Coy Crimson,Witch Maid,Fang Smirk,54,Mana Portal,Human,Support,None,None,None,None,None,16.905514661512587,4351
4352,Parachute,Fighter Pilot Turtle,Duality,Brozo,Choco Stick,42,Airforce,Human,Airforce,Rosy Specs,None,None,None,None,47.248900043201395,4352
4353,Rifle Blue,Flame Punk,Gazing Wisteria,Red Foxy,Popsicle,79,Army,Human,Army,None,None,None,None,None,15.24201567502308,4353
4354,Pilot Wings,Mach5,Dark Fern,Delinquent,Smoke,37,Airforce,Human,Airforce,None,None,None,None,None,22.917530262833257,4354
4355,Dual Katanas Black Gold,Sode Hoodie,Gazing Russet,Arctic Curtain,Plump,81,Crimson Records,Human,Historical,None,None,None,None,None,8.605297300289768,4355
4356,Rifle Primitive,Meka Vest Camo Jungle,Basic Wisteria,SkunkCandy,Plump,08,Army,Human,Army,None,None,None,None,None,1.205170260762722,4356
4357,Rifle Charcoal,Storm Captain's Mantle,Frozen Corruption,Arctic Bad Boy Ao,Plump,09,Bluefire,Ao Oni,Navy,Monocle,None,None,None,None,54.874797046873255,4357
4358,Rifle Leather,Locked n' Loaded,Cheeky Fern,Kiwi Cut ,Plump,64,Army,Human,Army,None,None,None,None,None,1.368572911222752,4358
4359,Rifle Lucky 8,Utility Vest Camo Red,Cheeky Fern,Skunk Pony,Lollipop,51,Army,Human,Army,None,None,None,None,None,15.790064053393827,4359
4360,Carbine Black,Mach-3 Utility Jacket Jungle,Curious Iron,Night Shift,Plump,88,Airforce,Human,Airforce,None,None,None,None,None,8.944927062795731,4360
4361,Rifle Red,Parade Fur,Vexxed Poppy,Hino,Plump,44,Tactical Green,Human,Army,None,None,None,None,None,7.003315397864658,4361
4362,Rifle Navy Black,Sailor Uniform Fukushima,Basic Fern,Foxtrot,Saucy Fangs,95,Ocean Blue,Human,Navy,None,None,None,None,None,22.60341828254212,4362
4363,Rifle Orange,Tracksuit Snood Desert,Tense Iron,Topknot Aka,Popsicle,82,Flaming Hibisucus,Aka Oni,Army,None,None,None,None,None,39.667159660901255,4363
4364,Parachute,Tactical Flight Armor,Duality,Wild Tiger Ao,Plump,51,Bluefire,Ao Oni,Airforce,None,None,None,None,None,30.281176272935937,4364
4365,Combat Scalpel,Nurse Set,Tranquil Sea,ECG Headgear,Plump,69,Healing Pulse,Human,Support,None,None,None,None,None,6.772266026878499,4365
4366,Cyber Reaper,Azurite Shell Armor,Cheeky Iron,Huntress,Plump,54,Mana Portal,Human,Support,None,None,None,None,None,5.999818242713836,4366
4367,Rifle Lucky 8,Meka Vest Camo Jungle,Emerald Crescent,Skunk WcHeadset,Saucy Fangs,59,Army,Human,Army,None,None,None,None,None,17.100821235936913,4367
4368,None,None,None,None,None,80,Moonsilver,Human,Astronaut,None,Unique,None,None,None,59.17793643119741,4368
4369,Rifle Scorpion Polar,Sailor Uniform Okinawa,Curious Iron,Fringed Bob,Plump,64,Ocean Blue,Human,Navy,None,None,None,None,None,8.381009784867814,4369
4370,Cyber Reaper,Protection Starbeam,Caelus,Huntress,Plump,88,Mana Portal,Human,Support,Clear Specs,None,None,None,None,30.422222591834657,4370
4371,Twin BoneSwords Black,Tactical Overalls Polar,Curious Russet,Coral ,Fang Smirk,05,Shadow Reflection,Human,Shinobi,None,None,None,None,None,24.116277211211322,4371
4372,Rifle Navy Black,Sailor Uniform Osaka,Basic Fern,Captain's Cap,Full Kiss,59,Ocean Blue,Human,Navy,Genius Golden,None,None,None,None,47.20719401308184,4372
4373,Rifle Lucky 8,BlackPink Mamba,Cheeky Fern,Vox Headset Polar,Plump,71,Tactical Green,Human,Army,None,None,None,None,None,7.455184307830205,4373
4374,Rifle Medic,Life Guard,Blithe Russet,Topknot ,Plump,75,Healing Pulse,Human,Support,Rosy Aviators,None,None,None,None,30.098560152837074,4374
4375,Unicorn Blast,Midnight Raven,Blithe Russet,Loose Strand ,Plump,65,Party Pink,Human,Special Ops,None,None,None,None,None,11.678828689329253,4375
4376,Boom Boom Gun,Crimson Hawk,Base Iron,The Dreaded One,Fang Smirk,94,Party Pink,Human,Special Ops,None,None,None,None,None,22.645261211186448,4376
4377,First Aid Kit,Combat Surgeon,Bold Crimson,Hime Ponytail,Full Kiss,26,Healing Pulse,Human,Support,Aviators Sunset,None,None,None,None,45.08602057264095,4377
4378,R-H00D Compound Blue,BANii Maid,Basic Fern,Mommy Aka,Choco Stick,77,Flaming Hibisucus,Aka Oni,Special Ops,Architect Black,None,None,None,None,68.7747762306732,4378
4379,Rifle Red,Tracksuit Snood Desert,Wary Russet,Arctic Bad Boy Ao,Plump,29,Bluefire,Ao Oni,Army,None,None,None,None,None,25.24682034682274,4379
4380,Rifle Navy Grey,Sailor Uniform Okinawa,,Rebel Girl ,Pog,87,Ocean Blue,Human,Navy,None,None,None,None,None,22.37905254191118,4380
4381,Rifle Khaki,Able Seaman's Uniform,Wary Russet,Academy Officer Cap,Tasty,25,Ocean Blue,Human,Navy,Rounded Aviators,None,None,None,None,48.264726010673506,4381
4382,Rifle Medic,Medic's Flak Jacket,Foxy Fern,Kiwi Sparkle ,Lollipop,93,Healing Pulse,Human,Support,None,None,None,None,None,19.671151547197148,4382
4383,Ornamental Broadsword,Do Kimono,Basic Fern,Twintails,Plump,93,Crimson Records,Human,Historical,None,None,None,None,None,8.134191858199792,4383
4384,Rifle Red,Tactical Woodlands,Tense Iron,Bush Hat Jungle,Fang Smirk,84,Army,Human,Army,None,None,None,None,None,12.960233350962788,4384
4385,Assault Rifle Khaki,Aviator Jacket Turtleneck,Peridot Rebel,Arctic Bad Boy,Plump,38,Airforce,Human,Airforce,Aviators,None,None,None,None,33.36393112563459,4385
4386,Assault Rifle Maverick,Aviator Jacket Bare,Peridot Rebel,Topknot WcVisor,Plump,19,Airforce,Human,Airforce,None,None,None,None,None,9.608425109063601,4386
4387,Chef's Rusty Pan,Server's WcUniform,Coy Wisteria,Skunk Pony,Full Kiss,16,Golden Hex,Human,Support,None,None,None,None,None,22.312098007430215,4387
4388,Auto Rifle Lime,Gun BANii,Bold Crimson,Bobcut,Plump,20,Airforce,Human,Airforce,Ornate Violet,None,None,None,None,33.87994992350463,4388
4389,Rifle Heavy,Fighter Pilot Turtle,Wary Crimson,Greased Aka,Smoke,89,Flaming Hibisucus,Aka Oni,Airforce,None,None,None,None,None,42.913257244123315,4389
4390,Rifle Primitive,Tactical Vest Camo,Tranquil Sea,Bozo Babe,Plump,73,Army,Human,Army,None,None,None,None,None,2.4262466153986164,4390
4391,Chef's Rusty Pan,Staff WcUniform,,Skunk Pony,Plump,55,Golden Hex,Human,Support,None,None,None,None,None,7.249953145010532,4391
4392,R-H00D Compound Blue,NanoGoth,Basic Fern,Sagittarius,Plump,16,Party Pink,Human,Special Ops,None,None,None,None,None,11.239788410409199,4392
4393,Rifle Leather,Meka Vest Camo Jungle,Emerald Highlights,Bozo Banger,Plump,51,Army,Human,Army,None,None,None,None,None,2.3653325792245177,4393
4394,Crown Staff,Red Dawn Shell Armor,Smug Fern,Bunny Girl,Full Kiss,86,Mana Portal,Human,Support,Aviators Sunset,None,None,None,None,44.58922805743904,4394
4395,Assault Rifle Khaki,Fur-Lined Aviator Olive,Smug Poppy,Bozo Banger,Fang Smirk,78,Airforce,Human,Airforce,None,None,None,None,None,19.937115918397488,4395
4396,Parachute,Tactical Flight Armor,Dark Fern,Topknot WcVisor,Popsicle,25,Airforce,Human,Airforce,None,None,None,None,None,23.46550810450951,4396
4397,Rifle Lucky 8,Tactical Vest Camo,Foxy Crimson,Twintails,Plump,84,Army,Human,Army,None,None,None,None,None,1.9550905102251315,4397
4398,Katana Black Kiss,Qipao,Curious Iron,Shiro Tsuno,Fang Smirk,02,Crimson Records,Human,Historical,Aviators Sunrise,None,None,None,None,45.162792316163355,4398
4399,Rifle Heavy,Urban Street Camo,Dark Crimson,Henti,Plump,74,Army,Human,Army,None,None,None,None,None,1.1217989072098322,4399
4400,Rifle Orange,Flame Punk,Gazing Russet,Delinquent Ao,Choco Stick,74,Bluefire,Ao Oni,Army,None,None,None,None,None,38.039239304875736,4400
4401,Makimono Katana Smiley Suprise,Street Ninja,Dark Fern,Arctic Bad Boy Ao,Plump,72,Bluefire,Ao Oni,Shinobi,None,None,None,None,None,32.53090240871413,4401
4402,Sashimono Night,Hakama,Base Fern,Messy Chunin ,Smoke,80,Crimson Records,Human,Historical,None,None,None,None,None,21.536267235643404,4402
4403,First Aid Kit,Silent Angel,Curious Russet,Fringed Bob,Choco Stick,79,Healing Pulse,Human,Support,None,None,None,None,None,19.014296741622555,4403
4404,Rifle Black Ammo,Fur-Lined Aviator Olive,Basic Fern,Stardust ,Plump,71,Airforce,Human,Airforce,None,None,None,None,None,7.791207595811356,4404
4405,Rifle Navy Grey,Sailor Stripes,Basic Wisteria,Twintails,Fang Smirk,84,Ocean Blue,Human,Navy,None,None,None,None,None,18.706492626883474,4405
