,Dance,Music,Background,Expression,Ears,Nose,Mouth,Head,Neck,Top,Eyewear,Eyes,Fur,Sex,Rarity score,Token Id
3805,Big Nod,Rabbiton,Beach,Smile + Wink,Steel Studs,Gold Ring,,,FLUF Logo Chain,White Singlet,,Purple,Moody Blue,Male,44.184868798031644,3805
3806,Side To Side,I Like to Party,Spaceship,Blank,,Bull Ring,Lipstick,Mullet (Black),FLUF Logo Chain,Boob Tube,,Cat (Brown),Winter,Female,60.59255006032445,3806
3807,Bob,Electric Carrots,Gallery,Mouth Open (Middle) + Wink,FLUF Tag,Steel Stud,Whistle,Tuft (Base),Collar (Black),,,Green,Marshmellow,Male,44.54203287223439,3807
3808,Side To Side,I Like to Party,Lambo,Mouth Open (Left),Steel Rings & Studs,Bull Ring,Lollipop,Afro (Base),Bowtie (Red),,,Dollars,Red,Male,43.63667871915373,3808
3809,Subtle Nod,Run Rabbit,Thank You For Having Us,Blank,,,,Afro (Black),Headphones,,Heart Glasses,Blue,Moody Blue,Male,32.04798464410145,3809
3810,Subtle Nod,Dubhop,Garden,Grin + Wink,,Diamond Stud,,Mullet (Base),Bowtie (Black),Boob Tube,,Thirties,Sandy,Male,42.61058299195978,3810
3811,Round,I Like to Party,Backalley,Mouth Open (Left),FLUF Tag,,Lollipop,Flower Crown,Collar (Black),,Star Glasses,Green,Guernica,Male,53.21246606326143,3811
3812,Big Nod,Run Rabbit,Markets,Mouth Open (Right),,Bone,Joint,,Gold Chain,,Sunglasses,Green,Honeycomb,Male,36.82780025778633,3812
3813,Round,Disco Rabbit,Beach,Blank,FLUF Tag,Steel Ring,,Mohawk (Red),FLUF Logo Chain,,Shutter Glasses,Blue,Cheetah,Male,48.70017815417948,3813
3814,Big Nod,Dubhop,Spaceship,Mouth Open (Right),,Clown Nose,Carrot,,,Black FLUF Singlet,,Cat (Brown),Red,Male,22.57360356239746,3814
3815,Groove,Coffee and Carrots,Garden,Mouth Open (Right),Gold Studs,Bone,Joint,Tuft (Base),Bowtie (Black),FLUF Jacket,Aviators,Blue,Tiger,Male,68.83303729954933,3815
3816,Side To Side,Reggae Rabbits,Lambo,Anger,Bit Ear,,,Tennis Hat,Collar (Black),Digital Camo Singlet,,Brown,Grey,Female,52.076204665027305,3816
3817,Side To Side,Coffee and Carrots,Heaven,Smile + Wink,,Clown Nose,,Propeller Hat,FLUF Logo Chain,,,Cat (Blue),Honeycomb,Male,29.634359754941066,3817
3818,Big Nod,What the FLUF,Heaven,Mouth Open (Middle),Diamond Studs,Steel Ring,Pacifier,Bandana,,Black FLUF Singlet,,Fire,Brown,Female,66.6136696009599,3818
3819,Groove,Disco Rabbit,Swamp,Mouth Open (Left),Steel Rings,Steel Stud,Party Horn,,Bowtie (Black),Boob Tube,,Yellow,Grey,Male,44.152098872980865,3819
3820,Side Nod,FLUF You Up,Beach,Smile,,,,,Bowtie (Black),Boob Tube,,Reptile (Cream),Guernica,Female,38.28478429740117,3820
3821,Side Nod,I Like to Party,Mansion,Blank,FLUF Tag,Steel Ring,,,Gold Chain,,,Green,Raspberry Ripple,Male,18.94202903487532,3821
3822,Big Nod,Floating or Flying,Gallery,Smile + Wink,Steel Rings & Studs,Steel Ring,Lip Piercings,Halo,Bowtie (Red),Red Balloon Singlet,,Red (Dilated),Brown,Male,61.741218862646264,3822
3823,Subtle Nod,Disco Rabbit,Spaceship,Blank,Gold Rings,,Medical Mask,,Tie,Puffer Vest,,Glowing White,Highlighter,Male,40.484347478028376,3823
3824,Subtle Nod,Electric Carrots,Tiki,Wonder,Gold Bows,Steel Stud,Lip Piercings,Bandana,,Black FLUF Singlet,,Xs,Black & White,Female,67.09241859694252,3824
3825,Subtle Nod,Eating Carrots in the Dark,Pass,Mouth Open (Right),Steel Rings,Bull Ring,Joint,Conical Hat,,Red Balloon Singlet,,Purple Rings,Hawk,Male,38.93406609907264,3825
3826,Side To Side,Stardust,Mystic Valley,Mouth Open (Right) + Wink,,,Cigar,Flower Crown,Collar (Black),,,Yellow,Blossom,Female,46.667484339643586,3826
3827,Round,Let The Story Begin,Fluf Haus LA 2022,Mouth Open (Middle),,Bull Ring,Whistle,Devil Horns,Collar (Pink),Puffer Vest,Designer Glasses,Blue,Black & White,Male,68.98333704452877,3827
3828,Round,Hop With Me,Lambo,Smile + Wink,Diamond Studs,,Lip Piercings,,Clock Necklace,Dress,,Dollars,Smoothie,Female,63.41655182078537,3828
3829,Subtle Nod,Run Rabbit,Mansion,Blank,Steel Studs,Bone,,Bandana,FLUF Logo Chain,Red Balloon Singlet,Eye Patch,Blue,Grey,Male,60.4666426680898,3829
3830,Round,Rabbiton,Backalley,Anger,Gold Studs,Clown Nose,Lollipop,Conical Hat,VIP lanyard,Yellow Rabbit Singlet,,Heart (Blue),Zebra,Male,62.57708809691035,3830
3831,Bob,Disco Rabbit,Spaceship,Mouth Open (Right) + Wink,Steel Studs,Gold Ring,Cigarette,,Bowtie (Red),Kimono,,Cat (Brown),Cheetah,Female,65.60346492377305,3831
3832,Round,Space Fluffle,Tiki,Sad,Gold Studs,Diamond Stud,Lipstick,Tuft (Blonde),Collar (Pink),,Sunglasses,Blue,Tiger,Female,85.88926796158981,3832
3833,Round,Stardust,Dancing in the Shroomlight,Mouth Open (Right) + Wink,Gold Bows,,Cigarette,,Bowtie (Gold),Dress,,Mandala,Winter,Female,59.85016689518415,3833
3834,Side To Side,Latin Fiesta,Lambo,Smile + Wink,FLUF Tag,Gold Stud,,,,Boob Tube,,Brown,Hawk,Female,44.8701140202313,3834
3835,Side To Side,I Like to Party,Mansion,Mouth Open (Left),,,Lollipop,Cowboy Hat,Collar (Pink),Black FLUF Singlet,,Purple,Winter,Female,53.29710468684553,3835
3836,Big Nod,Rabbiton,FTW (F*ck The War),Mouth Open (Left),Gold Studs,Steel Stud,Party Horn,Pirate Hat,,High Vis Vest,,Mandala,Zebra,Female,67.82677688817826,3836
3837,Subtle Nod,Eating Carrots in the Dark,Gallery,Mouth Open (Right) + Wink,Steel Studs,,Carrot,Flower Crown,Glowstick Necklace,,,Reptile (White),Darkness,Male,36.64586160754152,3837
3838,Round,Eating Carrots in the Dark,Mansion,Anger,,Bull Ring,Lollipop,Flower Crown,Collar (Black),Black FLUF Singlet,,Reptile (White),Red,Female,63.62733158026616,3838
3839,Subtle Nod,FLUF You Up,Thank You For Having Us,Smile,FLUF Tag,Steel Stud,,Sombrero,Bowtie (Red),Yellow Rabbit Singlet,,Portal,Honeycomb,Male,52.27945217541158,3839
3840,Round,Eating Carrots in the Dark,FTW (F*ck The War),Mouth Open (Right),Red Ribbon,Steel Stud,Pipe,,Clock Necklace,Sign My Carrot Singlet,,Brown,Bully,Male,41.85157542868524,3840
3841,Big Nod,Floating or Flying,Lambo,Smile,Gold Bows,,,Flower Crown,Bowtie (Red),,,Cat (Blue),Cow,Female,44.32222264797764,3841
3842,Bob,Beyond the Gates,Tiki,Mouth Open (Right) + Wink,FLUF Tag,Gold Stud,Carrot,Conical Hat,Tie,,Designer Glasses,Brown,Cow,Male,66.28533439668844,3842
3843,Big Nod,Coffee and Carrots,Garden,Smile + Wink,Gold Bows,Steel Ring,Lip Piercings,,Glowstick Necklace,White Singlet,Sunglasses,Green,Raspberry Ripple,Male,72.20090050932964,3843
3844,Subtle Nod,Eating Carrots in the Dark,Heaven,Blank,,,Demon Mask,Mullet (Base),Bowtie (Black),Puffer Vest,Aviators,Blue,Brown,Male,51.95450287763135,3844
3845,Groove,Follow You,Swamp,Sad,Steel Rings,Bone,,Pirate Hat,Collar (Black),Leather Vest,Aviators,Blue,Black & White,Male,64.54460369260829,3845
3846,Side To Side,Follow You,Tiki,Smile,,Steel Ring,Lip Piercings,Beanie,Collar (Pink),Yellow Rabbit Singlet,Sunglasses,Brown,Winter,Female,80.64736300952944,3846
3847,Side To Side,Eating Carrots in the Dark,Gallery,Mouth Open (Right) + Wink,,Gold Stud,Joint,Bandana,Bowtie (Gold),,,Brown,Grey,Male,29.297464824896664,3847
3848,Bob,Run Rabbit,Pass,Anger,,Bone,Lollipop,,,,,Fire,Blue Blood,Male,14.198802218631243,3848
3849,Groove,Disco Rabbit,Dunes,Blank,,,Lipstick,,Collar (Pink),,Aviators,Blue,Black & White,Female,43.30747308670471,3849
3850,Round,I Like to Party,Gallery,Wonder,Gold Rings,,,Flower Crown,,,3D Glasses,Brown,Grey,Male,32.8195579025919,3850
3851,Bob,Dubhop,Lambo,Wonder,Steel Rings,Steel Stud,Lip Piercings,Cowboy Hat,Bone Necklace,,,Red (Dilated),Grey,Male,45.50347429820314,3851
3852,Side Nod,Stardust,ASTO Discovery Portal,Anger,Steel Rings & Studs,Bloody,Party Horn,,,FLUF Jacket,,Blast,Darkness,Male,46.17705067698238,3852
3853,Subtle Nod,Dubhop,Tiki,Mouth Open (Right),Steel Studs,,Cigarette,,,,,Purple,Zebra,Male,5.758217870048539,3853
3854,Big Nod,Dubhop,Markets,Mouth Open (Right),Gold Rings,Steel Stud,Carrot,Mullet (Base),Peace Necklace,Flannel Jacket,,Red (Dilated),Orange,Male,54.44597032252214,3854
3855,Side To Side,Back in the Burrow,Beach,Mouth Open (Left),Bandaged,,Lollipop,,Glowstick Necklace,Sign My Carrot Singlet,Bug Eye Glasses,Blue,Sandy,Male,57.93516646477347,3855
3856,Subtle Nod,Hop On By,Pass,Blank,Steel Rings & Studs,,Medical Mask,Afro (Base),FLUF Logo Chain,Pink Jacket,,Brown,Winter,Male,42.31008527673192,3856
3857,Round,Hop With Me,Lambo,Mouth Open (Middle),,Bone,Whistle,Mohawk (Base),,Camo Jacket,Neon Glasses,Blue,Smoothie,Male,56.648881641310176,3857
3858,Round,Beyond the Gates,Tiki,Mouth Open (Right),FLUF Tag,Bull Ring,Pipe,Conical Hat,Collar (Black),,,Inverted (Purple),Zombie (Black),Male,39.87540717887665,3858
3859,Groove,Beyond the Gates,Star Explorer,Mouth Open (Right) + Wink,Steel Rings,Steel Ring,Joint,Conical Hat,Lei,Boob Tube,Sunglasses,Green,Parrot,Female,91.85330315267463,3859
3860,Subtle Nod,What the FLUF,Garden,Mouth Open (Right),,,Pipe,Birthday Hat,Collar (Black),Puffer Vest,,Green,Black & White,Male,26.55831390922614,3860
3861,Bob,Electric Carrots,Backalley,Smile,,Gold Stud,,Pirate Hat,Dog Tags,Leather Vest,,Cat (Brown),Black & White,Male,39.25884619740965,3861
3862,Subtle Nod,Dubhop,Pass,Sad,Bit Ear,Clown Nose,,Beanie,,High Vis Vest,,Heart (Blue),Winter,Male,41.76653912839888,3862
3863,Side Nod,Rabbiton,Gallery,Mouth Open (Right) + Wink,,,Cigar,Tuft (Blonde),,Flannel Jacket,Cyberpunk Glasses,Fire,Sandy,Male,52.01955490924154,3863
3864,Side Nod,FLUF Ocean,FLUF Haus Miami 2021,Mouth Open (Right),,Gold Ring,Cigarette,Afro (Base),Glowstick Necklace,,Star Glasses,Purple,Candy Floss,Male,55.54520631257469,3864
3865,Round,Rabbiton,Tiki,Blank,Steel Studs,Bull Ring,,Flower Crown,,,,Scribble,Raspberry Ripple,Male,17.78556259003604,3865
3866,Groove,Shadows,Gallery,Mouth Open (Left),Bandaged,Diamond Stud,Lollipop,,,Puffer Jacket,,Glowing White,Black & White,Male,41.316019633912354,3866
3867,Groove,Dubhop,Garden,Mouth Open (Middle),,Diamond Stud,Mooncrust Pizza,Propeller Hat,,Puffer Jacket,Shutter Glasses,Green (Dilated),Sandy,Male,60.98244182837432,3867
3868,Subtle Nod,Space Fluffle,Markets,Blank,Red Ribbon,,,Mohawk (Base),Collar (Pink),,,Mandala,Camo,Male,24.0546946936779,3868
3869,Big Nod,L.O.V.E.,FTW (F*ck The War),Anger,Gold Studs,Gold Stud,Lollipop,Tuft (Black),,,,Green,Zebra,Male,35.26239886106401,3869
3870,Side To Side,Hop With Me,Tiki,Mouth Open (Left) + Wink,Bandaged,,Lollipop,Mohawk (Red),Bowtie (Black),,,Red,Brown,Male,38.02540240653266,3870
3871,Subtle Nod,L.O.V.E.,The Front,Blank,,Gold Ring,,Beer Hat,Dog Tags,Flannel Jacket,,Green (Dilated),Cow,Male,39.627783807006466,3871
3872,Groove,Disco Rabbit,ASTO Discovery Portal,Blank + Wink,,Bull Ring,,Mullet (Base),,Tie Dye Singlet,Safety Glasses,Green,Candy Floss,Male,48.18533954647777,3872
3873,Subtle Nod,Rabbiton,Beach,Mouth Open (Right),,Bull Ring,Joint,Conical Hat,Glowstick Necklace,White Singlet,,Green (Dilated),Sky,Male,40.55298018152812,3873
3874,Subtle Nod,Run Rabbit,FLUF Haus Miami 2021,Anger,Steel Rings,Gold Stud,Lollipop,,Peace Necklace,Boob Tube,,Purple Rings,Raspberry Ripple,Female,68.51649108256444,3874
3875,Groove,I Like to Party,Beach,Blank,FLUF Tag,Bull Ring,,Flower Crown,Bone Necklace,,,Portal,Black & White,Female,45.62012924086197,3875
3876,Round,Messiah,Dancing in the Shroomlight,Smile,Gold Rings,Clown Nose,Lip Piercings,,Bowtie (Black),,Sunglasses,Brown,Avatar,Male,59.16477352852484,3876
3877,Round,How You Feel,FLUF Haus Miami 2021,Mouth Open (Left),,,Party Horn,Mullet (Orange),Dog Tags,Gold Jacket,,Reptile (Cream),Brown,Male,45.45069982582074,3877
3878,Round,Run Rabbit,Heaven,Mouth Open (Right),Steel Rings,,Joint,Mohawk (Red),Collar (Black),Digital Camo Singlet,Aviators,Brown,Black & White,Male,55.52080906200035,3878
3879,Round,Back in the Burrow,Garden,Mouth Open (Right),Red Ribbon,Diamond Stud,Pipe,,Dog Tags,,Sunglasses,Brown,Sandy,Male,47.46264926396788,3879
3880,Groove,Desert Digging,Spaceship,Blank,FLUF Tag,Bull Ring,,Gold Cap,,High Vis Vest,,Dollars,Orange,Male,32.514846059309335,3880
3881,Subtle Nod,Coffee and Carrots,Swamp,Mouth Open (Right),,,Carrot,Gold Cap,Bone Necklace,Leather Vest,,Brown,Cow,Female,46.01435485965737,3881
3882,Side Nod,Eating Carrots in the Dark,Lambo,Mouth Open (Middle) + Wink,,Diamond Stud,Pacifier,,Bowtie (Gold),Sign My Carrot Singlet,,Heart (Blue),Ice Cream,Male,46.32324873646162,3882
3883,Side To Side,Back in the Burrow,Heaven,Mouth Open (Right),Gold Studs,Gold Ring,Cigar,Sombrero,,Camo Jacket,Round Glasses,Brown,Sky,Female,76.81752854142661,3883
3884,Side To Side,Eating Carrots in the Dark,Pass,Blank,Steel Rings & Studs,Steel Ring,,Flower Crown,Bowtie (Red),Flannel Jacket,Star Glasses,Green (Dilated),Cow,Male,63.29066511811333,3884
3885,Subtle Nod,Latin Fiesta,Fluf Haus LA 2022,Mouth Open (Right) + Wink,,Clown Nose,Cigar,,,Tie Dye Singlet,Sunglasses,Blue,Red,Male,50.38842414216541,3885
3886,Subtle Nod,Follow You,Lambo,Mouth Open (Right),,Gold Stud,Carrot,Tuft (Base),VIP lanyard,,Neon Glasses,Blue,Peppermint,Male,46.57411959765804,3886
3887,Side Nod,Follow You,Pass,Grin,,Gold Stud,,,Greenstone,Digital Camo Singlet,Heart Glasses,Brown,Cheetah,Male,53.788618204505745,3887
3888,Bob,FLUF You Up,Pass,Mouth Open (Right),,Bone,Joint,Mohawk (Red),Bone Necklace,,,Green (Dilated),Marshmellow,Male,29.406705607158845,3888
3889,Big Nod,FLUF You Up,Tiki,Mouth Open (Middle) + Wink,Bandaged,,Whistle,Conical Hat,Tie,,,Cat (Blue),Sandy,Male,41.60833095080312,3889
3890,Round,NFT (Instrumental),After Party,Blank,,,Medical Mask,Gold Cap,Collar (Pink),Kimono,,Reptile (Cream),Red,Male,40.812987023720396,3890
3891,Groove,Back in the Burrow,Tiki,Blank + Wink,,Diamond Stud,Lipstick,Birthday Hat,,,,Red (Dilated),Grey,Female,42.69943815544885,3891
3892,Subtle Nod,Run Rabbit,Lambo,Mouth Open (Left),,Steel Ring,Party Horn,Halo,,,,Reptile (White),Honeycomb,Male,25.475110644599813,3892
3893,Bob,Hop With Me,Garden,Mouth Open (Middle),Steel Rings,,Pacifier,Mullet (Base),Collar (Black),,,Cat (Blue),Grey,Female,50.177063266651636,3893
3894,Groove,Beyond the Gates,Garden,Blank,FLUF Tag,Steel Ring,,Birthday Hat,,High Vis Vest,,Mandala,Brown,Male,30.814673543179556,3894
3895,Big Nod,I Like to Party,Spaceship,Blank,Steel Rings,Steel Stud,,,,FLUF Jacket,,Heart (Red),Peppermint,Male,21.47798231881395,3895
3896,Side Nod,Space Fluffle,Backalley,Mouth Open (Right) + Wink,Diamond Studs,,Cigarette,Propeller Hat,Bowtie (Red),,Designer Glasses,Brown,Brown,Female,70.93863477728792,3896
3897,Round,Messiah,FTW (F*ck The War),Mouth Open (Right) + Wink,Steel Studs,Gold Stud,Carrot,Devil Horns,,,Round Glasses,Brown,Grey,Female,68.69904051837455,3897
3898,Big Nod,Coffee and Carrots,Markets,Mouth Open (Right),,Bull Ring,Cigarette,Tuft (Black),Dog Tags,Puffer Vest,Designer Glasses,Yellow,Grey,Male,61.391852030141855,3898
3899,Big Nod,Desert Digging,Markets,Anger,,Bone,Lollipop,Beanie,Gold Chain,Digital Camo Singlet,,Cat (Brown),Black & White,Male,49.27261976255152,3899
3900,Bob,Eating Carrots in the Dark,Pass,Mouth Open (Middle),Steel Studs,,Mooncrust Pizza,Flower Crown,Collar (Black),Digital Camo Singlet,Sunglasses,Brown,Zebra,Male,68.20857679734146,3900
3901,Subtle Nod,What the FLUF,Pass,Blank,Steel Rings,,,,Headphones,Voxel Rabbit Singlet,Heart Glasses,Green,Tie Dye,Male,43.25906736569503,3901
3902,Side Nod,Messiah,The Wall,Blank,Steel Studs,,,,Bowtie (Red),,,Zombie,Zombie (Green),Male,16.669761075243063,3902
3903,Subtle Nod,Ear Wobbler,Heaven,Mouth Open (Right),Steel Rings & Studs,Steel Stud,Joint,Flower Crown,,,,Green,Black & White,Male,18.26430101925562,3903
3904,Groove,Hop On By,Gallery,Mouth Open (Middle),,Gold Stud,Whistle,,Collar (Pink),Kimono,,Reptile (Cream),Tiger,Male,41.888216544550936,3904
3905,Groove,Electric Carrots,Star Explorer,Blank,FLUF Tag,,,Tuft (Base),,Dress,,Blue,Cow,Female,37.26579382128642,3905
3906,Side To Side,Coffee and Carrots,Lambo,Mouth Open (Left),Steel Studs,Steel Stud,Lollipop,Sombrero,Peace Necklace,,,Heart (Red),Grey,Male,42.96318391129962,3906
3907,Side Nod,Disco Rabbit,Backalley,Smile + Wink,Steel Studs,Gold Stud,Lip Piercings,,VIP lanyard,Kimono,,Brown,Hirst,Male,51.78868169201043,3907
3908,Bob,Hop With Me,Mansion,Mouth Open (Left),,Steel Stud,Party Horn,Cowboy Hat,Bowtie (Black),Dress,,Blue,Sandy,Male,43.33668709733735,3908
3909,Subtle Nod,Run Rabbit,Backalley,Blank,Gold Studs,Steel Stud,,Cowboy Hat,Bowtie (Gold),Red Balloon Singlet,,Reptile (White),Winter,Male,43.27955037423793,3909
3910,Side To Side,Reggae Rabbits,Spaceship,Mouth Open (Middle),Bandaged,,Whistle,,Collar (Black),Puffer Vest,,Thirties,Black & White,Male,41.81918779131429,3910
3911,Big Nod,Floating or Flying,Star Explorer,Blank,Gold Rings & Studs,,,Tuft (Black),Dog Tags,High Vis Vest,,Heart (Blue),Sky,Male,40.55701129070685,3911
3912,Groove,I Love FLUF,Thank You For Having Us,Blank,,,Medical Mask,,Glowstick Necklace,Tie Dye Singlet,,Cat (Brown),Sky,Male,29.20013917778746,3912
3913,Bob,FLUF You Up,Beach,Mouth Open (Middle) + Wink,Bit Ear,,Mooncrust Pizza,,,Camo Jacket,Aviators,Brown,Grey,Male,49.280779383198755,3913
3914,Groove,Back in the Burrow,Mansion,Mouth Open (Right),,Steel Ring,Cigarette,,Collar (Black),,Fake Eyelashes,Yellow,Smoothie,Female,53.203639319444044,3914
3915,Round,Rabbiton,Markets,Blank,Steel Rings,Bull Ring,,,Tie,High Vis Vest,Shutter Glasses,Yellow,Smoothie,Male,53.540711974579615,3915
3916,Side To Side,Desert Digging,Swamp,Anger,Gold Bows,Clown Nose,Lollipop,,Collar (Black),Boob Tube,Star Glasses,Cat (Brown),Bully,Male,72.40781026442012,3916
3917,Bob,Coffee and Carrots,Fluf Haus LA 2022,Mouth Open (Right),Santa Hat,Gold Stud,Cigarette,,,Tie Dye Singlet,,Heart (Blue),Sandy,Male,34.72649974660683,3917
3918,Side To Side,Eating Carrots in the Dark,Backalley,Mouth Open (Middle),,,Whistle,Bandana,,High Vis Vest,Neon Glasses,Green,Black & White,Female,59.586032355681596,3918
3919,Side Nod,Disco Rabbit,Beach,Mouth Open (Right),FLUF Tag,,Joint,Mohawk (Base),,,Star Glasses,Cat (Brown),Camo,Male,38.211654627156186,3919
3920,Side Nod,What the FLUF,Markets,Sad,Gold Studs,Gold Stud,,,Clock Necklace,FLUF Jacket,,Heart (Blue),Camo,Female,63.42072941692409,3920
3921,Bob,What the FLUF,Swamp,Sad,Steel Rings & Studs,,,Sun Visor,Collar (Pink),White Singlet,,Green,Winter,Male,36.65404190595197,3921
3922,Side To Side,Dubhop,Dunes,Blank,Gold Rings & Studs,,,Bandana,Collar (Pink),Black FLUF Singlet,,Dollars,Brown,Male,35.744727671633605,3922
3923,Side To Side,Desert Digging,Heaven,Mouth Open (Right),,Bull Ring,Pipe,Tuft (Black),Peace Necklace,,Heart Glasses,Green,Winter,Male,43.96513282574283,3923
3924,Subtle Nod,Reggae Rabbits,Heaven,Blank,,Bone,,,,,Designer Glasses,Green,Brown,Male,13.95068773380672,3924
3925,Subtle Nod,Run Rabbit,Gallery,Smile,,,,Flower Crown,,Black FLUF Singlet,Bug Eye Glasses,Green,Sandy,Male,33.80121693782795,3925
3926,Side Nod,Let The Story Begin,Fluf Haus LA 2022,Mouth Open (Right) + Wink,,,Cigarette,,VIP lanyard,Yellow Rabbit Singlet,,Glowing White,Peppermint,Male,35.76548139035054,3926
3927,Big Nod,Ear Wobbler,Swamp,Mouth Open (Left),Gold Rings & Studs,Bone,Party Horn,,,,Bug Eye Glasses,Blue,Zebra,Male,45.5804289105007,3927
3928,Groove,Eating Carrots in the Dark,Dunes,Mouth Open (Right),,,Carrot,Pirate Hat,Bowtie (Red),Leather Vest,Shutter Glasses,Green,Zebra,Male,46.849956254332916,3928
3929,Big Nod,Eating Carrots in the Dark,Lambo,Mouth Open (Right),Gold Studs,Clown Nose,Carrot,Tuft (Base),VIP lanyard,,Heart Glasses,Blue,Orange,Female,75.85586676248722,3929
3930,Big Nod,Back in the Burrow,Mansion,Mouth Open (Right),FLUF Tag,,Pipe,,Dog Tags,FLUF Jacket,Shutter Glasses,Red,Smoothie,Male,55.36667743458254,3930
3931,Groove,I Like to Party,Tiki,Blank,Steel Studs,Bull Ring,,,,,Shutter Glasses,Green,Parrot,Male,23.22671556775072,3931
3932,Subtle Nod,Let The Story Begin,Fluf Haus LA 2022,Mouth Open (Middle),,,Whistle,Afro (Black),Dog Tags,High Vis Vest,,Cat (Brown),Darkness,Male,44.06292028322625,3932
3933,Bob,Dubhop,Spaceship,Blank,Gold Rings & Studs,Steel Ring,,,,,Designer Glasses,Cat (Brown),Honeycomb,Male,31.009449799920635,3933
3934,Bob,What the FLUF,Garden,Mouth Open (Right),,Clown Nose,Cigarette,Conical Hat,Bowtie (Black),Kimono,,Yellow,Black & White,Male,40.09853145779763,3934
3935,Subtle Nod,Rabbiton,Lambo,Mouth Open (Right),Bandaged,,Cigarette,Pirate Hat,,,Eye Patch,Glowing Red,Zombie (Green),Male,41.32792750433129,3935
3936,Side To Side,Dubhop,Garden,Smile,Steel Rings & Studs,Steel Stud,,Afro (Black),Glowstick Necklace,,,Yellow,Guernica,Male,37.48167604658874,3936
3937,Big Nod,Follow You,FLUF Haus Miami 2021,Anger,FLUF Tag,Bone,Lollipop,Birthday Hat,Bowtie (Gold),,Shutter Glasses,Brown,Black & White,Male,63.002859712179,3937
3938,Groove,I Love FLUF,Thank You For Having Us,Mouth Open (Left),Steel Studs,,Party Horn,,,Flannel Jacket,Deal With It Glasses,Brown,Brown,Male,46.14029634061278,3938
3939,Bob,Follow You,Heaven,Smile,FLUF Tag,Bull Ring,Lip Piercings,Devil Horns,,Digital Camo Singlet,,Fire,Grey,Male,46.91546806204767,3939
3940,Big Nod,FLUF You Up,Spaceship,Mouth Open (Middle) + Wink,,,Whistle,Beanie,Bone Necklace,FLUF Jacket,Aviators,Green,Red,Male,61.00257545162362,3940
3941,Groove,I Love FLUF,Mansion,Smile,Bandaged,Gold Ring,,,Collar (Pink),Dress,,Red,Ice Cream,Female,60.052918529711974,3941
3942,Side Nod,Back in the Burrow,Mansion,Blank,Steel Rings,Steel Stud,,,Bowtie (Black),,,Thirties,Tie Dye,Male,19.940109149997667,3942
3943,Subtle Nod,I Like to Party,Swamp,Mouth Open (Right),Gold Studs,Steel Ring,Joint,Pirate Hat,Collar (Black),,,Cat (Brown),Darkness,Female,53.029349318511265,3943
3944,Round,FLUF You Up,Garden,Mouth Open (Right),Steel Rings & Studs,Steel Ring,Joint,,Dog Tags,Kimono,,Cat (Brown),Darkness,Male,40.1998187853678,3944
3945,Subtle Nod,FLUF You Up,Dunes,Blank,,Steel Ring,,Tuft (Black),,Flannel Jacket,,Xs,Ice Cream,Male,22.93466401858183,3945
3946,Groove,Coffee and Carrots,Spaceship,Mouth Open (Right),Gold Rings & Studs,Clown Nose,Carrot,Devil Horns,Bowtie (Red),,Shutter Glasses,Reptile (Yellow),Black & White,Male,60.48720847289343,3946
3947,Bob,Floating or Flying,Star Explorer,Mouth Open (Right) + Wink,,Steel Ring,Pipe,Afro (Ginger),Bowtie (Red),,,Purple Rings,Camo,Male,37.89153913253362,3947
