,stankfinder,MUNCHYHOLE,Eye on dat side,Eyz on dis side,Hedz,Eers,Boddee,collrzes,1 of 1,djeimebdie,Rarity score,Token Id
5572,sniffer,nuddernuddermouf,narf,grekd,cracky,eer,wanna poak dat,mold,None,None,2.077664774875215,5572
5573,buttnose,gaaahhh,waaah,sparples,cracky,eeerbonez,ouchies,nothin,None,None,3.474207785443279,5573
5574,is dat a nose,blarrr,zoinks,transeded,oweee,eerz?,stukinda troat,purdy cave,None,None,4.292937635054974,5574
5575,sniffer,blippyblipblipblip,don lookitme,ooop,cracky,eors,wekkum tarbys,stupid sun,None,None,2.8619499358352294,5575
5576,droopy,blippyblipblipblip,nspektin stuff,lookit dat,avvokado,earrz,blarggh,stupid color,None,None,3.82507441035119,5576
5577,zippyzipzip,flthththlffh,i seend a mouse! yum!,krazed,furrrrrrrrrr,EERS,REKT,fLEsh stik,None,None,6.294881765172013,5577
5578,goz down,blablabla,nspektin stuff,upside downside,cracky,eer,flappy,purdy cave,None,None,0.8599734623400209,5578
5579,sniffer,blablabla,zoweee,sparples,taterhead,earz,furr,wat dis?,None,None,2.1257850745789506,5579
5580,arouzd,blablabla,gathp,ooop,avvokado,eer,flappy,wat dis?,None,None,2.132669331398117,5580
5581,ouchie,oobie doo,angreye,seepy,flatface,woodywood eers,ETH,rottn elfboddie,None,None,8.716521335543877,5581
5582,shnozz,mubblebumm,waaah,seepy,taterhead,woodywood eers,flappy,fLEsh stik,None,None,6.047242539489394,5582
5583,crooky,blahhhhhhh,wass dat way,lookin down,SPIKR,earrz,sashay,darkerer,None,None,6.542562968690444,5583
5584,arouzd,mouffs,das not eyz eeder,punchded,avvokado,eer,blarggh,bloody milk yumm,None,None,4.430467268848964,5584
5585,uppy,bleebleebloobloo,gathp,punchded,avvokado,eerz?,ETH,bloody milk yumm,None,None,7.202984473519678,5585
5586,sniffer,ibblebiddle,tremblr,yallo,avvokado,eeeeers,wekkum tarbys,mold,None,None,3.3434880858803036,5586
5587,goz down,ibblebiddle,peep,das not an eyez!,cracky,eerz?,New Tattoo,rottn elfboddie,None,None,5.785825161893664,5587
5588,droopy,gaaahhh,termigooblin,transeded,furrrrrrrrrr,eeerbonez,ouchies,fLEsh stik,None,None,4.967113203668303,5588
5589,danglydoo,gooooooo,i seend a mouse! yum!,ooooh,avvokado,earrz,sashay,stupid color,None,None,4.244716173087931,5589
5590,crooky,blippyblipblipblip,waaah,yallo,STABBYSTABHEAD,eer,sashay,fludded tunlz,None,None,7.0034903239762345,5590
5591,shnozz,blippyblipblipblip,wass dat way,yallo,kiwimonstr,earrz,sashay,dirt,None,None,2.572998968830478,5591
5592,goz down,aaaabaaaaabbbaaa,zoweee,eeeeeediot,avvokado,eers,yur mom,kobold puke,None,None,1.7749618070207165,5592
5593,pointy,flthththlffh,tremblr,transeded,wart top,earz,flappy,mold,None,None,1.7542587946224955,5593
5594,ouchie,blarrr,peep,eeep,deflateded,eerz?,ouchies,purdy cave,None,None,2.600480259166479,5594
5595,ouchie,yabbagabba,waaah,ooop,STABBYSTABHEAD,floaty eerz,dat spase soot gots holes,nothin,None,None,5.276733464301751,5595
5596,arouzd,mouffs,das not eyz eeder,grekd,bumpynoggn,eerz?,yur mom,nothin,None,None,3.852643096364056,5596
5597,funny,blablabla,waaah,sparples,bumpynoggn,eirs,shy gobblin,bloody milk yumm,None,None,4.9396195273285235,5597
5598,goz down,yabbagabba,pinkypinkpink,ooop,bierdy,floaty eerz,teeheehee,darkerer,None,None,5.778929893240589,5598
5599,flassid,blarrr,browney,o noooooo,floppee,iers,Diamondhands?,mold,None,None,5.001522107867775,5599
5600,uppy,bleebleebloobloo,suthpithus,hangded over,wart top,eeerbonez,ouchies,stupid color,None,None,4.733170238077633,5600
5601,bloo,ibblebiddle,suthpithus,hangded over,oweee,eors,New Tattoo,fLEsh stik,None,None,4.079653634832258,5601
5602,berries,bleebleebloobloo,waaah,lookit dat,deflateded,eerchompr,dawwww,dirt,None,None,3.102727614535321,5602
5603,crooky,gaaahhh,waaah,das not an eyez!,oweee,eers,blarggh,fLEsh stik,None,None,4.863911270406353,5603
5604,funny,mrnnhrhmn,i seend a mouse! yum!,eeeeeediot,wart top,eermoffs,BLINGG,kobold puke,None,None,4.636927570544507,5604
5605,pointy,mubblebumm,wass dat way,hipnoatisn,TAK UR ORDRR?,earrz,dat spase soot gots holes,dirt,None,None,6.274240000593688,5605
5606,uppy,aaaabaaaaabbbaaa,gooness,ooop,avvokado,EERS,flappy,purdy cave,None,None,2.7243425374629346,5606
5607,funny,nomnomhole,whaja say?,hipnoatisn,soft pare,iers,inna bun,fludded tunlz,None,None,7.512599227701773,5607
5608,buttnose,gaaahhh,narf,grekd,bierdy,eer,RRRRRRAAAAAHHH,kobold puke,None,None,3.955794106097027,5608
5609,berries,glaaaaaah,pinkypinkpink,look up dere,kiwimonstr,eirs,REKT,fLEsh stik,None,None,5.5312500657242545,5609
5610,blobby,yabbagabba,wass dat way,look up dere,bumpynoggn,eers,fansee,mold,None,None,2.242735570212264,5610
5611,sniffer,blarrr,zoinks,lookin dere,cracky,eers,blarggh,bloody milk yumm,None,None,1.9744339341178263,5611
5612,udder pointy kind,bleebleebloobloo,angreye,eeep,TAK UR ORDRR?,earrz,wanna poak dat,bloody milk yumm,None,None,6.501280130130496,5612
5613,crooky,mubblebumm,look dis way,ooooh,avvokado,earz,grey body,fLEsh stik,None,None,3.666914708607436,5613
5614,goz down,mouf,nspektin stuff,sparples,avvokado,eeerbonez,dawwww,fludded tunlz,None,None,2.187721376025323,5614
5615,ouchie,flthththlffh,nar,das not an eyez!,flatface,earz,fansee,stupid sun,None,None,3.398540131270938,5615
5616,dizeezsd,glibbaglab,suthpithus,krazed,bumpynoggn,EERS,dat spase soot gots holes,darkderest,None,None,4.5612420228482335,5616
5617,dizeezsd,bleebleebloobloo,suthpithus,transeded,oweee,eeeeers,dawwww,dirt,None,None,3.7425465816866508,5617
5618,sniffer,aaaabaaaaabbbaaa,browney,punchded,soft pare,earrz,ouchies,wat dis?,None,None,2.318452773743715,5618
5619,pointy,blahhhhhhh,nar,teeny peephoal,flatface,eerz?,BLINGG,mold,None,None,2.4904456795465917,5619
5620,crooky,nomnomhole,das not eyz eeder,hipnoatisn,soft pare,blingyfaweez,blarggh,stupid sun,None,None,9.638418023493216,5620
5621,droopy,bleebleebloobloo,zoinks,look up dere,deflateded,eeeeers,New Tattoo,kobold puke,None,None,6.081636302016441,5621
5622,udder pointy kind,nudder mouf,look dis way,upside downside,jawboymangirl,eirs,flappy,fLEsh stik,None,None,4.513066666265235,5622
5623,is dat a nose,oobie doo,look dis way,hangded over,soft pare,eerchompr,wekkum tarbys,mold,None,None,3.1852829678223524,5623
5624,droopy,yabbagabba,das not eyz eeder,krazed,growf,eers,shy gobblin,purdy cave,None,None,1.5960123826072707,5624
5625,udder pointy kind,gooooooo,whoaz me,LAZERRR,floppee,earz,yaris pleeze,darkderest,None,None,9.356357507301977,5625
5626,kwaigun,nudder mouf,nar,sparples,taterhead,eermoffs,clubbin time,kobold puke,None,None,5.620687614881018,5626
5627,danglydoo,mrnnhrhmn,wass dat way,lookit dat,furrrrrrrrrr,iers,RRRRRRAAAAAHHH,wat dis?,None,None,5.400562022454514,5627
5628,flassid,nudder mouf,das not eyz eeder,lookit dat,growf,eirs,ETH,bloody milk yumm,None,None,6.026598709839127,5628
5629,goz down,aaaabaaaaabbbaaa,suthpithus,lookin down,wart top,eirs,dat spase soot gots holes,dirt,None,None,3.192143139260839,5629
5630,udder pointy kind,burblurblurb,i seend a mouse! yum!,look up dere,taterhead,eors,BLINGG,dirt,None,None,2.937616903228007,5630
5631,arouzd,blippyblipblipblip,i seend a mouse! yum!,eh?,TAK UR ORDRR?,eerchompr,yur mom,fludded tunlz,None,None,7.223613162413635,5631
5632,buttnose,glaaaaaah,oook,hangded over,flatface,eors,yur mom,rottn elfboddie,None,None,4.155302022532283,5632
5633,udder pointy kind,flthththlffh,don lookitme,seepy,SPIKR,floaty eerz,blarggh,dirt,None,None,4.802013506943237,5633
5634,das notta nose,mubblebumm,nspektin stuff,hangded over,cracky,iers,shy gobblin,kobold puke,None,None,2.194609763141061,5634
5635,dizeezsd,mubblebumm,whaja say?,transeded,growf,eerchompr,stukinda troat,stupid color,None,None,4.808896386996879,5635
5636,bloo,blahhhhhhh,narf,hangded over,kiwimonstr,eers,BLINGG,wat dis?,None,None,1.4722368159564563,5636
5637,blobby,mubblebumm,i seend a mouse! yum!,lookin hear,flatface,eeerbonez,grey body,rottn elfboddie,None,None,3.9695591824784575,5637
5638,uppy,bleebleebloobloo,gooness,krazed,bumpynoggn,blingyfaweez,inna bun,purdy cave,None,None,8.909147742888965,5638
5639,flassid,mouf,peep,eh?,STABBYSTABHEAD,eeeeers,flappy,stupid color,None,None,5.909621375904829,5639
5640,shnozz,nudder mouf,wass dat way,ooop,cracky,eeerbonez,dat spase soot gots holes,wat dis?,None,None,3.068336603249039,5640
5641,arouzd,nudder mouf,browney,seepy,bierdy,eers,blarggh,dirt,None,None,4.203491139594301,5641
5642,ouchie,mouf,whaja say?,eeep,cracky,eermoffs,New Tattoo,dirt,None,None,6.425618668425645,5642
5643,arouzd,nuddernuddermouf,gooness,eeep,avvokado,eer,RRRRRRAAAAAHHH,mold,None,None,3.6668541497047014,5643
5644,blobby,mubblebumm,narf,grekd,cracky,earrz,RRRRRRAAAAAHHH,darkerer,None,None,4.182819785932283,5644
5645,dribble,yabbagabba,gooness,wass overder?,avvokado,eors,wekkum tarbys,purdy cave,None,None,3.5911692901621612,5645
5646,blobby,burblurblurb,don lookitme,look up dere,bierdy,eers,RRRRRRAAAAAHHH,stupid sun,None,None,5.593167786256389,5646
5647,uppy,yabbagabba,pinkypinkpink,look up dere,kiwimonstr,eer,flappy,fludded tunlz,None,None,2.937581805708047,5647
5648,zippyzipzip,mrnnhrhmn,hlo,seepy,cracky,iers,flappy,fLEsh stik,None,None,1.9331937639903949,5648
5649,kwaigun,mrnnhrhmn,oook,blindeded,flatface,eer,fansee,wat dis?,None,None,3.9557775911708464,5649
5650,ouchie,glibbaglab,nspektin stuff,blindeded,SPIKR,earrz,flappy,stupid sun,None,None,5.1322431851123875,5650
5651,ouchie,gaaahhh,angreye,look up dere,soft pare,blingyfaweez,shy gobblin,rottn elfboddie,None,None,7.780927012111236,5651
5652,dizeezsd,glaaaaaah,zoinks,seepy,flatface,floaty eerz,REKT,dirt,None,None,6.129793076921774,5652
5653,berries,bleebleebloobloo,don lookitme,glowcoma,furrrrrrrrrr,eer,wanna poak dat,wat dis?,None,None,4.58873845241369,5653
5654,shnozz,mouf,i seend a mouse! yum!,ooooh,floppee,eers,flappy,kobold puke,None,None,1.0801004301578796,5654
5655,ouchie,mouf,waaah,yallo,growf,earz,ouchies,purdy cave,None,None,2.4216147959213377,5655
5656,das notta nose,bleebleebloobloo,zoinks,lookin down,floppee,earz,dawwww,nothin,None,None,3.3228848612701487,5656
5657,shnozz,nuddernuddermouf,LAZZARZZZZ,eeep,furrrrrrrrrr,leefs,wekkum tarbys,purdy cave,None,None,10.711615615154264,5657
5658,goz down,gooooooo,das not eyz eeder,grekd,growf,eer,ETH,fLEsh stik,None,None,4.712606237772241,5658
5659,shnozz,aaaabaaaaabbbaaa,gathp,ooooh,kiwimonstr,eers,RRRRRRAAAAAHHH,rottn elfboddie,None,None,3.8457230540238823,5659
5660,berries,nuddernuddermouf,whaja say?,ooooh,cracky,eers,sashay,stupid sun,None,None,2.428498363670656,5660
5661,dizeezsd,gaaahhh,zoweee,ooop,taterhead,eirs,fansee,wat dis?,None,None,3.384823226261608,5661
5662,sniffer,gooooooo,pinkypinkpink,seepy,growf,eers,ouchies,dirt,None,None,2.332224730440998,5662
5663,das notta nose,blablabla,i seend a mouse! yum!,yallo,taterhead,leefs,wekkum tarbys,darkerer,None,None,7.863461722007741,5663
5664,flassid,yabbagabba,don lookitme,eeeeeediot,bierdy,eeerbonez,furr,purdy cave,None,None,2.2427851198767446,5664
5665,bloo,blablabla,gooness,eeep,floppee,earrz,eeeeeeeeboooom,wat dis?,None,None,5.1803820655776756,5665
5666,danglydoo,glibbaglab,termigooblin,transeded,furrrrrrrrrr,eer,wanna poak dat,fLEsh stik,None,None,4.3273169471170405,5666
5667,berries,bleebleebloobloo,nspektin stuff,wass overder?,avvokado,earz,ouchies,fludded tunlz,None,None,4.740085462578242,5667
5668,dizeezsd,blahhhhhhh,zoweee,ooop,floppee,iers,ouchies,fludded tunlz,None,None,4.3754682152656486,5668
5669,blobby,flthththlffh,termigooblin,teeny peephoal,wart top,earrz,ouchies,fLEsh stik,None,None,3.543026280927157,5669
5670,blobby,aaaabaaaaabbbaaa,zoweee,lookit dat,kiwimonstr,eeerbonez,dawwww,darkerer,None,None,2.944470881588261,5670
5671,goz down,blippyblipblipblip,whaja say?,eh?,avvokado,floaty eerz,dat spase soot gots holes,purdy cave,None,None,2.483571741368978,5671
5672,goz down,burblurblurb,gathp,look up dere,oweee,LAAAAAZZER EERS,blarggh,bloody milk yumm,None,None,7.106690193387727,5672
5673,buttnose,glibbaglab,whoaz me,punchded,kiwimonstr,eeeeers,grey body,kobold puke,None,None,4.430503743134447,5673
5674,uppy,mubblebumm,gooness,look up dere,deflateded,eors,wekkum tarbys,fLEsh stik,None,None,2.641802322183875,5674
5675,danglydoo,gaaahhh,oook,squintee,kiwimonstr,floaty eerz,shy gobblin,purdy cave,None,None,4.430518195584339,5675
5676,arouzd,blablabla,suthpithus,look up dere,floppee,eers,sashay,darkerer,None,None,4.451173722321224,5676
5677,pointy,oobie doo,nspektin stuff,lookit dat,bumpynoggn,eors,sashay,fLEsh stik,None,None,2.4285382797936075,5677
5678,crooky,oobie doo,gooness,transeded,soft pare,eers,ouchies,darkderest,None,None,3.6256064097335137,5678
5679,crooky,mrnnhrhmn,i seend a mouse! yum!,lookin dere,cracky,eers,grey body,purdy cave,None,None,2.6693159569668437,5679
5680,dribble,gooooooo,wass dat way,krazed,cracky,eerchompr,inna bun,stupid sun,None,None,6.3980788831900535,5680
5681,flassid,blarrr,waaah,spooky,flatface,eermoffs,dawwww,rottn elfboddie,None,None,5.483080902219489,5681
5682,pointy,nuddernuddermouf,grrrAAAAAuuugh,o noooooo,bumpynoggn,eer,grey body,mold,None,None,2.772493807443769,5682
5683,berries,nuddernuddermouf,whoaz me,ooop,kiwimonstr,eerchompr,RRRRRRAAAAAHHH,wat dis?,None,None,2.7725165157535536,5683
5684,berries,mouffs,whaja say?,wass overder?,soft pare,floaty eerz,dawwww,nothin,None,None,2.2565281713688727,5684
5685,buttnose,gaaahhh,zoweee,eeeeeediot,cracky,earz,grey body,fLEsh stik,None,None,3.013293507216025,5685
5686,arouzd,ibblebiddle,whoaz me,seepy,bierdy,eors,dat spase soot gots holes,stupid color,None,None,4.499326366929985,5686
5687,udder pointy kind,mubblebumm,whaja say?,wass overder?,kiwimonstr,floaty eerz,shy gobblin,purdy cave,None,None,3.205927484710241,5687
5688,crooky,yabbagabba,hlo,spooky,kiwimonstr,eirs,furr,fLEsh stik,None,None,2.93071613010849,5688
5689,sniffer,mouf,hlo,squintee,deflateded,eerz?,New Tattoo,nothin,None,None,4.747013075220228,5689
5690,flassid,bleebleebloobloo,i seend a mouse! yum!,grekd,oweee,eirs,grey body,darkderest,None,None,5.813327786064208,5690
5691,danglydoo,mouffs,das not eyz eeder,sparples,wart top,earrz,RRRRRRAAAAAHHH,stupid color,None,None,3.9282784079216557,5691
5692,bloo,gaaahhh,oook,punchded,growf,eer,RRRRRRAAAAAHHH,bloody milk yumm,None,None,3.0820576338216887,5692
5693,zippyzipzip,mrnnhrhmn,browney,upside downside,flatface,EERS,grey body,dirt,None,None,3.997050794509722,5693
5694,funny,aaaabaaaaabbbaaa,peep,eh?,deflateded,eirs,grey body,stupid sun,None,None,5.084090538060658,5694
5695,arouzd,mubblebumm,waaah,transeded,flatface,eermoffs,BLINGG,darkerer,None,None,6.528808216447245,5695
5696,goz down,nudder mouf,zoinks,lookin down,TAK UR ORDRR?,eeeeers,blarggh,darkerer,None,None,8.916030625690945,5696
5697,arouzd,aaaabaaaaabbbaaa,gathp,blindeded,growf,eeerbonez,flappy,mold,None,None,1.7749390955045357,5697
5698,blobby,blarrr,nspektin stuff,seepy,oweee,floaty eerz,wekkum tarbys,darkerer,None,None,4.664426066098019,5698
5699,dizeezsd,gaaahhh,whaja say?,hipnoatisn,avvokado,eerchompr,stukinda troat,dirt,None,None,5.751400430769059,5699
5700,uppy,glaaaaaah,browney,ooop,STABBYSTABHEAD,eermoffs,dawwww,rottn elfboddie,None,None,7.987294410457074,5700
5701,uppy,mouf,narf,ooooh,growf,eors,ETH,nothin,None,None,3.8595163450137657,5701
5702,arouzd,blablabla,nar,ooop,flatface,iers,wanna poak dat,darkerer,None,None,4.0589733337975336,5702
5703,funny,bleebleebloobloo,nspektin stuff,squintee,floppee,eirs,wekkum tarbys,rottn elfboddie,None,None,6.219224432389563,5703
5704,uppy,blablabla,nspektin stuff,lookin dere,cracky,eeeeers,fansee,rottn elfboddie,None,None,4.402966708070822,5704
5705,dribble,mouf,waaah,seepy,bumpynoggn,eirs,dat spase soot gots holes,darkderest,None,None,5.661938107314455,5705
5706,shnozz,glibbaglab,oook,grekd,growf,eeerbonez,furr,darkderest,None,None,3.7769424083695284,5706
5707,blobby,blarrr,angreye,sparples,avvokado,eeeeers,eeeeeeeeboooom,mold,None,None,5.95780567863905,5707
5708,funny,blippyblipblipblip,not enthuzd,wass overder?,SPIKR,eeeeers,yaris pleeze,wat dis?,None,None,8.895412946951357,5708
5709,berries,mouffs,don lookitme,das not an eyez!,deflateded,buttfly eerz,BLINGG,fludded tunlz,None,None,8.152381721331047,5709
5710,ouchie,aaaabaaaaabbbaaa,not enthuzd,squintee,deflateded,EERS,blarggh,rottn elfboddie,None,None,5.207914280053397,5710
5711,zippyzipzip,ibblebiddle,tremblr,seepy,bumpynoggn,eeeeers,sashay,dirt,None,None,3.770060905234096,5711
5712,ouchie,aaaabaaaaabbbaaa,narf,lookin down,jawboymangirl,eeeeers,fansee,bloody milk yumm,None,None,4.175969246508472,5712
5713,danglydoo,nomnomhole,nar,squintee,bumpynoggn,floaty eerz,fansee,fLEsh stik,None,None,5.366137979483643,5713
5714,bloo,yabbagabba,oook,seepy,soft pare,earrz,furr,fLEsh stik,None,None,1.018177891633496,5714
5715,dizeezsd,bleebleebloobloo,gathp,look up dere,avvokado,eors,yur mom,stupid color,None,None,4.630005463437761,5715
5716,udder pointy kind,nuddernuddermouf,nspektin stuff,look up dere,growf,eermoffs,yur mom,nothin,None,None,3.1508685594618107,5716
5717,crooky,glaaaaaah,browney,look up dere,flatface,eeeeers,dawwww,fludded tunlz,None,None,3.8526093778999035,5717
5718,blobby,ibblebiddle,angreye,krazed,kiwimonstr,EERS,yaris pleeze,darkderest,None,None,6.893426152066258,5718
5719,is dat a nose,blippyblipblipblip,nspektin stuff,ooooh,oweee,blingyfaweez,grey body,darkderest,None,None,7.959769077824061,5719
5720,ouchie,flthththlffh,gathp,lookit dat,flatface,eerchompr,clubbin time,purdy cave,None,None,1.169504257338723,5720
5721,berries,nuddernuddermouf,gathp,lookin down,STABBYSTABHEAD,buttfly eerz,shy gobblin,purdy cave,None,None,8.854128733763485,5721
5722,sniffer,gooooooo,gooness,eeep,SPIKR,iers,eeeeeeeeboooom,wat dis?,None,None,9.074273592967678,5722
5723,danglydoo,oobie doo,don lookitme,look up dere,taterhead,earrz,wekkum tarbys,stupid sun,None,None,4.169073292297317,5723
5724,kwaigun,ibblebiddle,narf,lookin dere,bumpynoggn,earz,BLINGG,fLEsh stik,None,None,3.5155105801561315,5724
5725,sniffer,blippyblipblipblip,zoinks,lookin hear,growf,eors,flappy,dirt,None,None,1.4034444730627988,5725
5726,shnozz,blippyblipblipblip,browney,teeny peephoal,SPIKR,eeeeers,RRRRRRAAAAAHHH,stupid sun,None,None,8.1799393987164,5726
5727,arouzd,gaaahhh,look dis way,eh?,soft pare,earrz,ouchies,dirt,None,None,3.797594495559229,5727
5728,funny,glaaaaaah,peep,eeep,STABBYSTABHEAD,eirs,clubbin time,stupid color,None,None,7.760252215695637,5728
5729,flassid,burblurblurb,whoaz me,hangded over,jawboymangirl,EERS,wanna poak dat,stupid sun,None,None,6.893403441008133,5729
5730,arouzd,gooooooo,hlo,lookin dere,soft pare,floaty eerz,inna bun,bloody milk yumm,None,None,5.854612001084307,5730
5731,uppy,gaaahhh,grrrAAAAAuuugh,glowcoma,avvokado,leefs,wekkum tarbys,mold,None,None,7.870345980659133,5731
5732,funny,mrnnhrhmn,nspektin stuff,glowcoma,wart top,eerz?,REKT,rottn elfboddie,None,None,8.06985871157487,5732
5733,dribble,mrnnhrhmn,peep,lookit dat,bumpynoggn,eors,flappy,darkderest,None,None,3.8250840435873483,5733
5734,funny,flthththlffh,nspektin stuff,lookin down,bierdy,iers,clubbin time,stupid sun,None,None,4.925793203737938,5734
5735,zippyzipzip,oobie doo,zoweee,look up dere,deflateded,earz,clubbin time,fludded tunlz,None,None,3.39166137632256,5735
5736,danglydoo,gaaahhh,nar,seepy,floppee,eermoffs,yur mom,darkerer,None,None,6.817757118838108,5736
5737,bloo,glaaaaaah,zoweee,lookin dere,growf,eors,blarggh,dirt,None,None,1.7886883446554622,5737
5738,droopy,ibblebiddle,zoweee,sparples,oweee,leefs,shy gobblin,dirt,None,None,7.216776387744038,5738
5739,berries,gaaahhh,zoweee,seepy,taterhead,floaty eerz,dat spase soot gots holes,stupid color,None,None,4.217219054299942,5739
5740,bloo,ibblebiddle,zoweee,das not an eyez!,cracky,eermoffs,yur mom,wat dis?,None,None,3.9970796995621907,5740
5741,dizeezsd,yabbagabba,whoaz me,transeded,deflateded,earz,BLINGG,kobold puke,None,None,2.813747740340504,5741
5742,None,None,None,None,None,None,None,None,angwy grey dwark,None,99.97935204112196,5742
5743,udder pointy kind,mouffs,grrrAAAAAuuugh,hangded over,bierdy,floaty eerz,fansee,bloody milk yumm,None,None,3.212778709997503,5743
5744,sniffer,blahhhhhhh,wass dat way,sparples,wart top,eerchompr,fansee,mold,None,None,1.8368368598837639,5744
5745,das notta nose,blablabla,don lookitme,das not an eyez!,taterhead,onny a fleshwoond,grey body,purdy cave,None,None,6.66640322713622,5745
5746,buttnose,mrnnhrhmn,whaja say?,eeep,avvokado,eers,wanna poak dat,stupid sun,None,None,5.648220517052417,5746
5747,sniffer,blahhhhhhh,oook,das not an eyez!,flatface,blingyfaweez,grey body,rottn elfboddie,None,None,7.60890864645244,5747
