,Chin,Eyes,Hat,Back,Layerz,Lol-Drip,Base-Layer,Sides,Nose,Smoking,Lips,Tattoos,Mouth,Body,Tail,Background,Rarity score,Token Id
4909,Flaps,Sunglasses-2,Crazy-Hair,Green-9,Bra,None,TShirt-Navy,Sharp,Original,None,None,None,Disgusted,Blue,Colour-Tatts,Grey,47.81410315823512,4909
4910,Triple,Dopey-Purple,Lwa,Bones,None,Suit-2,None,Stripes,Original,None,Orange,Colour-Tatts,Jaws,Grey,Black-Tatts,Pink,60.871643817448174,4910
4911,Stubble,Dopey-Yellow,Purple-Camo,Purple-8,None,Lousy-Lemuria,None,Markings,Wide,None,None,Chest-Hair,Cheerful,Grey,Curvy,Pink,29.261521693147692,4911
4912,Triple,Squint-Purple,Lwa,Orange-9,None,Dyor-Sweater,None,Speckled,Flared,None,None,Colour-Tatts,Scaly,Purple,Sharp,Yellow,35.838649447634324,4912
4913,Triple,Chameleon-Almond-Green,Purple-Camo,Green-7,Stormzy,None,TShirt-Purple,Sharp,Wide,None,None,None,Scaly,Green,Colour-Tatts,Lilac,45.19270871193897,4913
4914,Stubble,Crosseyed-Green,Pyramid,Red-6,None,None,TShirt-Olive,Stripes,Deep,None,None,None,Gappy,Green,Bone,Purple,20.899237430511402,4914
4915,Spikes,Weird-Pupil-Red,Lumpy,Orange-1,None,Diamond-Hands,None,Black-Tatts,Flared,None,None,Colour-Tatts,Disgusted,Blue,Curvy,Yellow,29.418403356823696,4915
4916,Veiny,Demon-Realm-2,Mars-Blackmon,Green-1,None,Black-Puffer,None,Mottling,Wide,Cigarette,None,Chest-Hair,Closed,Green,Spotty,Teal,58.41275719222468,4916
4917,Spikes,Trippy,Gypsy-King,Green-7,None,Rcsa,None,Ovals,Original,None,None,Chest-Hair,Befuddled,Yellow,Black-Tatts,Teal,28.88698454047868,4917
4918,Frills,Peace,Monster,Red-2,None,Cold-Blooded,None,Ovals,Deep,None,Red,Colour-Tatts,Goofy,Blue,Waves,Green,48.08945670592258,4918
4919,Spikes,Glass,Pyramid,Purple-1,None,None,None,Mottling,Flared,None,None,Colour-Tatts,Scaly,Green,Bone,Lilac,12.37147156088628,4919
4920,Spikes,Crosseyed-Red,Pimp,Purple-3,Psychrome-Hoody,None,TShirt-White,Sharp,Snouty,None,None,None,Befuddled,Yellow,Curvy,Light-Blue,49.41717727082509,4920
4921,Little-Bumps,Crosseyed-Pink,Monster,Purple-3,None,None,None,Speckled,Flared,None,None,Chest-Hair,Scaly,Blue,Spotty,Grey,4.708108595465475,4921
4922,Triple,Bowie-Red,Jurassic,Green-7,None,Birds-Aren't-Real,None,Markings,Deep,None,Green,Colour-Tatts,Jaws,Green,Curvy,Purple,49.67254548049957,4922
4923,Spots,Purple-Shades,Lwa,Red-8,Creepz-Hoody,None,None,Ovals,Snouty,None,Neon-Green,None,Awkward,Green,Waves,Blue,38.940968465406236,4923
4924,None,Squint-Grey,Bunny-Balaclava,None,None,Creepz-Rugby,None,None,Snouty,None,Neon-Green,Black-Tatts,Spiky,Green,Bone,Teal,55.036779326990995,4924
4925,Spikes,Vr2,Miner,Pink-3,Fat-Gold-Chain,None,None,Techno,Wide,None,None,None,Gappy,Blue,Black-Tatts,Grey,22.96548240041708,4925
4926,Little-Bumps,Crazed-Yellow,Eggscellent-Extreme,Green-5,Military-Vest,None,Sweater-Purple,Black-Tatts,Original,None,None,None,Gappy,Grey,Waves,Pink,48.88620246491889,4926
4927,Frills,V,Five-Panel-Blue-Checkerboard,Red-9,None,One-Of-Us,None,Scales,Flared,None,Red,Chest-Hair,Goofy,Blue,Plain,Grey,46.76503100462584,4927
4928,Spikes,Sunglasses-1,Dad-Cap-Pink,Green-7,None,Highest-in-the-room,None,Markings,Wide,None,None,Chest-Hair,Cheerful,Blue,Mottled,Grey,23.73985672157806,4928
4929,Frills,Crosseyed-Pink,Creepz-Trucker,Orange-1,None,Agamids-Red,None,Stripes,Snouty,None,Green,Chest-Hair,Cheesy,Green,Stripy,Lilac,45.62465498098378,4929
4930,Stubble,Bowie-Red,Pink-Bucket,Red-5,Gillet,None,Sweater-Turquoise,Spots,Deep,None,None,None,Checkerboard,Grey,Techno,Pink,51.46664661937667,4930
4931,Spikes,Demon-Realm-3,Five-Panel-Purple,Red-8,None,Argyle-3,None,Black-Tatts,Wide,None,Green,Black-Tatts,Checkerboard,Purple,Plain,Green,59.25480890477567,4931
4932,Little-Bumps,Chameleon-Circle-Blue,Beanie-Creepz,Orange-4,Ase-Chain-Silver,None,Sweater-Purple,Stripes,Snouty,None,None,None,Spiky,Purple,Bone,Blue,51.66749031703477,4932
4933,Spikes,Crosseyed-Red,Five-Panel-Olive,Pink-4,None,Cold-Blooded,None,Black-Tatts,Snouty,None,Orange,Colour-Tatts,Spiky,Green,Techno,Teal,52.08936684396337,4933
4934,Flaps,Chameleon-Almond-Yellow,Dad-Cap-Green,Green-1,None,None,TShirt-Black,Black-Tatts,Flared,None,None,None,Gappy,Yellow,Techno,Teal,28.943370567122646,4934
4935,Soft-Spikes,Spiral,Creepz,Green-1,None,None,None,Black-Tatts,Wide,None,Orange,Chest-Hair,Cheesy,Blue,Curvy,Brown,30.049264712101902,4935
4936,Frills,Glass,Kruger,Pink-2,Dyor-Hoody,None,TShirt-White,Markings,Original,None,None,None,Gappy,Blue,Black-Tatts,Brown,46.02671247414498,4936
4937,Veiny,Vr1,Police,Green-7,None,Cold-Blooded,None,Bumps,Wide,None,None,Chest-Hair,Cheesy,Grey,Spotty,Green,28.066793395462014,4937
4938,Little-Bumps,Dopey-Green,Five-Panel-Purple,Green-2,None,Dyor-Sweater,None,Sharp,Wide,None,Neon-Green,Chest-Hair,Grills,Grey,Black-Tatts,Pink,53.00472362401653,4938
4939,Armoured,Dopey-Grey,Raptors,Orange-7,Dyor-Hoody,None,TShirt-Olive,Markings,Wide,Pipe,None,None,Closed,Blue,Waves,Purple,72.85236520692631,4939
4940,Spikes,Sunglasses-2,Bobble-Hat-Grey,Pink-3,None,Camo-Green,None,Spots,Deep,None,None,Black-Tatts,Scaly,Green,Mottled,Blue,24.005711687125903,4940
4941,None,Bosseyed-Yellow,Bunny-Balaclava,None,None,Creepz-Rugby,None,None,Deep,None,None,Chest-Hair,Closed,Green,Colour-Tatts,Lilac,27.763258418844334,4941
4942,Spots,Dopey-Grey,Pink-Bucket,Purple-3,None,None,None,Ovals,Wide,None,None,Chest-Hair,Cheerful,Purple,Mottled,Blue,9.290481789785987,4942
4943,Lines,Squint-Grey,Purple-Camo,Green-1,None,Gorn-Hub,None,Bumps,Flared,None,Purple,Black-Tatts,Jaws,Grey,Colour-Tatts,Pink,60.173826708495895,4943
4944,Big-Bumps,Weird-Pupil-Purple,Lucifer,Tech,None,Lucky-Lizards,None,Black-Tatts,Wide,None,Neon-Green,Chest-Hair,Razor-Sharp,Green,Mottled,Teal,45.15502855395083,4944
4945,Little-Bumps,V,Backwards-Cap-Black,Purple-3,None,Fanboy,None,Techno,Original,None,None,Chest-Hair,Disgusted,Grey,Black-Tatts,Light-Green,30.64358446338591,4945
4946,Armoured,Bowie-Green,Bucket-Creepz,Red-4,None,None,None,Techno,Snouty,None,Purple,Colour-Tatts,Awkward,Purple,Spotty,Blue,37.40589868790071,4946
4947,Frills,Squint-Yellow,Backwards-Cap-Olive,Green-6,None,Argyle-1,None,Spots,Snouty,None,None,Chest-Hair,Cheesy,Grey,Plain,Green,29.05744073607935,4947
4948,Lines,Bosseyed-Yellow,Bucket-Creepz,Pink-5,Ngmi-Hoody,None,None,Spots,Snouty,None,Gradient,None,Awkward,Green,Black-Tatts,Blue,42.94422923864069,4948
4949,Flaps,Blood,Five-Panel-Olive,Pink-3,Iridescent-Bag,None,Sweater-Turquoise,Black-Tatts,Flared,None,None,None,Disgusted,Blue,Curvy,Purple,41.90454471381394,4949
4950,Spots,Caiman,Ushanka,None,Cardigan,None,Sweater-White,None,Deep,None,None,None,Befuddled,Grey,Curvy,Blue,44.086197693935446,4950
4951,Frills,Chameleon-Almond-Blue,Wizard,Pink-9,Ngmi-Hoody,None,TShirt-Pink,Colour-Tatts,Original,None,Orange,None,Jaws,Green,Curvy,Purple,63.30871616438461,4951
4952,Armoured,Crosseyed-Pink,Pink-Bucket,Orange-3,Cbc-Hoody,None,None,Spots,Original,None,None,None,Cheerful,Grey,Waves,Light-Green,22.277695480468076,4952
4953,Veiny,Chameleon-Almond-Grey,Lwa,Flames,Puffer-vest,None,Sweater-White,Flaps,Original,None,None,None,Spiky,Yellow,Rainbow,Blue,51.126261639985,4953
4954,Flaps,Dopey-Green,Bucket-Navy,Red-3,Sneakers,None,Sweater-Olive,Flaps,Original,None,None,None,Befuddled,Blue,Spotty,Green,44.65845986145046,4954
4955,Frills,Crosseyed-Purple,Purple-Camo,Green-2,Dyor-Hoody,None,Sweater-Black,Ovals,Wide,None,Red,None,Spiky,Green,Curvy,Lilac,63.64208271538646,4955
4956,Little-Bumps,Chameleon-Circle-Blue,Creepz-Trucker,Red-5,None,Lemuria-Wyoming-2,None,Hatching,Deep,None,None,Black-Tatts,Befuddled,Green,Mottled,Sky,28.485506436864643,4956
4957,None,Weird-Pupil-Yellow,Bunny-Balaclava,None,Bullets,None,TShirt-White,None,Original,None,None,None,Befuddled,Grey,Plain,Pink,52.558694746525866,4957
4958,Stubble,Crazed-Blue,Broad-Brim,Pink-2,Tech-2,None,TShirt-Purple,Scales,Flared,None,None,None,Checkerboard,Grey,Bone,Pink,52.26651815132257,4958
4959,Lines,Dopey-Purple,Pyramid,Orange-9,None,V,None,Mottling,Deep,None,Red,Black-Tatts,Cheesy,Blue,Black-Tatts,Purple,48.409523289193444,4959
4960,Triple,Glass,Jurassic,Purple-1,None,Orange-Puffer,None,Colour-Tatts,Wide,None,None,Chest-Hair,Disgusted,Green,Waves,Purple,21.52723278735094,4960
4961,Big-Bumps,Vr3,Dad-Cap-Pink,Orange-6,Og-Hoody,None,Sweater-Olive,Stripes,Wide,None,Red,None,Awkward,Blue,Stripy,Yellow,65.23168313900413,4961
4962,Triple,Squint-Purple,Purple-Camo,Purple-7,Ngmi-Hoody,None,None,Mottling,Original,None,Orange,None,Goofy,Grey,Sharp,Purple,42.61401326384978,4962
4963,Lines,Crosseyed-Yellow,Beanie-Grey,Purple-6,None,Agamids-Black,None,Bumps,Snouty,None,None,Chest-Hair,Disgusted,Blue,Stripy,Brown,27.61727483882721,4963
4964,Triple,Vertical-Green,Creepz,Bones,Block-Chain,None,TShirt-White,Ovals,Original,None,None,None,Scaly,Grey,Spotty,Green,44.84541833946356,4964
4965,Spikes,Sunglasses-1,Dad-Cap-Green,Red-9,None,Cold-Blooded,None,Black-Tatts,Wide,None,Red,Black-Tatts,Goofy,Green,Black-Tatts,Lilac,50.88075667543723,4965
4966,Little-Bumps,Dopey-Purple,Miner,Pink-8,None,One-Of-Us,None,Ovals,Original,None,None,Chest-Hair,Scaly,Grey,Black-Tatts,Pink,28.498832739911716,4966
4967,Lines,V,Pyramid,Orange-1,None,Skeleton,None,Sharp,Original,None,Red,Black-Tatts,Grills,Blue,Colour-Tatts,Brown,55.07796038233867,4967
4968,Flaps,Dopey-Yellow,Pink-Bucket,Purple-7,Tech-1,None,Sweater-Black,Scales,Flared,None,Red,None,Awkward,Grey,Spotty,Green,66.31078158151213,4968
4969,Soft-Spikes,Bosseyed-Green,Backwards-Cap-Olive,Red-7,None,Dyor-Sweater,None,Scales,Wide,None,None,Chest-Hair,Checkerboard,Grey,Mottled,Purple,24.097456769433435,4969
4970,Soft-Spikes,Chameleon-Almond-Yellow,Bucket-Burberry,Orange-7,None,Rcsa,None,Mottling,Original,None,None,Black-Tatts,Scaly,Blue,Waves,Brown,30.000398165808313,4970
4971,Creases,Children-Of-The-Matrix,Gypsy-King,Purple-2,None,Her-Maj,None,Mottling,Wide,None,None,Black-Tatts,Cheerful,Blue,Techno,Brown,34.85150138183874,4971
4972,Creases,Dopey-Green,Fujita,None,None,None,Sweater-Black,None,Flared,None,None,None,Scaly,Yellow,Waves,Teal,24.60610033425934,4972
4973,Big-Bumps,Vr2,Backwards-Cap-Blue,Pink-4,None,None,None,Colour-Tatts,Deep,None,Purple,Chest-Hair,Spiky,Blue,Curvy,Yellow,30.03904667531245,4973
4974,Stubble,Peace,Backwards-Cap-Yellow,Orange-5,Cbc-Hoody,None,Sweater-Purple,Bumps,Snouty,None,Red,None,Checkerboard,Blue,Sharp,Grey,66.8588295508025,4974
4975,Soft-Spikes,Bowie-Pink,Purple-Camo,Red-7,None,Run-Cbc,None,Mottling,Deep,None,None,Colour-Tatts,Goofy,Blue,Curvy,Purple,26.228887384611987,4975
4976,Spikes,Vr5,Dad-Cap-Pink,Green-5,None,None,Sweater-Navy,Mottling,Deep,None,None,None,Grills,Grey,Curvy,Light-Green,27.925659406895438,4976
4977,None,Weird-Pupil-Green,Bunny-Balaclava,None,None,Gorn-Hub,None,None,Snouty,None,Red,Colour-Tatts,Razor-Sharp,Purple,Techno,Grey,60.612528450055294,4977
4978,Spikes,Peace,Creepz,Pink-7,None,Burger-King,None,Black-Tatts,Original,None,None,Colour-Tatts,Scaly,Purple,Bone,Teal,36.73742455192883,4978
4979,Armoured,Weird-Pupil-Blue,Backwards-Cap-Blue,Red-4,None,Argyle-3,None,Flaps,Snouty,None,None,Chest-Hair,Scaly,Green,Rainbow,Lilac,26.354254791502242,4979
4980,Stubble,Caiman,Monster,Green-3,None,Olive-Puffer,None,Ovals,Flared,None,Purple,Chest-Hair,Razor-Sharp,Grey,Sharp,Pink,51.67035257824488,4980
4981,Soft-Spikes,Weird-Pupil-Yellow,Fujita,None,Ase-Chain-Silver,None,Sweater-Black,None,Original,None,None,None,Goofy,Blue,Waves,Yellow,45.44474307092667,4981
4982,None,Weird-Pupil-Green,Balaclava,None,None,Dystopian,None,None,Deep,None,None,None,Closed,Green,Waves,Lilac,17.82163224028908,4982
4983,Lines,Benedict,Lwa,Red-8,Vest-1,None,None,Sharp,Deep,None,None,None,Gappy,Green,Rainbow,Blue,20.623408042604257,4983
4984,Armoured,Demon-Realm-1,Fujita,None,None,Tie-Dye-3,None,None,Snouty,None,None,Chest-Hair,Grills,Grey,Mottled,Blue,25.169606903321117,4984
4985,Soft-Spikes,Veins-1,Creepz-Trucker,Pink-2,None,Tie-Dye-1,None,Spots,Wide,None,None,Colour-Tatts,Befuddled,Blue,Mottled,Purple,25.02019876217726,4985
4986,Stubble,Diamond,Sneakerhead,Green-3,Iridescent-Bag,None,Sweater-Navy,Flaps,Original,None,Green,None,Cheesy,Grey,Rainbow,Green,72.14855299858299,4986
4987,Armoured,Chameleon-Almond-Blue,Ronald,Red-9,Tech-3,None,TShirt-White,Scales,Wide,None,Red,None,Awkward,Purple,Stripy,Grey,67.67224709741025,4987
4988,Triple,Blinky,Wizard,Orange-4,Sneakers,None,None,Stripes,Original,None,Green,None,Razor-Sharp,Purple,Colour-Tatts,Grey,51.47128844931419,4988
4989,Stubble,Chameleon-Almond-Yellow,Dad-Cap-Pink,Pink-2,None,V,None,Spots,Flared,None,None,Chest-Hair,Razor-Sharp,Grey,Plain,Green,27.821755400999535,4989
4990,Lines,Vr4,Crazy-Hair,Pink-3,None,Tie-Dye-2,None,Bumps,Deep,None,Neon-Green,Chest-Hair,Jaws,Grey,Plain,Pink,56.289590894119165,4990
4991,Big-Bumps,Squint-Yellow,Red-Camo,Red-3,None,Godziller,None,Sharp,Snouty,None,Green,Colour-Tatts,Goofy,Green,Black-Tatts,Teal,52.10295391226377,4991
4992,Creases,Chameleon-Circle-Purple,Sombrero,Pink-9,Sneakers,None,None,Spots,Original,None,Orange,None,Spiky,Green,Bone,Blue,42.600400751817496,4992
4993,Spikes,Peace,Lumpy,Orange-4,Ase-Chain-Silver,None,TShirt-White,Flaps,Deep,None,None,None,Disgusted,Grey,Bone,Blue,45.69655042928602,4993
4994,Lines,Crazed-Grey,Sombrero,Pink-1,None,Gorn-Hub,None,Spots,Snouty,None,None,Chest-Hair,Disgusted,Blue,Stripy,Yellow,25.5984715162316,4994
4995,Frills,Dopey-Yellow,Koopa-Red,Pink-3,None,None,None,Hatching,Deep,None,None,Chest-Hair,Disgusted,Yellow,Stripy,Purple,7.445370102466498,4995
4996,Stubble,Weird-Pupil-Green,Backwards-Cap-Red,Orange-6,Og-Hoody,None,TShirt-Navy,Sharp,Deep,Pipe,None,None,Closed,Yellow,Black-Tatts,Blue,82.24683367685004,4996
4997,Spikes,Chameleon-Almond-Yellow,Kruger,Pink-3,None,None,None,Ovals,Deep,None,None,Colour-Tatts,Grills,Grey,Plain,Light-Green,19.68754321943126,4997
4998,Spots,Bowie-Purple,Lu-Tang,Green-1,None,Lucky-Lizards,None,Mottling,Deep,None,None,Black-Tatts,Closed,Grey,Sharp,Green,30.03808637146817,4998
4999,Spikes,Spiral,Gatorade,Pink-4,None,None,TShirt-Purple,Colour-Tatts,Wide,None,None,None,Gappy,Green,Waves,Lilac,20.745822218428696,4999
5000,Little-Bumps,Vertical-Red,Five-Panel-Red,Green-7,Military-Vest,None,TShirt-White,Colour-Tatts,Wide,None,None,None,Befuddled,Blue,Stripy,Grey,42.68727811314218,5000
5001,Soft-Spikes,Demon-Realm-1,Backwards-Cap-Black,Purple-3,None,Slugger,None,Mottling,Original,None,None,Colour-Tatts,Scaly,Blue,Colour-Tatts,Yellow,31.83527037456783,5001
5002,Lines,Chameleon-Almond-Grey,Backwards-Cap-Black,Green-8,None,Slugger,None,Colour-Tatts,Snouty,None,None,Colour-Tatts,Disgusted,Green,Curvy,Sky,29.741700774930557,5002
5003,Lines,Dopey-Blue,Bucket-Navy,Purple-1,None,Run-Cbc,None,Stripes,Deep,None,Red,Black-Tatts,Razor-Sharp,Blue,Curvy,Purple,45.938205012433514,5003
5004,Triple,Dopey-Yellow,Ushanka,None,None,Gorn,None,None,Flared,None,None,Colour-Tatts,Scaly,Green,Spotty,Lilac,30.279411487284502,5004
5005,Armoured,Demon-Realm-1,Lwa,Green-3,Ase-Chain-Silver,None,None,Mottling,Deep,None,Green,None,Goofy,Green,Black-Tatts,Teal,39.91110802521121,5005
5006,Techno,Chameleon-Almond-Blue,Lu-Tang,Green-9,None,None,None,Bumps,Flared,None,None,Chest-Hair,Scaly,Green,Plain,Sky,9.872573126056064,5006
5007,Lines,White-Shades,Creepz,Orange-2,Sneakers,None,TShirt-Purple,Spots,Original,None,None,None,Disgusted,Blue,Colour-Tatts,Grey,44.341803070611874,5007
5008,Armoured,Dopey-Grey,Creepz,Purple-5,None,Floral-Green-Yellow,None,Hatching,Original,None,Green,Chest-Hair,Cheesy,Yellow,Spotty,Teal,48.76325331066557,5008
5009,Spikes,Vr2,Fujita,Orange-1,None,None,Sweater-Turquoise,Stripes,Wide,None,None,None,Gappy,Green,Waves,Teal,18.86334134395064,5009
5010,Spikes,V,Lumpy,Bones,None,Kruger,None,Scales,Original,None,Red,Colour-Tatts,Razor-Sharp,Grey,Curvy,Green,49.8835128318294,5010
5011,Veiny,White-Shades,Red-Camo,Orange-9,None,Flat-Earth,None,Sharp,Original,None,None,Chest-Hair,Closed,Blue,Bone,Purple,24.417536547647178,5011
5012,Soft-Spikes,V,Bucket-Navy,Pink-6,Lanyard,None,None,Sharp,Wide,None,Red,None,Spiky,Green,Stripy,Blue,38.083095852916244,5012
5013,Soft-Spikes,Bosseyed-Yellow,Wizard,Green-6,None,Tie-Dye-1,None,Bumps,Deep,None,Purple,Colour-Tatts,Razor-Sharp,Yellow,Plain,Blue,57.791063132859676,5013
5014,Little-Bumps,Dopey-Blue,Headband-1,Orange-3,None,Tiger,None,Spots,Snouty,None,Neon-Green,Chest-Hair,Cheesy,Blue,Mottled,Purple,42.28879128646499,5014
5015,Veiny,Glass,Pimp,Purple-6,Masonic-Collar,None,None,Black-Tatts,Flared,None,Green,None,Razor-Sharp,Blue,Curvy,Grey,43.713469944297636,5015
5016,Triple,Nerd,Police,Green-1,None,V,None,Speckled,Original,None,Green,Chest-Hair,Checkerboard,Purple,Sharp,Yellow,53.73311578776314,5016
5017,Flaps,Chameleon-Circle-Orange,Sombrero,Purple-6,Sneakers,None,TShirt-Turquoise,Scales,Snouty,None,None,None,Befuddled,Green,Waves,Lilac,43.677967134622634,5017
5018,Creases,Crazed-Purple,Backwards-Cap-Olive,Orange-4,Puffer-vest,None,TShirt-Purple,Stripes,Deep,None,None,None,Scaly,Green,Curvy,Blue,39.47052732352489,5018
5019,Techno,Chameleon-Almond-Yellow,Skull-And-Bones,Purple-2,None,Cold-Blooded,None,Markings,Deep,None,None,Chest-Hair,Scaly,Grey,Sharp,Pink,30.58223026477543,5019
5020,Creases,Peace,Bucket-Navy,Pink-9,None,Agamids-Red,None,Ovals,Snouty,None,Purple,Colour-Tatts,Spiky,Grey,Curvy,Blue,52.19498335042696,5020
5021,Stubble,Vertical-Yellow,Gypsy-King,Red-2,None,Flat-Earth,None,Stripes,Snouty,None,Red,Black-Tatts,Spiky,Purple,Curvy,Yellow,56.68131577753318,5021
5022,Creases,Vr4,Military,Green-1,Creepz-Hoody,None,TShirt-Turquoise,Speckled,Original,Pipe,None,None,Closed,Grey,Mottled,Pink,81.75318272527,5022
5023,Frills,V,Hermes,Green-3,None,Camo-Desert,None,Sharp,Flared,None,Green,Black-Tatts,Jaws,Green,Mottled,Lilac,51.80000492429713,5023
5024,Frills,Bosseyed-Yellow,Pink-Bucket,Red-7,None,V,None,Spots,Original,None,None,Colour-Tatts,Cheesy,Blue,Spotty,Yellow,30.531680327327688,5024
5025,Armoured,Demon-Realm-2,Skull-And-Bones,Red-9,None,Tie-Dye-2,None,Mottling,Deep,Cigarette,None,Chest-Hair,Closed,Blue,Curvy,Grey,56.237587931181146,5025
5026,Big-Bumps,Vertical-Purple,Police,Purple-4,None,Creepz-Rugby,None,Ovals,Original,None,None,Chest-Hair,Jaws,Green,Colour-Tatts,Sky,28.311734245115737,5026
5027,Big-Bumps,Bosseyed-Blue,Police,Purple-1,None,Rcsa,None,Flaps,Snouty,None,None,Black-Tatts,Befuddled,Blue,Sharp,Green,30.36820827610066,5027
5028,Little-Bumps,Crazed-Green,Raptors,Purple-2,None,One-Of-Us,None,Sharp,Original,None,Purple,Black-Tatts,Awkward,Grey,Waves,Green,52.41608263807622,5028
5029,Spots,Dopey-Green,Lucifer,Purple-6,Ngmi-Hoody,None,Sweater-White,Speckled,Deep,None,None,None,Gappy,Green,Techno,Teal,43.02096886564327,5029
5030,Spikes,Vertical-Yellow,Backwards-Cap-Blue,Orange-2,None,Argyle-2,None,Colour-Tatts,Wide,None,Green,Chest-Hair,Checkerboard,Purple,Mottled,Teal,51.47980200998058,5030
5031,Armoured,Peace,Lumpy,Red-3,Tech-2,None,Sweater-Black,Speckled,Snouty,None,None,None,Scaly,Green,Stripy,Purple,35.73627357046713,5031
5032,Spikes,Chameleon-Circle-Blue,Pyramid,Purple-6,None,Salamander-Rugby,None,Sharp,Flared,None,None,Chest-Hair,Gappy,Green,Spotty,Teal,21.9356778494416,5032
5033,Armoured,Dopey-Purple,Creepz,Pink-5,Block-Chain,None,TShirt-Navy,Scales,Deep,Spliff,None,None,Closed,Yellow,Spotty,Teal,80.3339627995318,5033
5034,Plasters,Sunglasses-1,Lumpy,Purple-9,Military-Vest,None,None,Spots,Flared,None,None,None,Disgusted,Grey,Waves,Purple,19.93229468709858,5034
5035,Plasters,Bosseyed-Pink,Gatorade,Purple-1,None,Gorn-Hub,None,Ovals,Snouty,Cigarette,None,Colour-Tatts,Closed,Yellow,Spotty,Teal,68.15166816515777,5035
5036,Frills,Stoned,Purple-Camo,Pink-2,None,Cold-Blooded,None,Black-Tatts,Original,None,None,Chest-Hair,Gappy,Yellow,Curvy,Purple,23.44706540078307,5036
5037,Spots,Chameleon-Almond-Grey,Ronald,Orange-1,None,Dystopian,None,Mottling,Original,None,None,None,Cheesy,Green,Mottled,Purple,12.375334605431823,5037
5038,Spikes,Crosseyed-Blue,Pyramid,Pink-6,None,Agamids-Navy,None,Stripes,Wide,None,None,Black-Tatts,Razor-Sharp,Grey,Stripy,Pink,33.612623522433495,5038
5039,Armoured,Chameleon-Almond-Green,Headband-2,Pink-2,Rosette,None,TShirt-Pink,Markings,Snouty,None,Red,None,Cheesy,Yellow,Stripy,Purple,64.26509860154219,5039
5040,Little-Bumps,Caiman,Backwards-Cap-Red,Orange-2,None,None,TShirt-Olive,Scales,Snouty,None,Blue,None,Goofy,Yellow,Waves,Light-Blue,50.91988646300397,5040
5041,Soft-Spikes,Crosseyed-Yellow,Lwa,Purple-9,None,Flat-Earth,None,Sharp,Deep,None,Neon-Green,Chest-Hair,Grills,Grey,Waves,Blue,47.80676148793246,5041
5042,Little-Bumps,Nerd,Bobble-Hat-Olive,Red-2,None,Gold-Suit,None,Flaps,Deep,None,Red,Colour-Tatts,Awkward,Green,Curvy,Teal,47.919309706471644,5042
5043,Stubble,V,Lucifer,Orange-6,Peace,None,TShirt-Pink,Bumps,Snouty,None,None,None,Closed,Purple,Spotty,Blue,49.24390055037989,5043
5044,Armoured,Blank,Lwa,Red-6,None,Red-Puffer,None,Colour-Tatts,Original,None,None,Colour-Tatts,Cheerful,Green,Spotty,Teal,26.93327951402026,5044
5045,Armoured,Crazed-Grey,Dad-Cap-Black,Purple-5,None,Agamids-Navy,None,Black-Tatts,Snouty,None,None,Colour-Tatts,Scaly,Purple,Curvy,Teal,33.31283579784178,5045
5046,Lines,White-Shades,Lucifer,Purple-2,None,Lemuria-Wyoming-2,None,Techno,Wide,None,Neon-Green,Chest-Hair,Cheesy,Yellow,Stripy,Blue,48.7156158086616,5046
5047,Spikes,Crosseyed-Blue,Backwards-Cap-Red,Red-8,None,Vote-for-Pedro,None,Spots,Wide,None,None,Colour-Tatts,Befuddled,Blue,Black-Tatts,Green,30.695071471063777,5047
5048,Flaps,Squint-Yellow,Beanie-Burgundy,Green-3,Stormzy,None,Sweater-Black,Mottling,Flared,None,Green,None,Razor-Sharp,Blue,Stripy,Yellow,66.84512021858097,5048
5049,Armoured,Squint-Green,Purple-Camo,Orange-6,Poncho,None,TShirt-Purple,Black-Tatts,Snouty,None,Neon-Green,None,Spiky,Green,Mottled,Sky,64.01649913301753,5049
5050,Little-Bumps,Stoned,Pyramid,Orange-6,Tech-2,None,TShirt-White,Flaps,Original,None,Orange,None,Goofy,Blue,Spotty,Green,65.09215409020172,5050
5051,Big-Bumps,Purple-Shades,Rasta,Ophiocordyceps,None,Leopard,None,Speckled,Deep,None,Orange,Black-Tatts,Checkerboard,Yellow,Colour-Tatts,Blue,58.05664108482915,5051
5052,Little-Bumps,Crosseyed-Pink,Koopa-Red,Purple-5,Lizard-Man,None,TShirt-White,Techno,Deep,None,Neon-Green,None,Razor-Sharp,Purple,Stripy,Green,70.97067907876506,5052
5053,Stubble,Vr3,Five-Panel-Purple,Orange-3,Iridescent-Bag,None,None,Stripes,Wide,None,Neon-Green,None,Awkward,Purple,Techno,Yellow,52.546988747166424,5053
5054,Flaps,Vr4,Backwards-Cap-Olive,Orange-3,None,Flat-Earth,None,Flaps,Flared,None,None,Chest-Hair,Goofy,Green,Colour-Tatts,Purple,22.75972038507071,5054
