,Colors,Chest,Arms,Jaws,Mask,Eyes,Helmet,Meka Type,Color,Material,Weapon,Legendary,Rarity score,Token Id
5661,4.0,MI Radar C1,MI Radar A1,MI Sonar J2,MI Radar M1,MI Pink Visor,MI SB-4,Mirage,White,Silver Helmet,None,None,53.728457086357295,5662
5662,3.0,OG Heavy C1,OG Squadron 3,OG Sabotage S3,OG Heavy,OG Rose E1,OG Radiant Trooper,OG Meka,White,None,None,None,13.654943706638143,5663
5663,3.0,MI Racer C1,MI Sonic A1,MI Falcon W1,MI Radar M1,MI Pink Visor,MI Racer,Mirage,White,None,None,None,26.555131944305,5664
5664,2.0,OG Trooper C1,OG Trooper A2,OG Trooper S2,OG Filter,OG White E13,OG Delta Heavy,OG Meka,White,None,None,None,21.537295639767052,5665
5665,4.0,OG Trooper C1,OG Metal spike,OG Trooper S2,OG Trooper M2,OG Violet E1,OG Quartz Heavy,OG Meka,Camo Green,None,None,None,23.01776196589342,5666
5666,4.0,MI Radar C1,MI Racer A2,MI Racer W2,MI Racer M1,MI Pink Visor,MI Racer,Mirage,Dark Brown,Gold Weapon,MI Rockets,None,78.61780583795745,5667
5667,3.0,OG Heavy C1,OG Squadron 4,OG Trooper S1,OG Trooper M2,OG Violet E1,OG Rombus Trooper,OG Meka,Grey,None,OG Gatling Gun,None,41.18082134142441,5668
5668,4.0,OG Heavy C1,OG Solid Tank,OG Rocket jaw,OG Filter,OG Green E7,OG Quartz Heavy,OG Meka,Red,None,None,None,30.768381415393577,5669
5669,2.0,F9 Bastion C1,F9 Jingasa A1,F9 Assault,F9 Monkey,F9 Red E3,F9 Ronin H2,F9,Black,None,None,None,50.31081636419792,5670
5670,4.0,MI Racer C1,MI Radar A1,MI Sonar J2,MI Racer M2,MI White Visor,MI Racer,Mirage,Orange,None,None,None,38.33001080688081,5671
5671,3.0,GAI Sōhei C1,GAI Jingasa A1,Bastion J2,GAI Bastion M1,Pink Delta,GAI Jingasa H2,Gādian,Grey,None,None,None,36.47291218189731,5672
5672,4.0,F9 Bastion C1,F9 Jingasa A1,F9 Assault,F9 Monkey,F9 Green E7,F9 Ronin H2,F9,Dark Brown,None,None,None,40.49727492044057,5673
5673,3.0,OG Trooper C1,OG Trooper A1,OG Trooper S2,OG Sphere,OG Green E7,OG Delta Trooper,OG Meka,Aqua Lite,None,OG Cannons,None,38.33883001010935,5674
5674,3.0,OG Trooper C2,OG Squadron 4,OG Trooper S1,OG Sphere,OG Blue E4,OG Delta Trooper,OG Meka,Dark Brown,None,None,None,19.002549900146214,5675
5675,3.0,MI Sonic C1,MI Racer A2,MI Falcon W0,MI Racer M1,MI Pink Visor,MI Radar,Mirage,Dark Brown,None,Mi Spectral blade x2,None,55.09244043872393,5676
5676,3.0,OG Chest Brick,OG Arms Brick,OG Helmet Brick,OG Mask Brick,OG Eyes Brick,OG Helmet Brick,OG Meka,Red,Brick,None,None,57.699228257282265,5677
5677,2.0,MI Racer C1,MI Racer A1,MI Racer W1,MI Racer M1,MI Aqua Eye,MI Racer,Mirage,White,None,None,None,33.442769782264,5678
5678,2.0,MI Radar C1,MI Radar A1,MI Storm,MI Racer M1,MI Red Visor,MI Racer,Mirage,Dark Brown,None,None,None,42.12917806971158,5679
5679,4.0,OG Trooper C1,OG Trooper A2,OG Trooper S1,OG Trooper M1,OG Pink E0,OG Darya Trooper,OG Meka,Dark Brown,None,OG Plasma Ray,None,37.8259095155926,5680
5680,3.0,GAI Sōhei C1,GAI Youma,GAI Jingasa J1,GAI Jingasa M2,White Square,GAI Jingasa H1,Gādian,Grey,None,GAI Katana,None,58.79150144665083,5681
5681,3.0,OG Trooper C1,OG Trooper A1,OG Sabotage S3,OG Mantis,OG Rose E1,OG Darya Trooper,OG Meka,White,Silver Weapon,OG Gatling Gun,None,52.043878694771394,5682
5682,2.0,OG Heavy C1,OG Solid Tank,OG Assault jaw,OG Trooper M1,OG Rose E1,OG Delta Trooper,OG Meka,White,None,None,None,18.52117205784794,5683
5683,3.0,MI Racer C1,MI Racer A1,MI Racer W1,MI Racer M1,MI Aqua Eye,MI Racer,Mirage,Blurple,Silver Weapon,MI Ray guns,None,76.79863713178703,5684
5684,3.0,OG Trooper C1,OG Squadron 3,OG Trooper S1,OG Mantis,OG Rose E1,OG Quartz Master,OG Meka,Dark Brown,None,None,None,11.886955276687457,5685
5685,0.0,OG Trooper C1,OG Trooper A2,OG Trooper S1,OG Knight,OG Rose E1,OG Quartz Heavy,OG Meka,None,Camo green,None,None,42.41427331814492,5686
5686,4.0,OG Heavy C1,OG Metal spike,OG Assault jaw,OG Heavy,OG Violet E1,OG Darya Elite,OG Meka,Red,Silver Helmet,None,None,52.31352870890489,5687
5687,2.0,MI Racer C1,MI Racer A1,MI Racer W1,MI Radar M1,MI Aqua Eye,MI Racer,Mirage,Camo Green,None,None,None,42.23158350252469,5688
5688,3.0,GAI Jingasa C1,GAI Yasuke,GAI Jingasa J1,GAI Youma,White Square,GAI Jingasa H1,Gādian,White,None,None,None,30.825608721766045,5689
5689,0.0,MI Radar C1,MI Racer A2,MI WS-1,MI Sonic M1,MI Pink Visor,MI Racer H2,Mirage,None,Siberie,None,None,66.86543023065502,5690
5690,3.0,F9 Bastion C1,F9 Jingasa A1,F9 Brackyura,F9 Jingasa M2,F9 Red E21,F9 Ronin H1,F9,Blue,None,None,None,41.926535613777745,5691
5691,3.0,F9 Bastion C1,F9 Jingasa A2,F9 Assault,F9 Heavy,F9 Green E21,F9 Assault Spikes,F9,White,None,GAI Kochi,None,54.592346970248244,5692
5692,4.0,MI Radar C1,MI Racer A2,MI Sonic J1,MI Racer M1,MI Aqua Eye,MI Radar,Mirage,Yellow,None,None,None,39.76858952879255,5693
5693,4.0,OG Heavy C1,OG Squadron 4,OG Trooper S2,OG Monkey R-7,OG Violet E1,OG Delta Elite,OG Meka,Light Green,None,None,None,26.22059464426044,5694
5694,3.0,OG Trooper C1,OG Solid Tank,OG Trooper S1,OG Monkey R-7,OG Violet E1,OG Rombus Trooper,OG Meka,White,None,None,None,9.974514425121932,5695
5695,4.0,MI Racer C1,MI Racer A1,MI Racer W1,MI Racer M1,MI Pink Visor,MI Racer H2,Mirage,Red,None,None,None,33.61374501257707,5696
5696,0.0,OG Trooper C2,OG Solid Tank,OG Trooper S2,OG Sphere,OG Green E21,OG Darya Master,OG Meka,None,Silver Helmet,None,None,56.21182043730318,5697
5697,3.0,F9 Bastion C1,F9 Jingasa A1,F9 Assault,F9 Heavy,F9 Green E4,F9 Ronin H2,F9,Camo Green,None,None,None,37.51052286191759,5698
5698,4.0,OG Trooper C2,OG Trooper A1,OG Trooper S2,OG Sphere,OG Rose E1,OG Delta Trooper,OG Meka,Yellow,None,None,None,18.885399704631695,5699
5699,3.0,GAI Youma,GAI Sōhei A1,Bastion J1,GAI Bastion M2,Pink Delta,GAI Jingasa H2,Gādian,Light Green,None,None,None,39.77895256120188,5700
5700,2.0,F9 Bastion C1,F9 Jingasa A1,F9 Brackyura,F9 Bastion M1,F9 Green E7,F9 Loop,F9,White,None,None,None,43.66126159234427,5701
5701,3.0,MI Racer C1,MI Racer A1,MI Radar W1,MI Radar M1,MI White Visor,MI Racer,Mirage,White,None,None,None,27.590389372093473,5702
5702,3.0,GAI Youma,GAI Jingasa A1,GAI Jingasa J1,GAI Bastion M1,Pink Delta,GAI Jingasa H1,Gādian,Grey,None,None,None,33.77619785218242,5703
5703,2.0,OG Trooper C1,OG Squadron 3,OG Trooper S2,OG Trooper M2,OG Rose E1,OG Delta Elite,OG Meka,Blue,None,None,None,23.99747607333593,5704
5704,2.0,OG Trooper C1,OG Squadron 3,OG Rocket jaw,OG Sphere,OG Rose E1,OG Delta Elite,OG Meka,Blue,Gold Weapon,OG Solid Blade x2,None,72.71111843937742,5705
5705,4.0,OG Trooper C2,OG Trooper A2,OG Sabotage S3,OG Filter,OG Rose E1,OG Quartz Elite,OG Meka,Dark Grey,None,None,None,24.578825458002406,5706
5706,4.0,GAI Jingasa C1,GAI Youma,Bastion J2,GAI Jingasa M1,Pink Delta,GAI Jingasa H1,Gādian,Grey,None,None,None,38.62023574876635,5707
5707,4.0,GAI Sōhei C1,GAI Jingasa A1,GAI Jingasa J1,GAI Youma,Pink Delta,GAI Jingasa H1,Gādian,White,None,None,None,33.08275433164779,5708
5708,4.0,OG Trooper C1,OG Trooper A1,OG Trooper S1,OG Trooper M2,OG Violet E1,OG Delta Trooper,OG Meka,Grey,None,None,None,12.960010790919748,5709
5709,3.0,OG Trooper C1,OG Squadron 4,OG Trooper S2,OG Last Breath,OG Blue E4,OG Delta Trooper,OG Meka,Light Green,None,None,None,17.8477457622357,5710
5710,5.0,OG Trooper C1,OG Solid Tank,OG Rocket jaw,OG Trooper M2,OG Violet E1,OG Delta Trooper,OG Meka,Grey,None,None,None,27.387547125954136,5711
5711,2.0,GAI Sōhei C2,GAI Jingasa A1,GAI Jingasa J1,GAI Jingasa M1,Pink Delta,GAI Jingasa H2,Gādian,White,None,None,None,39.06509033422161,5712
5712,0.0,OG Trooper C1,OG Trooper A2,OG Trooper S1,OG Monkey R-9,OG Rose E1,OG Delta Elite,OG Meka,None,Carbon,None,None,41.849802328952904,5713
5713,0.0,GAI Sōhei C1,GAI Jingasa A2,GAI Jingasa J1,GAI Jingasa M2,Green Circle,GAI Tetra H2,Gādian,None,Camo blue,GAI Katana,None,92.39941185702357,5714
5714,3.0,MI Radar C1,MI Racer A2,MI Sonic J1,MI Racer M1,MI Aqua Eye,MI Racer H2,Mirage,Blue Grey,None,None,None,36.353595276507065,5715
5715,3.0,MI Racer C1,MI Racer A1,MI Racer W1,MI Racer M1,MI Aqua Eye,MI Racer,Mirage,White,None,None,None,23.396486580024977,5716
5716,4.0,OG Heavy C1,OG Trooper A2,OG Sabotage S3,OG Last Breath,OG Rose E1,OG Quartz Heavy,OG Meka,Grey,None,OG Dawn Sword,None,42.69936610285622,5717
5717,3.0,MI Radar C1,MI Racer A1,MI Racer W2,MI Racer M1,MI Pink Visor,MI Racer,Mirage,Dark Brown,None,None,None,27.595954334925878,5718
5718,4.0,MI Radar C1,MI Radar A1,MI Sonar J2,MI Sonic M1,MI Aqua Eye,MI Radar,Mirage,Light Green,Silver Helmet,None,None,61.55180099631122,5719
5719,3.0,F9 Bastion C1,F9 Jingasa A2,F9 Assault,F9 Assault,F9 Green E4,F9 Ronin H2,F9,Purple,Gold Helmet,None,None,62.47377371988132,5720
5720,4.0,OG Heavy C2,OG Trooper A1,OG Rocket jaw,OG Sphere,OG Rose E1,OG Delta Trooper,OG Meka,White,None,None,None,14.509130755676997,5721
5721,4.0,OG Trooper C1,OG Trooper A1,OG Rocket jaw,OG Trooper M2,OG Green E7,OG Darya Trooper,OG Meka,Light Green,None,None,None,22.008009132581396,5722
5722,4.0,OG Trooper C2,OG Trooper A1,OG Trooper S2,OG Heavy,OG Rose E1,OG Delta Trooper,OG Meka,White,Gold Weapon,OG Cannons,None,57.45502588477601,5723
5723,3.0,OG Trooper C2,OG Trooper A1,OG Trooper S2,OG Trooper M2,OG Violet E1,OG Radiant Trooper,OG Meka,Light Green,None,None,None,19.502322076580946,5724
5724,3.0,F9 Fortress C2,F9 Bastion,F9 Assault,F9 Heavy,F9 Green E21,F9 Spikes,F9,Dark Brown,Silver Helmet,None,None,60.24274824240621,5725
5725,0.0,GAI Jingasa C1,GAI Youma,Bastion J1,GAI Ukiyo-E,Pink Delta,GAI Tetra H2,Gādian,None,Carbon,None,None,70.94176056208794,5726
5726,5.0,OG Trooper C1,OG Trooper A2,OG Trooper S2,OG Last Breath,OG Violet E1,OG Radiant Trooper,OG Meka,Grey,None,OG Thunder Gun,None,48.77487816854884,5727
5727,3.0,MI Racer C1,MI Racer A1,MI Radar W1,MI Racer M1,MI Pink Visor,MI Sonar,Mirage,Dark Brown,None,None,None,28.23468285529595,5728
5728,3.0,OG Trooper C1,OG Trooper A2,OG Sabotage S3,OG Sphere,OG Violet E1,OG Oblong Elite,OG Meka,White,None,None,None,10.910020643073533,5729
5729,3.0,GAI Sōhei C1,GAI Jingasa A2,GAI Jingasa J1,GAI Ukiyo-E,Pink Circle,GAI Jingasa H1,Gādian,White,None,GAI Tessen x2,None,53.16074895134294,5730
5730,3.0,OG Trooper C1,OG Trooper A2,OG Trooper S1,OG Trooper M2,OG Rose E1,OG Delta Trooper,OG Meka,Dark Brown,None,None,None,4.925594146441289,5731
5731,4.0,GAI Jingasa C1,GAI Jingasa A1,GAI Jingasa J1,GAI Jingasa M1,Pink Delta,GAI Jingasa H2,Gādian,Light Green,Silver Weapon,GAI Kochi x2,None,83.00290156631782,5732
5732,4.0,OG Trooper C1,OG Squadron 4,OG Assault jaw,OG Mantis,OG Blue E4,OG Quartz Trooper,OG Meka,Light Green,None,None,None,25.83683034791259,5733
5733,0.0,MI Racer C2,MI Radar A1,MI Falcon W0,MI Radar M1,MI Aqua Eye,MI SB-4,Mirage,None,Fire,None,None,70.13258241341528,5734
5734,3.0,F9 Bastion C1,F9 Jingasa A1,F9 Aura J-0,F9 Heavy,F9 Green E7,F9 Assault Spikes,F9,Dark Brown,None,GAI Katana x2,None,60.35533353425924,5735
5735,4.0,GAI Sōhei C2,GAI Jingasa A1,GAI Jingasa J1,GAI Bastion M1,Pink Delta,GAI Jingasa H2,Gādian,Soft Red,None,GAI Katana,None,64.02145707819984,5736
5736,3.0,F9 Bastion C1,F9 Jingasa A2,F9 Assault,F9 Heavy,F9 Green E4,F9 Loop,F9,White,None,None,None,31.125010442390742,5737
5737,3.0,OG Trooper C1,OG Trooper A2,OG Sabotage S3,OG Trooper M1,OG Rose E1,OG Delta Trooper,OG Meka,White,None,None,None,2.871279613339298,5738
5738,4.0,OG Trooper C1,OG Trooper A2,OG Trooper S2,OG Sphere,OG Rose E1,OG Delta Trooper,OG Meka,Orange,None,None,None,14.105059908893669,5739
5739,3.0,F9 Fortress C1,F9 Jingasa A1,F9 Assault,F9 Assault,F9 Green E4,F9 Spikes,F9,Blood Red,None,GAI Kochi,None,62.72517116827603,5740
5740,4.0,OG Heavy C1,OG Squadron 4,OG Trooper S1,OG Monkey R-9,OG Green E21,OG Delta Trooper,OG Meka,White,None,None,None,19.370189693408552,5741
5741,4.0,OG Heavy C1,OG Trooper A1,OG Trooper S1,OG Knight,OG Rose E1,OG Darya Trooper,OG Meka,White,None,None,None,11.357624887430337,5742
5742,4.0,GAI Sōhei C2,GAI Jingasa A2,Bastion J1,GAI Jingasa M1,Pink Circle,GAI Jingasa H1,Gādian,Yellow,None,None,None,43.380787717594956,5743
5743,4.0,MI Racer C1,MI Radar A1,MI Sonar J2,MI Racer M2,MI Pink Visor,MI Racer,Mirage,Blue,None,None,None,35.152590861644505,5744
5744,4.0,OG Trooper C1,OG Metal spike,OG Assault jaw,OG Trooper M2,OG Pink E0,OG Radiant Elite,OG Meka,White,None,None,None,19.586525257199877,5745
5745,0.0,OG Trooper C1,OG Solid Tank,OG Trooper S2,OG Trooper M2,OG Rose E1,OG Radiant Elite,OG Meka,None,Silver Helmet,None,None,44.0723321798886,5746
5746,0.0,OG Heavy C1,OG Trooper A2,OG Sabotage S3,OG Trooper M1,OG Blue E4,OG Delta Elite,OG Meka,None,Siberie,OG Smiley K2,None,74.95210547571126,5747
5747,4.0,OG Trooper C2,OG Squadron 3,OG Assault jaw,OG Trooper M1,OG Violet E1,OG Delta Trooper,OG Meka,White,None,None,None,18.72181102413496,5748
5748,3.0,OG Trooper C1,OG Trooper A2,OG Trooper S1,OG Trooper M1,OG Pink E0,OG Quartz Master,OG Meka,Blurple,None,None,None,16.125149618155216,5749
5749,4.0,OG Trooper C1,OG Trooper A2,OG Trooper S2,OG Pain,OG Rose E1,OG Oblong Heavy,OG Meka,Yellow,None,None,None,17.863162133465142,5750
5750,4.0,OG Trooper C1,OG Trooper A2,OG Trooper S2,OG Trooper M2,OG Blue E4,OG Darya Trooper,OG Meka,Dark Brown,None,OG Smiley K1,None,39.993411074860376,5751
5751,3.0,F9 Bastion C1,F9 Jingasa A2,F9 Assault,F9 Jingasa M2,F9 Green E7,F9 Loop,F9,Aqua Lite,None,None,None,40.38135632347637,5752
5752,3.0,MI Racer C2,MI Racer A1,MI Racer W2,MI Salamender,MI Pink Visor,MI Racer H2,Mirage,Grey,None,MI Rockets,None,54.992465944435374,5753
5753,4.0,MI Racer C1,MI Racer A1,MI Racer W1,MI Radar M1,MI Pink Visor,MI Sonar,Mirage,Grey,None,None,None,33.61110607765998,5754
5754,3.0,OG Heavy C1,OG Squadron 3,OG Trooper S2,OG Trooper M1,OG Rose E1,OG Oblong Elite,OG Meka,Blood Red,None,None,None,18.244347325197392,5755
5755,3.0,OG Trooper C2,OG Solid Tank,OG Trooper S2,OG Trooper M1,OG Green E7,OG Darya Trooper,OG Meka,Light Green,None,OG Plasma Ray,None,44.83164127403245,5756
5756,3.0,OG Heavy C1,OG Squadron 3,OG Sabotage S7,OG Monkey R-9,OG Violet E1,OG Oblong Elite,OG Meka,Blood Red,None,None,None,27.10481786384597,5757
5757,4.0,F9 Bastion C1,F9 Bastion,F9 Aura J-0,F9 Aura M-0,F9 Green E21,F9 Assault Spikes,F9,White,Silver Helmet,None,None,61.91045872793924,5758
5758,4.0,OG Trooper C1,OG Trooper A2,OG Sabotage S3,OG Monkey R-7,OG Rose E1,OG Rombus Trooper,OG Meka,Grey,None,None,None,16.00544503429371,5759
5759,3.0,OG Trooper C2,OG Trooper A2,OG Rocket jaw,OG Sphere,OG Rose E1,OG Darya Trooper,OG Meka,Dark Brown,None,OG Gatling Gun,None,38.858644797834465,5760
5760,2.0,OG Trooper C1,OG Trooper A2,OG Sabotage S3,OG Monkey R-7,OG Rose E1,OG Radiant Trooper,OG Meka,Dark Brown,None,None,None,21.40123896007774,5761
5761,3.0,OG Heavy C2,OG Trooper A1,OG Trooper S1,OG Sphere,OG Rose E1,OG Delta Trooper,OG Meka,White,None,None,None,6.41950610341259,5762
5762,4.0,F9 Bastion C1,F9 Jingasa A2,F9 Assault,F9 Heavy,F9 Green E4,F9 Spikes,F9,Soft Red,None,None,None,42.212328080793995,5763
5763,4.0,MI Racer C1,MI Radar A1,MI Racer W2,MI Racer M1,MI Pink Visor,MI Eagle,Mirage,White,None,None,None,27.721999423742922,5764
5764,3.0,GAI Jingasa C1,GAI Jingasa A1,Bastion J2,GAI Jingasa M1,Pink Circle,GAI Jingasa H1,Gādian,Camo Green,None,None,None,37.078821010607236,5765
5765,5.0,GAI Jingasa C1,GAI Jingasa A2,Bastion J2,GAI Jingasa M2,Pink Delta,GAI Jingasa H1,Gādian,Grey,None,None,None,46.853600970157586,5766
5766,4.0,F9 Fortress C2,F9 Bastion,F9 Brackyura,F9 Heavy,F9 Green E7,F9 Spikes,F9,Light Green,None,None,None,45.557847983635504,5767
5767,0.0,F9 Bastion C1,F9 Samourai A1,F9 Assault,F9 Heavy,F9 White E0,F9 Ronin H2,F9,None,Gold Helmet,GAI Enten,None,93.68904481932249,5768
5768,3.0,MI Radar C1,MI Racer A1,MI Racer W1,MI Salamender,MI Aqua Eye,MI Radar,Mirage,Dark Brown,None,None,None,32.72836524856824,5769
5769,0.0,GAI Youma,GAI Youma,GAI Jingasa J1,GAI Youma,Pink Delta,GAI Bastion,Gādian,None,Camo blue,None,None,69.56780114859117,5770
5770,4.0,OG Trooper C1,OG Squadron 3,OG Sabotage S7,OG Last Breath,OG Rose E1,OG Delta Trooper,OG Meka,Grey,None,None,None,16.73111834812898,5771
5771,2.0,MI Radar C1,MI Racer A1,MI Racer W2,MI Racer M1,MI Aqua Eye,MI Sonar,Mirage,White,None,None,None,37.25921775814761,5772
5772,3.0,OG Heavy C2,OG Trooper A1,OG Trooper S1,OG Mantis,OG Rose E1,OG Darya Heavy,OG Meka,Yellow,None,None,None,17.52830675385334,5773
5773,3.0,OG Trooper C2,OG Trooper A1,OG Sabotage S3,OG Trooper M1,OG Violet E1,OG Delta Trooper,OG Meka,White,None,None,None,12.161191432521951,5774
5774,4.0,F9 Fortress C2,F9 Jingasa A2,F9 Assault,F9 Bastion M1,F9 Green E4,F9 Spikes,F9,White,None,None,None,37.01778481991001,5775
5775,0.0,OG Trooper C1,OG Trooper A2,OG Assault jaw,OG Trooper M1,OG Violet E1,OG Darya Elite,OG Meka,None,Gold Helmet,None,None,47.35870339268525,5776
5776,2.0,MI Racer C2,MI Radar A1,MI Sonar J2,MI Racer M1,MI White Visor,MI SB-4,Mirage,Grey,None,None,None,44.79995396177152,5777
5777,4.0,OG Trooper C1,OG Trooper A1,OG Trooper S2,OG Trooper M1,OG Blue E4,OG Darya Trooper,OG Meka,White,None,None,None,11.52861715956194,5778
5778,2.0,MI Racer C1,MI Radar A1,MI Sonar J2,MI Racer M1,MI Pink Visor,MI Racer,Mirage,Blue,None,None,None,39.89610868447508,5779
5779,0.0,OG Trooper C2,OG Solid Tank,OG Sabotage S3,OG Heavy,OG Rose E1,OG Oblong Elite,OG Meka,None,Camo blue,None,None,52.85765919153042,5780
5780,3.0,GAI Youma,GAI Youma,GAI Jingasa J1,GAI Jingasa M1,Pink Delta,GAI Jingasa H1,Gādian,Grey,Silver Weapon,GAI Katana,None,79.35356295043873,5781
5781,3.0,OG Trooper C1,OG Trooper A1,OG Assault jaw,OG Sphere,OG Rose E1,OG Delta Trooper,OG Meka,Dark Brown,None,None,None,7.7286821535673536,5782
5782,0.0,GAI Jingasa C1,GAI Sōhei A1,Bastion J1,GAI Ukiyo-E,White Circle,GAI Tetra H2,Gādian,None,Camo green,None,None,72.39951331209346,5783
5783,3.0,GAI Sōhei C1,GAI Jingasa A2,GAI Jingasa J1,GAI Bastion M2,White Square,GAI Jingasa H1,Gādian,White,None,None,None,31.006263133910323,5784
5784,4.0,MI Radar C1,MI Racer A1,MI Sonic J1,MI Racer M2,MI Aqua Eye,MI Radar,Mirage,Light Green,None,None,None,38.72369243100505,5785
5785,0.0,OG Trooper C1,OG Solid Tank,OG Trooper S1,OG Heavy,OG Rose E1,OG Quartz Heavy,OG Meka,None,Camo blue,None,None,43.78185604233758,5786
5786,3.0,F9 Fortress C2,F9 Jingasa A2,F9 Aura J-0,F9 Aura M-0,F9 Green E4,F9 Ronin H1,F9,Dark Brown,None,None,None,40.75953235442877,5787
5787,3.0,OG Trooper C1,OG Trooper A1,OG Trooper S2,OG Sphere,OG Blue E4,OG Quartz Trooper,OG Meka,White,None,None,None,9.835690596038301,5788
5788,3.0,OG Trooper C1,OG Trooper A2,OG Trooper S1,OG Sphere,OG Green E21,OG Radiant Trooper,OG Meka,Grey,None,None,None,13.72885638062325,5789
5789,0.0,OG Heavy C2,OG Metal spike,OG Trooper S1,OG Knight,OG Blue E4,OG Delta Elite,OG Meka,None,Camo blue,None,None,56.772875680444734,5790
5790,3.0,OG Chest Brick,OG Arms Brick,OG Helmet Brick,OG Mask Brick,OG Eyes Brick,OG Helmet Brick,OG Meka,Grey,Brick,None,None,55.33551544448642,5791
5791,4.0,OG Heavy C2,OG Solid Tank,OG Assault jaw,OG Knight,OG Rose E1,OG Quartz Trooper,OG Meka,White,None,None,None,19.086487715644505,5792
5792,4.0,MI Radar C1,MI Radar A1,MI Falcon W1,MI Sonic M1,MI Aqua Eye,MI Sonar,Mirage,Dark Brown,None,None,None,38.672605850691355,5793
5793,3.0,OG Trooper C1,OG Trooper A2,OG Assault jaw,OG Last Breath,OG Rose E1,OG Radiant Trooper,OG Meka,Grey,None,OG Cannons,None,33.34973864822256,5794
5794,3.0,OG Trooper C2,OG Trooper A1,OG Sabotage S3,OG Knight,OG Violet E1,OG Delta Trooper,OG Meka,Camo Green,None,None,None,21.48264914987067,5795
5795,2.0,MI Racer C1,MI Racer A1,MI Racer W1,MI Racer M2,MI Aqua Eye,MI Racer,Mirage,Dark Brown,None,None,None,39.16123016924912,5796
5796,3.0,OG Trooper C1,OG Solid Tank,OG Trooper S2,OG Filter,OG Violet E1,OG Rombus Trooper,OG Meka,White,None,None,None,11.180936197582803,5797
5797,4.0,OG Trooper C1,OG Trooper A2,OG Trooper S1,OG Monkey R-9,OG Rose E1,OG Delta Elite,OG Meka,White,Silver Helmet,None,None,29.398555689682787,5798
5798,4.0,GAI Jingasa C1,GAI Yasuke,GAI Jingasa J1,GAI Jingasa M2,Pink Circle,GAI Jingasa H1,Gādian,White,None,None,None,33.98275438679096,5799
5799,3.0,OG Trooper C1,OG Trooper A1,OG Trooper S2,OG Monkey R-7,OG Rose E1,OG Delta Trooper,OG Meka,Aqua Lite,None,OG Gatling Gun,None,33.226545748374456,5800
5800,4.0,GAI Sōhei C1,GAI Youma,Bastion J2,GAI Jingasa M2,Red Square,GAI Jingasa H1,Gādian,Grey,None,None,None,43.0521932695,5801
5801,4.0,OG Heavy C1,OG Trooper A2,OG Trooper S2,OG Trooper M1,OG Green E21,OG Radiant Trooper,OG Meka,Dark Brown,None,None,None,21.976055559604188,5802
5802,3.0,F9 Bastion C1,F9 Bastion,F9 Brackyura,F9 Assault,F9 Green E7,F9 Ronin H1,F9,Dark Brown,Silver Helmet,None,None,60.87495991532597,5803
5803,0.0,MI Radar C1,MI Sonic A1,MI Storm,MI Racer M2,MI Pink Visor,MI Eagle,Mirage,None,Camo green,None,None,67.30404750001277,5804
5804,3.0,MI Racer C2,MI Racer A1,MI Racer W2,MI Radar M1,MI Pink Visor,MI Racer,Mirage,Grey,None,None,None,30.825145139937966,5805
5805,3.0,OG Trooper C1,OG Trooper A1,OG Assault jaw,OG Trooper M1,OG Rose E1,OG Rombus Trooper,OG Meka,Dark Grey,None,None,None,11.821962434546771,5806
5806,3.0,GAI Youma,GAI Yasuke,GAI Jingasa J1,GAI Jingasa M2,White Square,GAI Tetra H2,Gādian,Light Green,None,None,None,39.849964907966104,5807
5807,3.0,OG Trooper C1,OG Trooper A1,OG Trooper S2,OG Sphere,OG Pink E0,OG Darya Elite,OG Meka,Grey,Silver Helmet,None,None,37.197803880420366,5808
5808,3.0,OG Heavy C1,OG Trooper A1,OG Trooper S2,OG Trooper M1,OG Rose E1,OG Delta Trooper,OG Meka,Black,None,None,None,12.415369026936734,5809
5809,4.0,F9 Bastion C1,F9 Jingasa A1,F9 Brackyura,F9 Assault,F9 Red E21,F9 Kagen,F9,Soft Red,Gold Weapon,GAI Kochi x2,None,92.06795747064574,5810
5810,4.0,F9 Fortress C2,F9 Bastion,F9 Assault,F9 Assault,F9 Green E7,F9 Assault Spikes,F9,Pastel Blue,None,GAI Katana,None,69.22678341755675,5811
5811,2.0,OG Trooper C1,OG Trooper A2,OG Rocket jaw,OG Sphere,OG Blue E4,OG Delta Elite,OG Meka,Camo Green,None,None,None,28.54556158298135,5812
5812,4.0,GAI Youma,GAI Yasuke,GAI Jingasa J1,GAI Jingasa M2,Pink Delta,GAI Bastion,Gādian,Yellow,None,None,None,42.42930691352452,5813
5813,3.0,MI Sonic C1,MI Radar A1,MI Falcon W0,MI Racer M1,MI Pink Visor,MI Radar,Mirage,White,Silver Helmet,Mi Spectral blade,None,71.50831223432807,5814
5814,3.0,OG Trooper C1,OG Metal spike,OG Trooper S2,OG Trooper M1,OG Pink E0,OG Rombus Elite,OG Meka,Red,None,OG Omega,None,42.983660782190185,5815
5815,4.0,OG Trooper C1,OG Squadron 3,OG Sabotage S3,OG Knight,OG Rose E1,OG Delta Trooper,OG Meka,Light Green,None,None,None,18.221201094446613,5816
5816,4.0,F9 Bastion C1,F9 Jingasa A1,F9 Assault,F9 Bastion M2,F9 Green E7,F9 Spikes,F9,Dark Brown,None,None,None,39.43263786038064,5817
5817,3.0,OG Trooper C1,OG Squadron 4,OG Assault jaw,OG Trooper M1,OG Rose E1,OG Quartz Trooper,OG Meka,White,None,None,None,7.481042845824881,5818
