,hat under headphones,smoke,headphones,mouth,eyes,type,background,shirt,4:20 watch,long hair,beard,short hair,hat over headphones,chain,1/1,Rarity score,Token Id
6148,bandana dark gray,None,black headphones,smile,regular eyes,charcoal mfer,yellow,None,sub red,None,None,None,None,None,None,24.716125306576842,6148
6149,None,cig white,black headphones,smile,nerd glasses,plain mfer,yellow,collared shirt pink,oyster silver,None,None,mohawk pink,None,None,None,45.091060820810625,6149
6150,None,cig black,green headphones,smile,regular eyes,plain mfer,orange,hoodie down white,sub black,long hair black,None,None,None,None,None,29.667007904099474,6150
6151,knit dallas,cig black,blue headphones,smile,purple shades,charcoal mfer,yellow,None,sub black,None,None,None,None,None,None,40.947149889775865,6151
6152,None,cig black,black headphones,smile,regular eyes,plain mfer,blue,None,sub black,None,None,mohawk yellow,None,None,None,17.46079963076225,6152
6153,None,cig white,white headphones,smile,regular eyes,plain mfer,yellow,collared shirt blue,oyster silver,None,None,None,None,None,None,17.014182999788105,6153
6154,None,cig white,pink headphones,smile,regular eyes,plain mfer,yellow,collared shirt blue,sub black,None,None,None,None,None,None,17.91873175834304,6154
6155,knit buffalo,cig black,white headphones,smile,regular eyes,charcoal mfer,blue,None,None,None,full beard,None,None,None,None,38.46120145786977,6155
6156,knit new york,None,white headphones,smile,shades,plain mfer,red,None,sub red,None,None,None,None,None,None,38.54297410734639,6156
6157,beanie monochrome,cig black,white headphones,smile,regular eyes,plain mfer,blue,None,sub blue,long hair black,None,None,None,None,None,32.85456836841574,6157
6158,headband green/white,cig black,pink headphones,smile,vr,plain mfer,yellow,collared shirt blue,sub black,long hair black,full beard,None,None,None,None,74.82065460168947,6158
6159,None,None,white headphones,smile,regular eyes,plain mfer,yellow,None,oyster silver,None,None,None,None,None,None,10.67173650507664,6159
6160,knit dallas,cig black,gold headphones,smile,regular eyes,charcoal mfer,yellow,None,None,None,None,None,None,None,None,26.57343727969616,6160
6161,None,None,red headphones,smile,regular eyes,plain mfer,orange,None,sub red,None,None,mohawk green,None,silver chain,None,48.86127469194118,6161
6162,None,None,black headphones,smile,alien eyes,alien mfer,space,None,None,None,None,None,None,None,None,36.13887757936986,6162
6163,None,None,white headphones,flat,regular eyes,plain mfer,blue,None,None,None,None,messy black,None,None,None,36.79011471073922,6163
6164,bandana red,cig white,black headphones,smile,vr,plain mfer,blue,None,None,None,None,None,None,None,None,28.92125586848291,6164
6165,None,cig white,black headphones,flat,nerd glasses,charcoal mfer,yellow,None,None,None,None,None,None,None,None,30.63618317303365,6165
6166,None,cig black,white headphones,smile,regular eyes,plain mfer,blue,None,sub turquoise,None,None,None,hoodie,None,None,26.853322176853062,6166
6167,None,pipe,pink headphones,smile,regular eyes,plain mfer,green,collared shirt green,None,long hair yellow,None,None,None,None,None,37.66984732127568,6167
6168,None,cig black,lined headphones,flat,regular eyes,charcoal mfer,orange,collared shirt blue,sub black,long hair yellow,full beard,None,None,None,None,66.46245420780991,6168
6169,None,pipe,black headphones,smile,regular eyes,plain mfer,orange,collared shirt white,sub red,None,None,None,None,None,None,18.748073244228188,6169
6170,None,None,pink headphones,flat,regular eyes,plain mfer,orange,collared shirt green,sub turquoise,None,None,None,None,None,None,37.830738579885335,6170
6171,headband green/white,cig black,red headphones,smile,eye mask,plain mfer,blue,None,sub blue,None,None,None,None,None,None,38.99842106842403,6171
6172,None,cig white,black headphones,smile,regular eyes,plain mfer,green,None,sub black,None,full beard,mohawk black,None,None,None,34.274744808800214,6172
6173,None,pipe,black headphones,smile,regular eyes,charcoal mfer,yellow,hoodie down blue,sub red,None,None,mohawk blue,None,None,None,40.157303302044326,6173
6174,None,cig white,black headphones,flat,regular eyes,plain mfer,yellow,collared shirt green,sub turquoise,None,None,mohawk pink,None,None,None,44.67318893704695,6174
6175,None,cig black,green headphones,smile,eye mask,charcoal mfer,red,None,oyster silver,None,full beard,None,None,None,None,45.011949271333734,6175
6176,None,cig white,black headphones,flat,regular eyes,plain mfer,blue,None,None,long hair yellow,None,None,None,None,None,26.374733599495553,6176
6177,None,pipe,pink headphones,smile,regular eyes,plain mfer,yellow,collared shirt white,oyster silver,None,None,None,None,None,None,25.91146591072001,6177
6178,None,cig black,black headphones,smile,regular eyes,plain mfer,yellow,None,oyster silver,None,full beard,None,None,None,None,19.73803006941518,6178
6179,None,cig black,green headphones,flat,regular eyes,charcoal mfer,orange,collared shirt blue,sub lantern (green),None,None,mohawk yellow,None,None,None,53.792836933109136,6179
6180,None,cig white,black headphones,smile,shades,plain mfer,yellow,None,sub lantern (green),None,None,None,cowboy hat,None,None,37.9410814820089,6180
6181,None,None,white headphones,smile,regular eyes,charcoal mfer,blue,None,None,None,None,mohawk yellow,None,None,None,28.18799311772644,6181
6182,None,cig black,black headphones,smile,nerd glasses,charcoal mfer,blue,collared shirt pink,sub blue,None,None,None,None,None,None,32.31800042587146,6182
6183,None,cig white,black headphones,flat,regular eyes,plain mfer,red,collared shirt white,oyster silver,None,None,None,None,None,None,26.088637230039996,6183
6184,knit kc,cig black,white headphones,smile,vr,charcoal mfer,blue,hoodie down white,None,long hair black,full beard,None,None,None,None,75.14217169233103,6184
6185,None,cig black,blue headphones,smile,purple shades,plain mfer,red,None,sub black,long hair black,None,None,cowboy hat,None,None,53.86373521857178,6185
6186,None,cig black,white headphones,flat,regular eyes,charcoal mfer,blue,collared shirt blue,sub red,None,None,messy red,None,None,None,48.72760169243711,6186
6187,None,cig black,green headphones,smile,regular eyes,plain mfer,orange,None,sub black,long hair black,full beard,None,None,None,None,35.71004621353019,6187
6188,knit chicago,cig white,black headphones,smile,vr,charcoal mfer,red,None,sub red,None,None,None,None,None,None,35.60157329817756,6188
6189,None,cig white,black headphones,smile,regular eyes,charcoal mfer,yellow,collared shirt blue,sub lantern (green),None,None,messy purple,None,None,None,35.66200051445571,6189
6190,None,None,black headphones,smile,purple shades,plain mfer,red,None,sub blue,long hair yellow,None,None,None,None,None,36.182479987159205,6190
6191,None,cig white,black headphones,smile,vr,plain mfer,orange,None,sub blue,None,None,None,hoodie,None,None,37.76143083354697,6191
6192,None,None,gold headphones,smile,shades,plain mfer,red,None,sub red,None,None,mohawk green,None,silver chain,None,64.24019856481127,6192
6193,None,cig white,black headphones,flat,regular eyes,plain mfer,blue,hoodie down white,sub red,None,None,None,cowboy hat,None,None,44.577138351560684,6193
6194,None,cig white,black headphones,flat,nerd glasses,plain mfer,yellow,hoodie down gray,None,None,None,None,None,None,None,36.98228153962272,6194
6195,None,cig black,white headphones,smile,regular eyes,plain mfer,orange,collared shirt pink,sub red,None,None,mohawk yellow,None,None,None,32.754472804542196,6195
6196,None,pipe,white headphones,smile,regular eyes,plain mfer,red,None,sub blue,None,None,None,None,None,None,13.46497479861155,6196
6197,None,cig black,black headphones,smile,shades,charcoal mfer,green,None,None,None,None,None,hoodie,None,None,38.01824504941558,6197
6198,None,cig white,white headphones,flat,regular eyes,plain mfer,green,collared shirt pink,sub blue,long hair yellow,None,None,None,None,None,44.13033690497456,6198
6199,None,cig black,pink headphones,smile,regular eyes,charcoal mfer,green,None,oyster silver,long hair black,None,None,None,None,None,24.9417715447491,6199
6200,None,cig white,red headphones,smile,regular eyes,plain mfer,green,None,oyster gold,long hair black,None,None,None,None,None,22.671129660433497,6200
6201,knit chicago,cig black,pink headphones,smile,purple shades,plain mfer,blue,hoodie down gray,sub red,None,full beard,None,None,None,None,63.563736077607224,6201
6202,None,cig white,black headphones,flat,regular eyes,charcoal mfer,blue,None,sub blue,None,None,None,None,silver chain,None,38.993666224889864,6202
6203,None,cig white,gold headphones,flat,regular eyes,charcoal mfer,blue,collared shirt blue,sub blue,None,None,mohawk yellow,None,None,None,54.674285611213236,6203
6204,None,cig white,white headphones,smile,nerd glasses,charcoal mfer,orange,None,oyster silver,None,None,messy yellow,None,None,None,41.07021584755505,6204
6205,None,cig black,pink headphones,smile,regular eyes,plain mfer,green,None,sub black,None,None,None,None,None,None,7.191209163625515,6205
6206,None,None,black headphones,smile,vr,plain mfer,red,hoodie down white,sub blue,None,None,messy yellow,None,None,None,49.987216774520974,6206
6207,beanie,cig black,white headphones,smile,regular eyes,charcoal mfer,orange,None,sub black,None,None,None,None,None,None,22.967766981031808,6207
6208,bandana blue,cig white,black headphones,smile,regular eyes,plain mfer,yellow,collared shirt white,None,None,None,None,None,None,None,25.240450244591873,6208
6209,None,pipe,green headphones,smile,regular eyes,plain mfer,yellow,None,sub rose,long hair black,None,None,None,None,None,29.057221719895775,6209
6210,None,cig white,black headphones,smile,regular eyes,plain mfer,orange,hoodie down white,sub red,None,None,None,None,None,None,12.764833555883856,6210
6211,None,cig white,black headphones,smile,zombie eyes,zombie mfer,graveyard,None,sub turquoise,None,None,None,None,None,None,35.445358896459005,6211
6212,knit chicago,cig black,pink headphones,smile,shades,plain mfer,yellow,hoodie down gray,oyster gold,long hair black,None,None,None,None,None,60.896441580238495,6212
6213,None,cig white,black headphones,flat,regular eyes,charcoal mfer,orange,collared shirt white,sub red,None,None,None,None,None,None,28.862712994891215,6213
6214,None,cig white,black headphones,smile,regular eyes,plain mfer,orange,collared shirt turquoise,sub turquoise,None,full beard,mohawk yellow,None,None,None,48.689838146774136,6214
6215,None,cig black,black headphones,smile,regular eyes,plain mfer,red,None,sub bat (blue/black),None,None,None,None,gold chain,None,24.966876123193043,6215
6216,None,pipe,black headphones,smile,regular eyes,plain mfer,green,hoodie down pink,None,None,None,None,None,None,None,17.922926496854448,6216
6217,None,cig black,black headphones,smile,vr,plain mfer,red,None,None,None,None,None,None,None,None,14.918695874176095,6217
6218,None,None,white headphones,smile,regular eyes,plain mfer,red,None,None,long hair black,None,None,None,None,None,19.698259069009755,6218
6219,None,None,black headphones,smile,3D glasses,charcoal mfer,blue,hoodie down gray,sub blue,None,None,None,None,None,None,36.74022342295078,6219
6220,None,None,white headphones,flat,regular eyes,plain mfer,blue,None,sub turquoise,None,None,None,None,None,None,23.80563451105982,6220
6221,None,cig white,red headphones,smile,regular eyes,plain mfer,blue,collared shirt green,sub blue,None,None,None,None,None,None,21.3052246604963,6221
6222,None,cig black,black headphones,smile,shades,charcoal mfer,yellow,None,sub blue,None,None,None,hoodie,None,None,41.45024845870393,6222
6223,None,cig black,red headphones,smile,regular eyes,charcoal mfer,blue,None,sub cola (blue/red),None,None,None,None,None,None,15.622981790839832,6223
6224,headband blue/red,cig white,pink headphones,smile,regular eyes,charcoal mfer,yellow,None,sub black,None,None,None,None,None,None,26.138871145102055,6224
6225,bandana dark gray,cig black,gold headphones,smile,regular eyes,plain mfer,blue,hoodie down gray,sub black,None,None,None,None,None,None,33.1097912398062,6225
6226,None,cig white,black headphones,smile,regular eyes,plain mfer,red,None,sub black,None,None,None,None,None,None,1.5376440124683284,6226
6227,knit dallas,cig white,black headphones,smile,regular eyes,plain mfer,orange,collared shirt white,sub lantern (green),None,None,None,None,None,None,28.950580594224807,6227
6228,None,cig black,black headphones,smile,regular eyes,plain mfer,green,hoodie down blue,sub black,None,None,None,None,None,None,11.939675127272276,6228
6229,None,cig white,white headphones,smile,regular eyes,plain mfer,yellow,hoodie down green,oyster gold,None,None,None,None,None,None,18.58313845212127,6229
6230,knit san fran,cig black,black headphones,smile,purple shades,plain mfer,green,collared shirt white,sub red,None,None,None,None,None,None,41.00344368673467,6230
6231,knit new york,cig white,green headphones,smile,regular eyes,charcoal mfer,orange,hoodie down white,None,None,None,None,None,None,None,35.86495413962853,6231
6232,None,None,black headphones,smile,nerd glasses,plain mfer,green,collared shirt turquoise,sub blue,None,None,None,None,None,None,33.0910343509023,6232
6233,cap monochrome,cig black,white headphones,smile,regular eyes,charcoal mfer,red,None,oyster gold,long hair black,None,None,None,None,None,37.7048626082903,6233
6234,knit kc,cig white,pink headphones,smile,regular eyes,charcoal mfer,orange,hoodie down pink,None,long hair black,full beard,None,None,None,None,64.6055364152226,6234
6235,None,None,white headphones,smile,eye mask,plain mfer,yellow,collared shirt blue,None,long hair black,None,None,None,None,None,44.54180084946767,6235
